PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
021301,01-JAN-22,31-DEC-22,As Submitted,21273276,11076646,13245109
021302,01-JAN-22,31-DEC-22,As Submitted,26816010,23210103,18598449
021304,01-JUL-22,30-JUN-23,As Submitted,22483305,9523631,12734899
021305,01-OCT-21,30-SEP-22,As Submitted,24507760,9928195,15922528
021306,01-JAN-22,31-DEC-22,As Submitted,55962887,32444069,63630212
021307,01-JAN-22,31-DEC-22,Amended,11855890,9270255,4694180
021308,01-OCT-21,30-SEP-22,As Submitted,87048258,53480293,87981191
021309,01-OCT-21,30-SEP-22,Amended,,13936,105540
021310,01-OCT-21,30-SEP-22,As Submitted,,13790,96003
021311,01-JUL-22,30-JUN-23,As Submitted,91184872,42978247,109083021
021312,01-OCT-21,30-SEP-22,As Submitted,,9544316,76973968
021313,01-JUL-22,30-JUN-23,As Submitted,93510997,39465626,120348238
021314,01-OCT-21,30-SEP-22,As Submitted,,82764,1927506
022001,01-JAN-22,31-DEC-22,As Submitted,47163294,95531822,
024001,01-JAN-22,31-DEC-22,Settled,25330077,71279011,
024002,01-JUL-22,30-JUN-23,As Submitted,43979300,41164844,1228
030002,01-JAN-22,31-DEC-22,As Submitted,967043133,2830108962,1469692335
030006,01-JAN-22,31-DEC-22,As Submitted,825758713,1812948223,1071807252
030007,01-JUL-22,30-JUN-23,As Submitted,149048790,286322451,368588708
030010,01-OCT-21,30-SEP-22,As Submitted,174113322,1061784969,545538700
030011,01-OCT-21,30-SEP-22,As Submitted,243461103,1514183649,849994816
030012,01-JAN-22,31-DEC-22,As Submitted,336765029,704600482,897137032
030013,01-OCT-21,30-SEP-22,As Submitted,535380491,966583295,1627979800
030014,01-JAN-22,31-DEC-22,As Submitted,603846956,1351536597,2267224863
030016,01-JAN-22,31-DEC-22,As Submitted,159030416,353499911,394606685
030022,01-JUL-22,30-JUN-23,As Submitted,664249471,1334731239,1178548991
030023,01-JUL-22,30-JUN-23,As Submitted,466495560,786677695,642581387
030024,01-JUL-22,30-JUN-23,As Submitted,971287302,3290601132,2107309943
030030,01-APR-22,31-MAR-23,As Submitted,112678886,694403512,486021937
030036,01-JAN-22,31-DEC-22,As Submitted,651848454,2788797960,1534579344
030037,01-JUN-22,31-MAY-23,As Submitted,63189099,155132861,200443655
030038,01-JAN-22,31-DEC-22,As Submitted,428753989,1645605118,1113387051
030043,01-MAY-22,30-APR-23,As Submitted,82383647,211868993,342606229
030055,01-JUL-22,30-JUN-23,As Submitted,278702701,699038422,1145322716
030061,01-JAN-22,31-DEC-22,As Submitted,361326032,1170965864,707358780
030062,01-JAN-22,31-DEC-22,As Submitted,154258724,253730966,576348905
030064,01-JAN-22,31-DEC-22,As Submitted,920689567,2045092534,1576951153
030065,01-JAN-22,31-DEC-22,As Submitted,670961523,2166095832,1274949103
030071,01-OCT-21,30-SEP-22,As Submitted,146369652,127927,2383848
030073,01-OCT-21,30-SEP-22,As Submitted,129179938,123335,1371056
030074,01-OCT-21,30-SEP-22,As Submitted,53310381,2916,351681
030077,01-OCT-21,30-SEP-22,As Submitted,71759766,24416,756223
030078,01-OCT-21,30-SEP-22,As Submitted,148399732,114495,1837296
030083,01-OCT-21,30-SEP-22,As Submitted,107734971,500783745,665737809
030084,01-OCT-21,30-SEP-22,As Submitted,137008727,109440,1337050
030085,01-OCT-21,30-SEP-22,Amended,320540869,1386317994,1483339763
030087,01-JAN-22,31-DEC-22,As Submitted,602128166,2024352646,1648964843
030088,01-JAN-22,31-DEC-22,As Submitted,271152793,789461380,640622916
030089,01-JAN-22,31-DEC-22,As Submitted,568742815,1671424393,1183327572
030092,01-JAN-22,31-DEC-22,As Submitted,355945577,1388669993,934367495
030093,01-JAN-22,31-DEC-22,As Submitted,333933813,928555425,757970483
030094,01-APR-22,31-MAR-23,As Submitted,335830199,2219793900,1685510665
030103,01-JAN-22,31-DEC-22,As Submitted,958524626,1531556087,1413681132
030105,01-JAN-22,31-DEC-22,As Submitted,126087649,499218992,266571886
030107,01-JAN-22,31-DEC-22,As Submitted,37759691,102681892,126365642
030108,01-JAN-22,31-DEC-22,As Submitted,87817304,64041648,411305564
030110,01-MAY-22,30-APR-23,As Submitted,211304282,1683487285,1229692671
030111,01-JAN-22,31-DEC-22,As Submitted,176720034,321590610,413469818
030112,01-JAN-22,31-DEC-22,As Submitted,27613194,41656425,93535516
030113,01-OCT-21,30-SEP-22,As Submitted,71295063,70550,876928
030114,01-OCT-21,30-SEP-22,Amended,131387066,454567720,776471605
030115,01-JAN-22,31-DEC-22,As Submitted,354230424,1007733105,810700731
030117,01-DEC-21,30-NOV-22,As Submitted,40859906,127751267,372716191
030119,01-JUL-22,30-JUN-23,As Submitted,336765258,1266431453,1059581513
030121,01-JUL-22,30-JUN-23,As Submitted,191946299,525741261,579900746
030122,01-JAN-22,31-DEC-22,As Submitted,452430065,769856340,1378225072
030123,01-JAN-22,31-DEC-22,As Submitted,185680819,550236287,596802420
030130,01-JAN-22,31-DEC-22,As Submitted,108414146,230994129,266900898
030131,01-JAN-22,31-DEC-22,As Submitted,60057345,110173518,147028302
030134,01-JAN-22,31-DEC-22,As Submitted,20234983,33081157,108100732
030136,01-JAN-22,31-DEC-22,As Submitted,76091794,26911266,597502852
030137,01-JAN-22,29-JUN-22,As Submitted,20705852,14481603,33595112
030139,01-JAN-22,31-DEC-22,As Submitted,113792898,127122999,587070403
030146,01-JAN-22,31-DEC-22,As Submitted,102909076,190128479,346619141
030147,01-JAN-22,31-DEC-22,As Submitted,95653323,196838373,209436453
030148,01-OCT-21,30-SEP-22,Amended,49320004,89001814,297658505
030152,21-JUN-22,31-DEC-22,Settled,5793536,4149472,106281931
031300,01-JAN-22,31-DEC-22,As Submitted,,6944593,113772532
031301,01-JAN-22,31-DEC-22,As Submitted,,3669527,46813485
031302,01-JAN-22,31-DEC-22,As Submitted,19767630,4750100,25494578
031304,01-JAN-22,31-DEC-22,Amended,,7169034,32078770
031305,01-OCT-21,30-SEP-22,As Submitted,,5225,139040
031307,01-OCT-21,30-SEP-22,As Submitted,,2717,296820
031308,01-OCT-21,30-SEP-22,As Submitted,,14085,1942402
031309,01-OCT-21,30-SEP-22,As Submitted,,19190593,11881647
031311,01-OCT-21,30-SEP-22,As Submitted,,33320359,96932593
031312,01-JUL-22,30-JUN-23,As Submitted,,6943191,208062642
031313,01-OCT-21,30-SEP-22,As Submitted,,48425090,189248086
031314,01-JAN-22,31-DEC-22,As Submitted,,61326112,142965173
031315,01-JAN-22,31-DEC-22,As Submitted,,11213919,39775947
031317,01-OCT-21,30-SEP-22,As Submitted,,17552831,60378079
031318,01-JAN-22,31-DEC-22,As Submitted,,24105875,71907943
031319,01-JAN-22,31-DEC-22,As Submitted,,22461777,138856496
032000,01-SEP-22,31-DEC-22,As Submitted,1984911,4659563,
032001,01-DEC-21,30-NOV-22,As Submitted,27640951,200653921,
032005,01-JUN-22,31-MAY-23,As Submitted,17743300,139456553,
033025,01-JAN-22,31-JUL-22,As Submitted,10615737,17958812,
033025,01-AUG-22,31-JUL-23,As Submitted,18079612,31224598,
033028,01-JAN-22,31-JUL-22,Amended,13494010,26946043,765
033028,01-AUG-22,31-JUL-23,As Submitted,24354172,47190993,
033029,01-JAN-22,31-JUL-22,As Submitted,9629938,18281741,1023
033029,01-AUG-22,31-JUL-23,As Submitted,16803733,31631377,
033032,01-JUN-22,31-MAY-23,As Submitted,20655462,35088971,1591
033034,01-JAN-22,31-JUL-22,As Submitted,8642876,16735923,1122
033034,01-AUG-22,31-JUL-23,As Submitted,19542240,35502203,
033036,01-JUN-22,31-MAY-23,As Submitted,23161887,30420362,4385758
033037,01-JUN-22,31-MAY-23,As Submitted,24904453,48613908,
033038,01-JAN-22,31-DEC-22,As Submitted,24058723,94736137,
033039,01-JAN-22,31-DEC-22,As Submitted,13074045,31091282,171855
033040,01-JAN-22,31-DEC-22,As Submitted,22422990,62705197,12582
033041,01-JUN-22,31-MAY-23,As Submitted,17248059,24549597,
033043,03-FEB-22,31-MAR-22,As Submitted,1801441,2175671,
033043,01-APR-22,31-MAR-23,As Submitted,13132026,25734225,
033302,01-JAN-22,31-DEC-22,As Submitted,,2108143215,1498113761
034004,01-JAN-22,31-DEC-22,Settled,41627943,127696404,3889544
034013,01-JUN-22,31-MAY-23,As Submitted,38686452,102963589,5853065
034020,01-JUL-22,30-JUN-23,As Submitted,15757886,30652467,
034021,01-JUL-22,30-JUN-23,As Submitted,91771065,84992250,46800
034022,01-JAN-22,31-DEC-22,Settled,30934786,98264094,7159180
034023,01-OCT-21,30-SEP-22,Settled,19674649,8765085,14425011
034024,01-JAN-22,31-DEC-22,Settled,30954835,47214075,4908800
034025,01-JUL-22,30-JUN-23,As Submitted,36164091,33039,27743922
034026,01-JAN-22,31-DEC-22,As Submitted,27480915,86356299,5977708
034028,01-JAN-22,31-DEC-22,Settled,35943659,57521500,3022920
034029,01-JAN-22,31-DEC-22,Settled,29706160,98116286,3784692
034031,01-JUN-22,31-MAY-23,Settled,23295724,60546200,2331600
034032,01-JAN-22,31-DEC-22,Settled,54352147,126733409,14796931
034034,01-JAN-22,31-DEC-22,Settled,22322886,55270583,576570
034035,01-JAN-22,31-DEC-22,Settled,7105429,16601740,
034036,01-JAN-22,04-DEC-22,Settled,5707743,6870071,
034037,01-JUL-22,30-JUN-23,As Submitted,5640971,11492554,
034038,01-JAN-22,31-DEC-22,As Submitted,17319308,36733599,
034040,31-MAY-22,31-MAY-23,Settled,15647637,30259439,1028364
040001,01-APR-22,31-MAR-23,As Submitted,77360635,116735778,374691885
040002,01-JAN-22,31-DEC-22,As Submitted,32197674,18719986,51614497
040004,01-JAN-22,31-DEC-22,As Submitted,332224761,889886448,776334009
040007,01-JUL-22,30-JUN-23,As Submitted,409163457,912733161,848341673
040010,01-JUL-22,30-JUN-23,As Submitted,325278290,688786661,918553420
040011,01-JUL-22,30-JUN-23,As Submitted,18903131,16756885,36203312
040014,01-OCT-21,30-SEP-22,As Submitted,213886832,271967291,456131782
040015,01-JAN-22,31-DEC-22,As Submitted,27526585,16886198,57245203
040016,01-JUL-22,30-JUN-23,As Submitted,921731369,1442849552,1581914005
040017,01-APR-22,31-MAR-23,Amended,73733536,54852705,201926568
040018,01-JAN-22,31-DEC-22,As Submitted,14769297,8554177,78407701
040019,01-OCT-21,30-SEP-22,As Submitted,30132949,55760224,102277874
040020,01-OCT-21,30-SEP-22,As Submitted,417314951,495489429,701681632
040022,01-NOV-21,31-OCT-22,As Submitted,266767215,1312540308,1159044646
040026,01-JUL-22,30-JUN-23,As Submitted,223967912,517920092,539246335
040027,01-JAN-22,31-DEC-22,As Submitted,227384097,278150761,469631329
040029,01-JAN-22,31-DEC-22,As Submitted,193750139,381360710,608405717
040036,01-JAN-22,31-DEC-22,Amended,224047705,626638192,469555341
040039,01-JUL-22,30-JUN-23,Amended,58025805,77776563,137089464
040047,01-OCT-21,30-SEP-22,As Submitted,21624077,11394208,24687115
040050,01-OCT-21,30-SEP-22,As Submitted,33923950,21965060,86144277
040051,01-APR-22,31-MAR-23,As Submitted,42290180,38579887,69161041
040055,01-JAN-22,31-DEC-22,Amended,262266457,843702574,1041360364
040062,01-JUL-22,30-JUN-23,As Submitted,363087621,593806374,1002595064
040067,01-OCT-21,30-SEP-22,As Submitted,28983357,12881112,55005021
040069,01-JAN-22,31-DEC-22,As Submitted,34745508,35890917,69710000
040071,01-JUL-22,30-JUN-23,As Submitted,172308994,345736596,436601912
040072,01-JAN-22,31-DEC-22,Amended,29080747,15626917,81240214
040076,01-JAN-22,31-DEC-22,As Submitted,19632753,30112624,60034344
040084,01-JUL-22,30-JUN-23,As Submitted,73450282,157574625,206377392
040085,01-JAN-22,31-DEC-22,Amended,19059890,7032360,62081189
040088,01-JUL-22,30-JUN-23,As Submitted,62622076,254135185,239961573
040114,01-JAN-22,31-DEC-22,As Submitted,561799474,1753463919,811153810
040118,01-OCT-21,30-SEP-22,As Submitted,213603978,554394213,770519543
040119,01-OCT-21,30-SEP-22,As Submitted,187015962,260574633,357857738
040132,01-JAN-22,31-DEC-22,Settled,6941971,9785337,3904808
040134,01-OCT-21,30-SEP-22,As Submitted,178834561,262508401,370977421
040137,01-JUL-22,30-JUN-23,As Submitted,77789412,235414953,171014086
040147,01-JAN-22,31-DEC-22,As Submitted,61405406,116666933,142918601
040153,01-OCT-21,30-SEP-22,As Submitted,14296637,17135449,52427642
040154,01-JAN-22,31-DEC-22,Amended,84938225,176430861,216588857
040156,01-OCT-21,30-SEP-22,As Submitted,21630278,11102327,148296920
040161,01-OCT-21,30-SEP-22,As Submitted,50298984,75853174,96354358
040163,23-NOV-21,13-JUL-22,Settled,15608499,16212544,30926939
041300,01-JUL-22,30-JUN-23,As Submitted,,7826922,20230734
041302,01-JAN-22,31-DEC-22,As Submitted,18966916,17024047,40609564
041303,01-JUL-22,30-JUN-23,As Submitted,,8157144,23445424
041304,01-JAN-22,31-DEC-22,As Submitted,,1387863,12613990
041305,01-JUL-22,30-JUN-23,As Submitted,,5212173,19002893
041307,01-OCT-21,30-SEP-22,As Submitted,,4570387,19203931
041308,01-JUL-22,30-JUN-23,As Submitted,,2349229,13918806
041310,01-OCT-21,30-SEP-22,As Submitted,,11331253,46115097
041311,01-OCT-21,30-SEP-22,As Submitted,,11124010,57605324
041312,01-JAN-22,31-DEC-22,As Submitted,,6216562,87543781
041313,01-JUL-22,30-JUN-23,As Submitted,30577186,17846159,53245484
041314,01-JUL-22,30-JUN-23,As Submitted,11268912,3627354,11661916
041316,01-JAN-22,31-DEC-22,As Submitted,,4370321,20059129
041317,01-JAN-22,31-DEC-22,As Submitted,,1354464,21965302
041318,01-JUL-22,30-JUN-23,As Submitted,,7751610,24018805
041320,01-JUL-22,30-JUN-23,As Submitted,,1216931,12002332
041321,01-JAN-22,31-DEC-22,Amended,,18762066,78340253
041322,01-JUL-22,30-JUN-23,As Submitted,,3269557,12703216
041323,01-OCT-21,30-SEP-22,As Submitted,37075749,18841826,51074341
041324,01-JUL-22,30-JUN-23,As Submitted,,7741021,50644038
041326,01-JUL-22,30-JUN-23,As Submitted,,6147222,25344685
041327,01-OCT-21,30-SEP-22,As Submitted,27088447,10409989,36495881
041328,01-APR-22,31-MAR-23,As Submitted,,5347990,27127758
041329,01-JUL-22,30-JUN-23,As Submitted,,5717813,50263549
041330,01-JAN-22,31-DEC-22,As Submitted,,12873760,34855137
041331,01-JAN-22,31-DEC-22,As Submitted,,18652172,69671516
041332,14-JUL-22,30-SEP-22,As Submitted,5416280,5630053,11708330
042009,01-JUN-22,31-MAY-23,As Submitted,10525750,100416177,
042011,01-OCT-21,30-SEP-22,Settled,7476600,18954157,1775627
042012,01-JAN-22,31-DEC-22,As Submitted,14459892,52653143,1170
042013,01-JUL-22,30-JUN-23,As Submitted,19721710,69227301,
043026,01-JAN-22,31-DEC-22,Amended,37599561,83892009,50233373
043028,01-JUN-22,31-MAY-23,As Submitted,22237787,43261455,
043029,01-JAN-22,31-DEC-22,As Submitted,24522328,63836361,3825
043031,01-JAN-22,31-AUG-22,As Submitted,18749282,37799664,
043032,01-JAN-22,31-DEC-22,As Submitted,23228888,47616112,255
043033,01-JAN-22,31-DEC-22,As Submitted,6197270,9026747,1243
043034,01-NOV-21,31-OCT-22,As Submitted,4347557,8558938,
043035,01-JUN-22,31-MAY-23,As Submitted,18337395,36882872,255
043036,01-JAN-22,31-DEC-22,As Submitted,14292483,26754081,280655
043037,01-JAN-22,31-DEC-22,As Submitted,14357371,37193102,
043300,01-JUL-22,30-JUN-23,As Submitted,,853018563,466066773
043301,01-JUL-22,30-JUN-23,As Submitted,,43945384,170738205
044004,01-JAN-22,31-DEC-22,As Submitted,19311959,49049685,788100
044005,01-JAN-22,31-DEC-22,Settled,15896337,46806506,3048629
044006,01-JAN-22,31-DEC-22,Settled,15044302,37649805,845950
044007,01-JAN-22,31-DEC-22,As Submitted,12369789,44722554,3361072
044011,01-JUL-22,30-JUN-23,As Submitted,54774859,78868378,14675
044019,01-JAN-22,31-DEC-22,Settled,13064192,35235200,2137267
044020,01-JAN-22,31-DEC-22,Settled,10061391,23669085,159200
044022,01-JAN-22,31-DEC-22,As Submitted,12976264,49572566,895540
050002,01-OCT-21,30-SEP-22,Amended,112998136,366543336,127531511
050006,01-JUL-22,30-JUN-23,As Submitted,309405765,698292574,929567612
050007,01-JAN-22,31-DEC-22,As Submitted,577774678,928388930,1014499823
050008,01-JAN-22,31-DEC-22,As Submitted,213476846,457944540,314182247
050009,01-JUL-22,30-JUN-23,As Submitted,275557112,725933518,993786660
050013,01-JAN-22,31-DEC-22,As Submitted,181297955,588317764,670878000
050014,01-JAN-22,31-DEC-22,As Submitted,94750231,145260823,221721986
050017,01-JUL-22,30-JUN-23,As Submitted,564779907,2347382268,1105238988
050022,01-MAY-22,30-APR-23,As Submitted,559860336,5686858443,2095672526
050024,01-JAN-22,31-DEC-22,As Submitted,113155683,290169626,96792411
050025,01-JUL-22,30-JUN-23,As Submitted,2713947460,5356458261,5354463371
050026,01-OCT-21,30-SEP-22,As Submitted,837460282,2891367178,1765390324
050028,01-JUL-22,30-JUN-23,As Submitted,56355405,45514984,150667683
050030,01-DEC-21,30-NOV-22,As Submitted,298355461,442576322,523166754
050036,01-JAN-22,31-DEC-22,As Submitted,486613185,1429919834,977370760
050038,01-JUL-22,30-JUN-23,As Submitted,2300089012,4448733577,2027498761
050039,01-JUL-22,30-JUN-23,As Submitted,631363001,2071834618,1985287144
050040,01-JUL-22,30-JUN-23,As Submitted,682131628,29949546,57661470
050042,01-JUL-22,30-JUN-23,As Submitted,142097302,195300484,430023011
050043,01-JAN-22,31-DEC-22,As Submitted,421709625,1120551122,623138740
050045,01-JUL-22,30-JUN-23,As Submitted,163219383,200136536,520673836
050047,01-JAN-22,31-DEC-22,As Submitted,834660697,1720384605,1029760546
050054,01-JUL-22,30-JUN-23,As Submitted,97393106,170240516,306733143
050055,01-JAN-22,31-DEC-22,As Submitted,225024940,371923956,237820350
050056,01-JUL-22,30-JUN-23,As Submitted,479148460,1413639588,615238290
050057,01-JUL-22,30-JUN-23,As Submitted,733505450,1271971169,1290232763
050058,01-JAN-22,31-DEC-22,As Submitted,234264904,825829381,400575434
050063,01-JAN-22,31-DEC-22,As Submitted,379548508,1123374083,362859025
050067,01-JUL-22,30-JUN-23,As Submitted,74272042,49511023,150010503
050069,01-JUL-22,30-JUN-23,As Submitted,712587223,1431963163,1527497316
050070,01-JAN-22,31-DEC-22,As Submitted,252424002,444022467,572316306
050071,01-JAN-22,31-DEC-22,As Submitted,997217586,1955471774,1825405650
050072,01-JAN-22,31-DEC-22,As Submitted,613063252,1010657996,1386195270
050073,01-JAN-22,31-DEC-22,As Submitted,498508095,787505696,1062780036
050075,01-JAN-22,31-DEC-22,As Submitted,1068359688,2051235340,1822878469
050076,01-JAN-22,31-DEC-22,As Submitted,628392936,1299172997,790844297
050077,01-OCT-21,30-SEP-22,As Submitted,880734354,3454613890,1582741522
050078,01-JAN-22,31-DEC-22,As Submitted,207981963,644169105,278942289
050082,01-JUL-22,30-JUN-23,As Submitted,509987656,1474719573,1033628943
050084,01-JUL-22,30-JUN-23,As Submitted,574312738,2803198730,1522045799
050089,01-JAN-22,31-DEC-22,As Submitted,209371011,920326823,359285720
050090,01-JUL-22,30-JUN-23,As Submitted,58370045,76665617,247237502
050091,01-JAN-22,31-DEC-22,As Submitted,60961453,250266630,153532930
050093,01-JUL-22,30-JUN-23,As Submitted,548116061,1320590844,917477610
050096,01-JAN-22,31-DEC-22,As Submitted,14426202,37570008,25649590
