PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
010089,01-JAN-21,31-DEC-21,As Submitted,81675086,484931005,547378282
010090,01-JUL-21,30-JUN-22,As Submitted,253457989,487838211,440860864
010091,01-JUL-21,30-JUN-22,As Submitted,15192101,7256407,25726194
010092,01-OCT-20,30-SEP-21,As Submitted,550608561,935048802,1018901077
010095,01-OCT-20,30-SEP-21,Amended,10941610,3715234,15438430
010097,01-JAN-21,31-DEC-21,As Submitted,16309831,7682368,26851963
010099,01-OCT-20,30-SEP-21,Amended,30022651,25962234,101709996
010100,01-APR-21,31-MAR-22,As Submitted,216472963,326981218,413593412
010101,01-JAN-21,31-DEC-21,As Submitted,26669870,100741781,175948399
010102,01-OCT-20,30-SEP-21,As Submitted,4809522,374569,6094875
010103,01-JAN-21,31-DEC-21,As Submitted,192384138,1243265188,747071946
010104,01-JUL-21,30-JUN-22,As Submitted,447982165,3387616554,3352733957
010108,01-JUL-21,30-JUN-22,As Submitted,65914480,115336474,134275880
010110,01-JAN-21,31-DEC-21,As Submitted,12148964,23387963,15112854
010112,01-OCT-20,30-SEP-21,As Submitted,33332290,33206059,51421801
010113,01-APR-21,31-MAR-22,As Submitted,500253367,792158289,473863894
010114,01-OCT-20,30-SEP-21,As Submitted,108558400,243725337,319088249
010118,01-JUL-21,30-JUN-22,As Submitted,46681910,224787576,379622529
010120,01-OCT-20,30-SEP-21,As Submitted,28668805,15588264,73944425
010125,01-JAN-21,31-DEC-21,Amended,21231900,25880308,40244446
010126,01-APR-21,31-MAR-22,As Submitted,32023379,29455076,119138308
010128,01-JAN-21,31-DEC-21,Amended,12992487,6337622,22348884
010129,01-APR-21,31-MAR-22,As Submitted,57126981,40248963,78954600
010130,01-JUL-21,30-JUN-22,As Submitted,40265295,62376785,207991523
010131,01-JUL-21,30-JUN-22,Amended,207355817,1210717777,1938146460
010138,01-JAN-21,31-DEC-21,As Submitted,3886261,3911903,3277174
010139,01-JAN-21,31-DEC-21,As Submitted,300970969,1947769992,1404200479
010144,01-JAN-21,31-DEC-21,As Submitted,205041269,342178508,336690594
010148,01-JAN-21,31-DEC-21,As Submitted,14547240,16159845,24392487
010149,01-JUL-21,30-JUN-22,As Submitted,193251753,395717725,254746813
010150,01-OCT-20,30-SEP-21,As Submitted,22567400,55642590,102443639
010157,01-APR-21,31-MAR-22,As Submitted,30193157,65357879,45696836
010158,01-JAN-21,31-DEC-21,As Submitted,28112713,41668515,73634778
010164,01-AUG-21,31-JUL-22,As Submitted,62202048,90350612,199105811
010168,01-JAN-21,31-DEC-21,As Submitted,59549699,124215249,95371614
010169,01-OCT-20,30-SEP-21,As Submitted,22378135,21297178,51188232
010173,01-JUL-21,30-JUN-22,Reopened,28728737,15357121,136711137
010174,01-JAN-21,31-DEC-21,As Submitted,16862725,4275964,34415122
010175,01-OCT-20,30-SEP-21,As Submitted,21152026,18999610,28695412
011300,01-OCT-20,30-SEP-21,As Submitted,14810547,10558328,11630293
011302,01-OCT-20,30-SEP-21,Settled,,6419564,17029963
011304,01-JAN-21,31-DEC-21,As Submitted,,5068717,24792714
011305,01-JUL-21,30-JUN-22,As Submitted,,18930584,65542261
011306,01-JUL-21,30-JUN-22,As Submitted,,4709406,37721981
012006,01-APR-21,31-MAR-22,As Submitted,17535875,28255311,10000
012007,01-SEP-21,31-JUL-22,As Submitted,6410395,12532266,
012008,01-SEP-21,31-AUG-22,As Submitted,19734218,156030145,
012009,01-SEP-21,31-AUG-22,As Submitted,11785766,29774216,
012010,01-SEP-21,31-AUG-22,As Submitted,8403613,27472764,
012011,01-SEP-21,31-AUG-22,As Submitted,7911475,26291979,
012012,01-SEP-21,31-AUG-22,As Submitted,5893606,18374320,
012014,01-MAY-21,30-APR-22,As Submitted,8785559,26367861,
013025,01-JAN-21,31-DEC-21,Amended,43512719,70860949,
013028,01-JAN-21,31-DEC-21,Amended,26804837,52082804,
013029,01-JUN-21,31-MAY-22,As Submitted,26394355,60576785,
013030,01-JAN-21,31-DEC-21,As Submitted,18335061,39495850,1149
013031,01-JUL-21,30-JUN-22,Amended,14098755,26797856,511
013032,01-JAN-21,31-DEC-21,Amended,16713950,32027337,
013033,01-JUN-21,31-MAY-22,Amended,21321984,44408470,
013300,01-JAN-21,31-DEC-21,As Submitted,,1020437530,507173160
013301,01-OCT-20,30-SEP-21,As Submitted,,225906022,222760023
014007,01-JUL-21,30-JUN-22,As Submitted,26358297,30619665,
014012,01-OCT-20,30-SEP-21,Settled,29944560,24910691,107315
014016,01-JUL-21,30-JUN-22,Settled,3274394,2149483,
014017,01-OCT-20,30-SEP-21,Settled,9599796,1758694,
014018,01-JAN-21,31-DEC-21,Settled,3423935,3617539,
020001,01-JAN-21,31-DEC-21,As Submitted,567590695,1858712433,888125086
020006,01-JAN-21,31-DEC-21,Amended,156621330,511617343,553697920
020008,01-JUL-21,30-JUN-22,As Submitted,103682444,64764309,127994288
020012,01-JAN-21,31-DEC-21,As Submitted,250145260,252540894,379089248
020017,01-JAN-21,31-DEC-21,Amended,223602234,1176942625,572084532
020018,01-OCT-20,30-SEP-21,As Submitted,123514555,89838,1505086
020024,01-JUL-21,30-JUN-22,As Submitted,175300277,187372886,292892601
020026,01-OCT-20,30-SEP-21,As Submitted,469714113,801040,6297210
021301,01-JAN-21,31-DEC-21,As Submitted,20256535,10161590,12740474
021302,01-JAN-21,31-DEC-21,Settled,25840841,21643626,15828320
021304,01-JUL-21,30-JUN-22,As Submitted,20845233,7296861,11221413
021305,01-OCT-20,30-SEP-21,Settled,17931385,8828348,11216058
021306,01-JAN-21,31-DEC-21,As Submitted,47740632,35335352,56010332
021307,01-JAN-21,31-DEC-21,Settled,10266849,8033837,4869828
021308,01-OCT-20,30-SEP-21,Settled,80223686,46873112,83201216
021309,01-OCT-20,30-SEP-21,Settled,,8528,121836
021310,01-OCT-20,30-SEP-21,Settled,,13440,118539
021311,01-JUL-21,30-JUN-22,As Submitted,99063594,44130494,101500924
021312,01-OCT-20,30-SEP-21,As Submitted,,8331887,79919026
021313,01-JUL-21,30-JUN-22,As Submitted,87872856,41714875,107511277
021314,01-OCT-20,30-SEP-21,Settled,,71518,1890315
022001,01-JAN-21,31-DEC-21,Settled,43364062,90820262,
024001,01-JAN-21,31-DEC-21,Settled,24607863,80382720,
024002,01-JUL-21,30-JUN-22,As Submitted,40835806,35040650,4630
030002,01-JAN-21,31-DEC-21,As Submitted,970598779,3169612834,1398236547
030006,01-JAN-21,31-DEC-21,As Submitted,759456752,1622502923,977610602
030007,01-JUL-21,30-JUN-22,Amended,148252355,374573519,356478836
030010,01-OCT-20,30-SEP-21,As Submitted,173248819,1016829184,521357660
030011,01-OCT-20,30-SEP-21,As Submitted,234681540,1531488312,788351128
030012,01-JAN-21,31-DEC-21,As Submitted,302820162,673457185,834037922
030013,01-OCT-20,30-SEP-21,Amended,495100676,956286881,1432760196
030014,01-JAN-21,31-DEC-21,As Submitted,508624631,1328162616,1684845853
030016,01-JAN-21,31-DEC-21,As Submitted,154371482,429941770,371952821
030022,01-JUL-21,30-JUN-22,Amended,619802629,1419565587,1040676963
030023,01-JUL-21,30-JUN-22,Amended,454056339,812865463,586052184
030024,01-JUL-21,30-JUN-22,As Submitted,973040233,3178552279,2033791027
030030,01-APR-21,31-MAR-22,As Submitted,121053727,760505610,565089956
030036,01-JAN-21,31-DEC-21,As Submitted,598356701,2509246676,1404113560
030037,01-JUN-21,31-MAY-22,As Submitted,66848761,184623172,213709030
030038,01-JAN-21,31-DEC-21,As Submitted,405795762,1542568525,1054598079
030043,01-MAY-21,30-APR-22,As Submitted,86251743,217393691,327554114
030055,01-JUL-21,30-JUN-22,As Submitted,260301164,746735120,999102806
030061,01-JAN-21,31-DEC-21,As Submitted,376965324,1243013694,712369896
030062,01-JAN-21,31-DEC-21,As Submitted,146873650,249875354,506266283
030064,01-JAN-21,31-DEC-21,Amended,892786275,2154632248,1545632889
030065,01-JAN-21,31-DEC-21,As Submitted,741932818,2542028511,1350405608
030068,01-JAN-21,27-SEP-21,As Submitted,44685949,23978554,90307116
030069,01-SEP-21,31-AUG-22,As Submitted,181583491,650118963,835425042
030071,01-OCT-20,30-SEP-21,As Submitted,123927758,138092,2035026
030073,01-OCT-20,30-SEP-21,As Submitted,113647804,128452,1362688
030074,01-OCT-20,30-SEP-21,As Submitted,51679809,6622,184360
030077,01-OCT-20,30-SEP-21,As Submitted,69780567,41314,837655
030078,01-OCT-20,30-SEP-21,As Submitted,144996106,97937,2186864
030083,01-OCT-20,30-SEP-21,As Submitted,102028693,502594270,586188985
030084,01-OCT-20,30-SEP-21,As Submitted,129057333,110016,1642047
030085,01-OCT-20,30-SEP-21,Amended,293060732,1312293866,1385240847
030087,01-JAN-21,31-DEC-21,Amended,541618940,1848057348,1566833684
030088,01-JAN-21,31-DEC-21,As Submitted,304157125,990400307,632238449
030089,01-JAN-21,31-DEC-21,As Submitted,604557800,1815716806,1204157640
030092,01-JAN-21,31-DEC-21,As Submitted,329746632,1304488450,836904546
030093,01-JAN-21,31-DEC-21,As Submitted,350145073,1068576087,767816598
030094,01-APR-21,31-MAR-22,As Submitted,314589031,2072908838,1573775967
030101,01-SEP-21,31-AUG-22,Amended,90427526,684584744,647782228
030103,01-JAN-21,31-DEC-21,Amended,863890670,1412806035,1259685588
030105,01-JAN-21,31-DEC-21,As Submitted,133274573,552700570,274180195
030107,01-JAN-21,31-DEC-21,As Submitted,35192115,123872934,78521622
030108,01-JAN-21,31-DEC-21,As Submitted,63451518,75055908,279188107
030110,01-MAY-21,30-APR-22,As Submitted,190038479,1529806187,1065783166
030111,01-JAN-21,31-DEC-21,As Submitted,177193145,360914584,402997402
030112,01-JAN-21,31-DEC-21,As Submitted,29176610,68958352,94148762
030113,01-OCT-20,30-SEP-21,As Submitted,65728969,71196,794400
030114,01-OCT-20,30-SEP-21,Amended,107081113,376237014,655720333
030115,01-JAN-21,31-DEC-21,As Submitted,391878433,1203361780,846379296
030117,01-DEC-20,30-NOV-21,As Submitted,40225253,160563121,343385330
030119,01-JUL-21,30-JUN-22,Amended,324342127,1219967827,930232598
030121,01-JUL-21,30-JUN-22,As Submitted,203320034,570079281,524175122
030122,01-JAN-21,31-DEC-21,Amended,426145996,828064464,1281855165
030123,01-JAN-21,31-DEC-21,As Submitted,174151125,521567817,532058354
030130,01-JAN-21,31-DEC-21,Amended,115147153,274290432,267134860
030131,01-JAN-21,31-DEC-21,As Submitted,61447244,149224211,98127529
030134,01-JAN-21,31-DEC-21,As Submitted,23534025,38146138,97217226
030136,01-JAN-21,31-DEC-21,As Submitted,72260946,29813368,562355285
030137,01-JAN-21,31-DEC-21,As Submitted,37905770,27605274,67165511
030138,01-JUL-21,30-SEP-22,As Submitted,160470826,71943710,735286020
030139,01-JAN-21,31-DEC-21,As Submitted,99420449,144715371,499478197
030146,29-OCT-20,31-DEC-20,Settled,22797446,16554380,37334618
030146,01-JAN-21,31-DEC-21,As Submitted,84640435,155129925,258862543
030147,17-NOV-20,31-DEC-20,As Submitted,9416473,16615008,15563931
030147,01-JAN-21,31-DEC-21,As Submitted,83969276,180217955,177455740
030148,08-JAN-21,30-SEP-21,Amended,11630941,9731808,88857494
031300,01-JAN-21,31-DEC-21,Settled,,7473423,109089174
031301,01-JAN-21,31-DEC-21,As Submitted,,3595366,43939489
031302,01-JUL-21,31-DEC-21,As Submitted,10095396,4008467,12921033
031304,01-JAN-21,31-DEC-21,Settled,,11018391,32494615
031305,01-OCT-20,30-SEP-21,Settled,,6006,130480
031307,01-OCT-20,30-SEP-21,Settled,,3432,261168
031308,01-OCT-20,30-SEP-21,Amended,,24240,1462216
031309,01-OCT-20,30-SEP-21,As Submitted,,9191143,15469181
031311,01-OCT-20,30-SEP-21,Settled,,34129219,87019865
031312,01-JUL-21,30-JUN-22,As Submitted,,8163931,178577068
031313,01-OCT-20,30-SEP-21,Settled,,40334593,159078915
031314,01-JAN-21,31-DEC-21,As Submitted,,68102118,131813837
031315,01-JAN-21,31-DEC-21,Settled,,13854880,32760088
031317,01-OCT-20,30-SEP-21,Amended,,17557893,60736904
031318,01-JAN-21,31-DEC-21,Settled,,32845157,74444879
031319,28-SEP-21,31-DEC-21,Settled,,11155755,38241852
032000,01-SEP-21,31-AUG-22,As Submitted,6101307,19258461,
032001,01-DEC-20,30-NOV-21,Settled,27279950,188240512,266383
032002,01-SEP-21,31-AUG-22,As Submitted,18398203,53860991,
032004,01-SEP-21,31-AUG-22,As Submitted,17120369,92716245,74560
032005,01-JUN-21,31-MAY-22,As Submitted,20203706,124810202,
032006,01-SEP-21,31-AUG-22,As Submitted,15586221,43893189,47296
033025,01-JAN-21,31-DEC-21,Amended,17166462,30999874,1922
033028,01-JAN-21,31-DEC-21,As Submitted,22873276,48335640,1020
033029,01-JAN-21,31-DEC-21,As Submitted,15181443,29881375,510
033032,01-JUN-21,31-MAY-22,As Submitted,17426670,32490638,
033034,01-JAN-21,31-DEC-21,Amended,13974739,26901568,
033036,01-JUN-21,31-MAY-22,As Submitted,19444901,26045234,4090492
033037,01-JUN-21,31-MAY-22,As Submitted,24356695,47491449,765
033038,01-JAN-21,31-DEC-21,Amended,23451437,84230100,
033039,01-JAN-21,31-DEC-21,As Submitted,8715105,22636727,
033040,01-JAN-21,31-DEC-21,As Submitted,20729540,59852395,537
033041,01-JUN-21,31-MAY-22,As Submitted,15834456,20351063,125
033042,01-AUG-21,31-JUL-22,As Submitted,56438617,163659822,
033302,01-JAN-21,31-DEC-21,As Submitted,,1914327216,1349352445
034004,01-JAN-21,31-DEC-21,Settled,43731559,147253062,4227951
034013,01-JUN-21,31-MAY-22,Settled,41537678,106072311,8144393
034020,01-JUL-21,30-JUN-22,As Submitted,14898058,24634171,
034021,01-JUL-21,30-JUN-22,As Submitted,77086098,71184179,46800
034022,01-JAN-21,31-DEC-21,Settled,27377809,94877296,7997647
034023,01-OCT-20,30-SEP-21,Settled,20059457,7240880,15216682
034024,01-JAN-21,31-DEC-21,Settled,27989588,46805575,4448800
034025,01-JUL-21,30-JUN-22,As Submitted,37952856,5203116,32749740
034026,01-JAN-21,31-DEC-21,Settled,25950570,87399456,7382989
034028,01-JAN-21,31-DEC-21,Settled,35044067,62118325,3829120
034029,01-JAN-21,31-DEC-21,Settled,25915668,99054302,
034030,01-SEP-21,31-AUG-22,Settled,20306086,48731900,10994750
034031,01-JUN-21,31-MAY-22,Settled,20419494,55519200,744150
034032,01-JAN-21,31-DEC-21,Settled,41128472,102013518,12109027
034033,01-SEP-21,31-AUG-22,Settled,11037065,28616220,
034034,01-JAN-21,31-DEC-21,Settled,18745719,53688802,363418
034035,01-JAN-21,31-DEC-21,Settled,6816577,13185824,
034036,01-JAN-21,31-DEC-21,Settled,4420511,7402990,
034037,01-JUL-21,30-JUN-22,As Submitted,5020119,9616000,
034038,02-DEC-20,31-DEC-21,As Submitted,15215309,21543340,
040001,01-APR-21,31-MAR-22,Amended,62005408,116716275,284432474
040002,01-JAN-21,31-DEC-21,As Submitted,31599708,21533250,50469786
040004,01-JAN-21,31-DEC-21,As Submitted,320933231,894397294,720079461
040007,01-JUL-21,30-JUN-22,As Submitted,411370680,916631930,831128365
040010,01-JUL-21,30-JUN-22,As Submitted,329708684,656793019,779505403
040011,01-JUL-21,30-JUN-22,As Submitted,20070039,19692081,38302861
040014,01-OCT-20,30-SEP-21,Amended,209224923,311362858,488439584
040015,01-JAN-21,31-DEC-21,As Submitted,27509343,16166887,53280054
040016,01-JUL-21,30-JUN-22,Amended,902043802,1256622616,1476286739
040017,01-APR-21,31-MAR-22,As Submitted,76659309,62252098,197498555
040018,01-JAN-21,31-DEC-21,As Submitted,14548217,10673448,71257567
040019,01-OCT-20,30-SEP-21,As Submitted,27821136,59465207,86180096
040020,01-OCT-20,30-SEP-21,As Submitted,385277451,540635832,664967913
040022,01-NOV-20,31-OCT-21,Amended,245022912,1296545869,1066305235
040026,01-JUL-21,30-JUN-22,As Submitted,217058988,481749978,519894903
040027,01-JAN-21,31-DEC-21,Amended,209791342,272853379,432649059
040029,01-JAN-21,31-DEC-21,As Submitted,174591109,386266015,506759775
040036,01-JAN-21,31-DEC-21,As Submitted,209543652,581768038,426382499
040039,01-JUL-21,30-JUN-22,Amended,56641438,70642448,108050452
040041,01-SEP-21,31-AUG-22,As Submitted,78834490,294421872,520114109
040047,01-OCT-20,30-SEP-21,As Submitted,20446969,15345473,23802734
040050,01-OCT-20,30-SEP-21,As Submitted,30153166,26003946,86045251
040051,01-APR-21,31-MAR-22,As Submitted,43404362,39970886,68332116
040055,01-JAN-21,31-DEC-21,As Submitted,251115099,843363854,969627255
040062,01-JUL-21,30-JUN-22,As Submitted,350959601,623053622,846881833
040067,01-OCT-20,30-SEP-21,As Submitted,24753127,16438777,42551368
040069,01-JAN-21,31-DEC-21,As Submitted,30583049,32637287,69750777
040071,01-JUL-21,30-JUN-22,As Submitted,178533134,376533201,366603695
040072,01-JAN-21,31-DEC-21,As Submitted,26891838,17047769,72490312
040076,01-JAN-21,31-DEC-21,As Submitted,18912728,30071231,48192860
040078,01-SEP-21,31-AUG-22,As Submitted,97899303,603876174,463614989
040084,01-JUL-21,30-JUN-22,As Submitted,78779476,148598388,176447074
040085,01-JAN-21,31-DEC-21,Amended,21491001,17313363,65392259
040088,01-JUL-21,30-JUN-22,As Submitted,59706005,266924507,233011953
040114,01-JAN-21,31-DEC-21,As Submitted,539248844,1720837386,787256743
040118,01-OCT-20,30-SEP-21,Amended,207028438,520492427,738816338
040119,01-OCT-20,30-SEP-21,As Submitted,153888101,242335065,329474017
040132,01-JAN-21,31-DEC-21,Settled,6723350,10359465,3930340
040134,01-OCT-20,30-SEP-21,As Submitted,167064591,260137645,336770042
040137,01-JUL-21,30-JUN-22,As Submitted,76516253,226546109,155272255
040147,01-JAN-21,31-DEC-21,As Submitted,56586401,114065237,106928398
040153,01-OCT-20,30-SEP-21,As Submitted,14079865,21182998,47050995
040154,01-JAN-21,31-DEC-21,As Submitted,80580621,160236048,204544571
040156,01-OCT-20,30-SEP-21,Amended,18322610,14008120,152331468
040161,22-FEB-21,30-SEP-21,As Submitted,29847930,41403012,38763300
041300,01-JUL-21,30-JUN-22,As Submitted,,8600231,17154543
041302,01-JUL-21,31-DEC-21,As Submitted,8526508,7926728,14216930
041303,01-JUL-21,30-JUN-22,As Submitted,,8188186,20266632
041304,01-JAN-21,31-DEC-21,Settled,,1767309,11629467
041305,01-JUL-21,30-JUN-22,As Submitted,,6959534,18241767
041306,01-JUL-21,30-JUN-22,As Submitted,,2287822,5461769
041307,01-OCT-20,30-SEP-21,As Submitted,,4460609,18446715
041308,01-JUL-21,30-JUN-22,As Submitted,,4370916,13629619
041309,01-JUL-21,30-JUN-22,Amended,,2906948,16095293
041310,01-OCT-20,30-SEP-21,Settled,,12088975,47273982
041311,01-OCT-20,30-SEP-21,Settled,,13792443,57029900
041312,01-JAN-21,31-DEC-21,Settled,,7685451,83462849
041313,01-JUL-21,30-JUN-22,As Submitted,30841346,17351594,50815441
041314,01-JUL-21,30-JUN-22,As Submitted,11007010,4464201,10336492
041316,01-JAN-21,31-DEC-21,Settled,,9549009,21612723
041317,01-JAN-21,31-DEC-21,Settled,,1326020,20394495
041318,01-JUL-21,30-JUN-22,As Submitted,,10395194,22563450
041320,01-JUL-21,30-JUN-22,As Submitted,,1805659,12725910
041321,01-JAN-21,31-DEC-21,As Submitted,,21121846,77278051
041322,01-JUL-21,30-JUN-22,As Submitted,,5302338,12909945
041323,01-OCT-20,30-SEP-21,Settled,35070428,20089738,48260517
041324,01-JUL-21,30-JUN-22,As Submitted,,6758334,49060556
041326,01-JUL-21,30-JUN-22,As Submitted,,5765755,25071967
041327,01-OCT-20,30-SEP-21,As Submitted,24589108,10185753,38171490
041328,01-APR-21,31-MAR-22,As Submitted,,7192823,27205921
041329,01-JUL-21,30-JUN-22,As Submitted,,8729323,48135749
041330,01-JAN-21,31-DEC-21,As Submitted,,12704872,31063138
041331,01-JAN-21,31-DEC-21,As Submitted,,20238719,53426455
042004,01-SEP-21,31-AUG-22,As Submitted,11627746,22002347,
042006,01-SEP-21,31-AUG-22,As Submitted,10921931,71410886,
042008,01-SEP-21,31-AUG-22,As Submitted,8024313,15948613,
042009,01-JUN-21,31-MAY-22,Settled,10492773,94770675,391389
042010,01-SEP-21,31-AUG-22,As Submitted,16276732,67469601,
042011,01-OCT-20,30-SEP-21,Settled,8584484,24928577,1714743
042012,01-JAN-21,31-DEC-21,Settled,14184481,52845981,58715
042013,01-JUL-21,30-JUN-22,As Submitted,16889985,62926154,
043026,01-JAN-21,31-DEC-21,As Submitted,36411526,83964155,50568193
043028,01-JUN-21,31-MAY-22,As Submitted,22395620,43225649,723
043029,01-JAN-21,31-DEC-21,Amended,23776884,62787970,2549
043031,01-JAN-21,31-DEC-21,Amended,25853487,53787238,13584
043032,01-JAN-21,31-DEC-21,As Submitted,21117040,46159962,1020
043033,01-JAN-21,31-DEC-21,As Submitted,5906020,9047420,657
043034,01-NOV-20,31-OCT-21,As Submitted,5515742,8559716,
043035,01-JUN-21,31-MAY-22,As Submitted,16258999,33429458,255
043036,01-JAN-21,31-DEC-21,As Submitted,11299574,18587242,253834
043037,21-JUN-21,31-DEC-21,As Submitted,6460831,12939556,
043300,01-JUL-21,30-JUN-22,As Submitted,,770785740,419942886
043301,01-JUL-21,30-JUN-22,As Submitted,,32060874,140681605
044004,01-JAN-21,31-DEC-21,Settled,17866800,47023215,691500
044005,01-JAN-21,31-DEC-21,Settled,16775517,48564236,4016643
044006,01-JAN-21,31-DEC-21,Settled,14195579,37008641,1028270
044007,01-JAN-21,31-DEC-21,Settled,11842029,44203280,2590914
044011,01-JUL-21,30-JUN-22,Settled,51475533,68169938,11372
044019,01-JAN-21,31-DEC-21,Settled,12151895,31561200,1292700
044020,01-JAN-21,31-DEC-21,Settled,8535869,22622610,55680
044022,01-JAN-21,31-DEC-21,Settled,12169311,46745715,1957380
050002,01-OCT-20,30-SEP-21,As Submitted,109060758,361881455,116077368
050006,01-JUL-21,30-JUN-22,As Submitted,316742955,713344822,818547439
050007,01-JAN-21,31-DEC-21,As Submitted,469756028,985881036,952795996
050008,01-JAN-21,31-DEC-21,As Submitted,212139284,432789727,270016789
050009,01-JUL-21,30-JUN-22,As Submitted,270664590,645682966,847026288
050013,01-JAN-21,31-DEC-21,As Submitted,170242802,589194018,606466236
050014,01-JAN-21,31-DEC-21,As Submitted,79388042,145992477,202336978
050017,01-JUL-21,30-JUN-22,As Submitted,537267165,2121024016,1030266079
050022,01-MAY-21,30-APR-22,As Submitted,530699082,5033575001,1871353153
050024,01-JAN-21,31-DEC-21,As Submitted,109387547,307315988,103951388
050025,01-JUL-21,30-JUN-22,As Submitted,2603591448,4828608759,4751442617
050026,01-OCT-20,30-SEP-21,Amended,809179317,2796754825,1620376709
050028,01-JUL-21,30-JUN-22,As Submitted,55548748,46388786,140386741
050030,01-DEC-20,30-NOV-21,As Submitted,277316549,484224032,492022106
050036,01-JAN-21,31-DEC-21,As Submitted,449150584,1405679549,903433794
050038,01-JUL-21,30-JUN-22,As Submitted,2089908719,3973776855,1950289615
050039,01-JUL-21,30-JUN-22,As Submitted,594812545,2125184486,1637553276
050040,01-JUL-21,30-JUN-22,As Submitted,606543755,29677214,49223008
050042,01-JUL-21,30-JUN-22,As Submitted,144129158,229550902,391610115
050043,01-JAN-21,31-DEC-21,As Submitted,369536274,1143162949,580724670
050045,01-JUL-21,30-JUN-22,As Submitted,172993396,287887616,504678491
050047,01-JAN-21,31-DEC-21,As Submitted,850919345,1686909128,941969467
050054,01-JUL-21,30-JUN-22,As Submitted,87833151,199381419,251282133
050055,01-JAN-21,31-DEC-21,As Submitted,248566548,355850645,202688208
050056,01-JUL-21,30-JUN-22,As Submitted,461427134,1346654608,566762557
050057,01-JUL-21,30-JUN-22,As Submitted,714582387,1351218078,1146771530
050058,01-JAN-21,31-DEC-21,As Submitted,208266393,724600755,332959635
050060,01-SEP-21,31-AUG-22,As Submitted,1214823056,4262367548,1735000321
050063,01-JAN-21,31-DEC-21,As Submitted,358969826,1128239150,351643122
050067,01-JUL-21,30-JUN-22,Amended,68803490,48117946,129388558
050069,01-JUL-21,30-JUN-22,As Submitted,663129661,1378436879,1425537027
050070,01-JAN-21,31-DEC-21,As Submitted,239270651,408800091,501979762
050071,01-JAN-21,31-DEC-21,As Submitted,955184744,1762718746,1700051375
