ZIP,state,name,far1,far2,far3,far4,gridpop,sqmi,density,fr1pop,fr2pop,fr3pop,fr4pop,fr1pct,fr2pct,fr3pct,fr4pct
58256,ND,Manvel,0,0,0,0,927,115,8.1,0,0,0,0,0,0,0,0
16947,PA,Troy,0,0,0,0,"4,745",115,41.4,1.2282616,1.2282616,1.2282616,1.2282616,0.025883052,0.025883052,0.025883052,0.025883052
34432,FL,Dunnellon,0,0,0,0,"12,155",115,106.1,16.97418936,16.97418936,16.97418936,16.97418936,0.139648701,0.139648701,0.139648701,0.139648701
49093,MI,Three Rivers,0,0,0,0,"18,085",115,157.8,0,0,0,0,0,0,0,0
97453,OR,Mapleton,0,0,0,0,971,115,8.5,149.1638371,149.1638371,122.3928572,122.3928572,15.35439824,15.35439824,12.59868818,12.59868818
67072,KS,Latham,0,0,0,0,243,114,2.1,4.28604939,4.28604939,4.28604939,4.28604939,1.761247824,1.761247824,1.761247824,1.761247824
57071,SD,Volga,0,0,0,0,"2,693",114,23.5,180.547906,180.547906,2.5431658,2.5431658,6.704973604,6.704973604,0.09444507,0.09444507
73038,OK,Fort Cobb,0,0,0,0,"1,713",114,15.0,9.8200017,9.8200017,9.8200017,9.8200017,0.573246835,0.573246835,0.573246835,0.573246835
74454,OK,Porter,0,0,0,0,"3,085",114,27.0,0,0,0,0,0,0,0,0
76065,TX,Midlothian,0,0,0,0,"29,301",114,256.1,2.085071595,2.085071595,2.085071595,2.085071595,0.007115923,0.007115923,0.007115923,0.007115923
28320,NC,Bladenboro,0,0,0,0,"9,192",114,80.4,89.48514096,57.44493102,57.44493102,57.44493102,0.973541707,0.624964498,0.624964498,0.624964498
92241,CA,Desert Hot Springs,0,0,0,0,"8,882",114,77.7,66.69032569,66.69032569,66.69032569,66.69032569,0.750816614,0.750816614,0.750816614,0.750816614
83871,ID,Troy,0,0,0,0,"1,991",114,17.4,106.8841038,106.8841038,106.8841038,106.8841038,5.368513687,5.368513687,5.368513687,5.368513687
48883,MI,Shepherd,0,0,0,0,"6,960",114,60.9,2.8256931,2.8256931,2.8256931,2.8256931,0.040599297,0.040599297,0.040599297,0.040599297
65261,MO,Keytesville,1,1,1,1,"1,279",114,11.2,680.8590504,680.8590504,680.8590504,680.8590504,53.24453059,53.24453059,53.24453059,53.24453059
96722,HI,Princeville,1,1,0,0,"4,289",114,37.5,4289.168627,4289.168627,755.1541767,551.991637,100,100,17.6060734,12.86943193
58011,ND,Buffalo,0,0,0,0,404,114,3.5,0,0,0,0,0,0,0,0
65360,MO,Windsor,1,0,0,0,"4,340",114,38.0,3990.343589,62.93489239,62.93489239,62.93489239,91.94441891,1.450128787,1.450128787,1.450128787
72774,AR,West Fork,0,0,0,0,"5,994",114,52.5,23.2442254,23.2442254,23.2442254,23.2442254,0.387777591,0.387777591,0.387777591,0.387777591
70630,LA,Bell City,0,0,0,0,"1,758",114,15.4,37.1583881,37.1583881,37.1583881,37.1583881,2.113918064,2.113918064,2.113918064,2.113918064
68803,NE,Grand Island,0,0,0,0,"22,765",114,199.4,0.7123781,0.7123781,0.7123781,0.7123781,0.003129254,0.003129254,0.003129254,0.003129254
15701,PA,Indiana,0,0,0,0,"31,818",114,278.8,0,0,0,0,0,0,0,0
16335,PA,Meadville,0,0,0,0,"28,504",114,249.7,1.731058,1.731058,1.731058,1.731058,0.006073072,0.006073072,0.006073072,0.006073072
32053,FL,Jennings,0,0,0,0,"3,954",114,34.6,0,0,0,0,0,0,0,0
63339,MO,Curryville,0,0,0,0,"1,526",114,13.4,625.8437077,612.3869658,593.8793207,503.3382613,41.02377,40.1416867,38.92851899,32.99359378
39861,GA,Jakin,0,0,0,0,"1,609",114,14.1,2.072251,2.072251,2.072251,2.072251,0.128797412,0.128797412,0.128797412,0.128797412
63343,MO,Elsberry,0,0,0,0,"4,400",114,38.6,3.750497511,3.750497511,3.750497511,3.750497511,0.085231677,0.085231677,0.085231677,0.085231677
08079,NJ,Salem,0,0,0,0,"11,512",114,100.9,16.31118127,16.31118127,16.31118127,16.31118127,0.141686215,0.141686215,0.141686215,0.141686215
42081,KY,Smithland,1,0,0,0,"2,159",114,18.9,1820.784556,45.61554708,45.61554708,45.61554708,84.3473639,2.113128177,2.113128177,2.113128177
87715,NM,Cleveland,1,1,1,1,366,114,3.2,365.7952639,365.7952639,365.7952639,365.7952639,100,100,100,100
75650,TX,Hallsville,0,0,0,0,"8,459",114,74.2,4.01364603,4.01364603,4.01364603,4.01364603,0.047450119,0.047450119,0.047450119,0.047450119
57078,SD,Yankton,0,0,0,0,"19,106",114,167.6,905.3341559,905.3341559,35.62297213,35.62297213,4.738430878,4.738430878,0.18644717,0.18644717
57234,SD,Estelline,1,1,0,0,"1,328",114,11.7,1271.027987,1271.027987,168.5012384,168.5012384,95.70440514,95.70440514,12.68761266,12.68761266
67436,KS,Delphos,1,0,0,0,616,114,5.4,616.463666,21.99488799,21.99488799,21.99488799,100,3.567913115,3.567913115,3.567913115
56159,MN,Mountain Lake,0,0,0,0,"2,912",114,25.5,258.0732958,258.0732958,258.0732958,246.8758392,8.863518618,8.863518618,8.863518618,8.47894235
79525,TX,Hawley,0,0,0,0,"3,016",114,26.5,4.5792653,4.5792653,4.5792653,4.5792653,0.151836327,0.151836327,0.151836327,0.151836327
71909,AR,Hot Springs Village,0,0,0,0,"16,064",114,141.1,0,0,0,0,0,0,0,0
31063,GA,Montezuma,0,0,0,0,"5,657",114,49.7,43.00906161,43.00906161,43.00906161,43.00906161,0.760275991,0.760275991,0.760275991,0.760275991
62347,IL,Liberty,1,0,0,0,"2,229",114,19.6,2228.842484,11.1172216,11.1172216,11.1172216,100,0.498789021,0.498789021,0.498789021
00028,CA,Plumas Ntl Forest,0,0,0,0,4,114,0.0,1.559499033,1.559499033,1.559499033,1.559499033,40.95891423,40.95891423,40.95891423,40.95891423
70030,LA,Des Allemands,0,0,0,0,"4,724",114,41.5,26.75987914,26.75987914,26.75987914,26.75987914,0.566512537,0.566512537,0.566512537,0.566512537
73841,OK,Fort Supply,1,1,0,0,"1,615",114,14.2,1614.767415,1614.767415,60.39336032,60.39336032,100,100,3.740065582,3.740065582
29030,SC,Cameron,0,0,0,0,"2,341",114,20.6,30.64573314,23.27679234,23.27679234,23.27679234,1.308944828,0.994201601,0.994201601,0.994201601
48854,MI,Mason,0,0,0,0,"18,076",114,158.9,0,0,0,0,0,0,0,0
49905,MI,Atlantic Mine,1,1,0,0,"2,750",114,24.2,2749.790029,2749.790029,116.994264,116.994264,100,100,4.254661728,4.254661728
58430,ND,Denhoff,1,1,1,1,116,114,1.0,99.60684027,99.60684027,99.60684027,99.60684027,86.05883785,86.05883785,86.05883785,86.05883785
68871,NE,Rockville,0,0,0,0,420,114,3.7,6.19134229,6.19134229,6.19134229,6.19134229,1.473127729,1.473127729,1.473127729,1.473127729
26847,WV,Petersburg,0,0,0,0,"5,934",114,52.2,2255.769595,2255.769595,2255.769595,264.965378,38.01573284,38.01573284,38.01573284,4.465373167
17257,PA,Shippensburg,0,0,0,0,"27,779",114,244.3,0,0,0,0,0,0,0,0
50076,IA,Exira,0,0,0,0,"1,532",114,13.5,220.7984553,220.7984553,220.7984553,220.7984553,14.41124107,14.41124107,14.41124107,14.41124107
73730,OK,Covington,0,0,0,0,861,114,7.6,21.16298038,0.4883396,0.4883396,0.4883396,2.457985074,0.05671845,0.05671845,0.05671845
99575,AK,Crooked Creek,1,1,1,1,1,114,0.0,0.95979552,0.95979552,0.95979552,0.95979552,100,100,100,100
25043,WV,Clay,0,0,0,0,"1,998",114,17.6,66.66069458,66.66069458,66.66069458,66.66069458,3.336318236,3.336318236,3.336318236,3.336318236
23930,VA,Crewe,0,0,0,0,"5,861",114,51.6,70.2046066,70.2046066,70.2046066,70.2046066,1.197858447,1.197858447,1.197858447,1.197858447
47838,IN,Carlisle,0,0,0,0,"4,218",114,37.1,5.61391371,5.61391371,5.61391371,5.61391371,0.133109881,0.133109881,0.133109881,0.133109881
27817,NC,Chocowinity,0,0,0,0,"7,359",114,64.8,14.1091954,14.1091954,14.1091954,14.1091954,0.191738391,0.191738391,0.191738391,0.191738391
35549,AL,Carbon Hill,0,0,0,0,"4,445",114,39.1,55.61302543,55.61302543,55.61302543,55.61302543,1.251175953,1.251175953,1.251175953,1.251175953
50071,IA,Dows,0,0,0,0,"1,049",114,9.2,12.36559602,12.36559602,12.36559602,12.36559602,1.179130206,1.179130206,1.179130206,1.179130206
00116,LA,Marsh Island,0,0,0,0,0,113,0.0,0,0,0,0,0,0,0,0
77835,TX,Burton,0,0,0,0,"2,309",113,20.4,39.0956282,39.0956282,33.9749864,33.9749864,1.692970246,1.692970246,1.471229489,1.471229489
22503,VA,Lancaster,0,0,0,0,"4,414",113,38.9,1007.054567,1007.054567,1007.054567,1007.054567,22.81539789,22.81539789,22.81539789,22.81539789
62056,IL,Litchfield,0,0,0,0,"8,887",113,78.3,5.2971038,5.2971038,5.2971038,5.2971038,0.059607543,0.059607543,0.059607543,0.059607543
37388,TN,Tullahoma,0,0,0,0,"24,584",113,216.8,3.5347802,3.5347802,3.095189,3.095189,0.014378484,0.014378484,0.012590352,0.012590352
59462,MT,Moccasin,1,1,1,1,149,113,1.3,147.3973923,147.3973923,147.3973923,147.3973923,99.04944171,99.04944171,99.04944171,99.04944171
57026,SD,Elkton,0,0,0,0,"1,335",113,11.8,180.2806413,180.2806413,17.46632961,17.46632961,13.50480189,13.50480189,1.308400722,1.308400722
68970,NE,Red Cloud,1,1,1,1,"1,323",113,11.7,1320.426115,1320.426115,1320.426115,1320.426115,99.78159939,99.78159939,99.78159939,99.78159939
24088,VA,Ferrum,0,0,0,0,"5,256",113,46.4,9.00423538,4.05630698,4.05630698,4.05630698,0.171317082,0.077176423,0.077176423,0.077176423
57263,SD,South Shore,1,1,0,0,478,113,4.2,478.4348339,478.4348339,61.8746393,61.8746393,100,100,12.93272039,12.93272039
43019,OH,Fredericktown,0,0,0,0,"9,396",113,82.9,0,0,0,0,0,0,0,0
08270,NJ,Woodbine,0,0,0,0,"8,466",113,74.7,30.00639688,30.00639688,30.00639688,30.00639688,0.3544191,0.3544191,0.3544191,0.3544191
73664,OK,Sentinel,1,1,0,0,"1,227",113,10.8,1218.641022,1218.641022,165.8657038,107.3882036,99.29667763,99.29667763,13.51498352,8.750150078
32564,FL,Holt,0,0,0,0,"2,859",113,25.2,1.20416,1.20416,1.20416,1.20416,0.042117024,0.042117024,0.042117024,0.042117024
49919,MI,Covington,1,1,1,1,235,113,2.1,235.2097009,235.2097009,234.9131936,234.9131936,100,100,99.87393917,99.87393917
56282,MN,Raymond,1,1,0,0,"1,580",113,13.9,1579.7594,1579.7594,7.41114215,7.41114215,100,100,0.469131068,0.469131068
66075,KS,Pleasanton,0,0,0,0,"2,123",113,18.7,17.58101326,17.58101326,17.58101326,17.58101326,0.828059832,0.828059832,0.828059832,0.828059832
73047,OK,Hinton,0,0,0,0,"4,010",113,35.4,32.42450066,32.42450066,32.42450066,32.42450066,0.808506892,0.808506892,0.808506892,0.808506892
53964,WI,Westfield,0,0,0,0,"3,544",113,31.3,335.409235,249.1074324,249.1074324,249.1074324,9.463957479,7.028852822,7.028852822,7.028852822
74953,OK,Poteau,0,0,0,0,"11,534",113,101.8,52.25278967,52.25278967,52.25278967,52.25278967,0.453034332,0.453034332,0.453034332,0.453034332
48601,MI,Saginaw,0,0,0,0,"38,706",113,341.7,0.086849632,0.086849632,0.086849632,0.086849632,0.000224385,0.000224385,0.000224385,0.000224385
36032,AL,Fort Deposit,0,0,0,0,"2,410",113,21.3,92.01028882,92.01028882,92.01028882,92.01028882,3.817262707,3.817262707,3.817262707,3.817262707
40403,KY,Berea,0,0,0,0,"25,013",113,220.9,70.29727448,31.18534848,31.18534848,31.18534848,0.281043943,0.124677,0.124677,0.124677
54971,WI,Ripon,0,0,0,0,"10,739",113,94.9,0.15822986,0.15822986,0.15822986,0.15822986,0.001473355,0.001473355,0.001473355,0.001473355
03598,NH,Whitefield,1,1,0,0,"3,983",113,35.2,3982.530705,3982.530705,1959.898953,1208.246786,100,100,49.21240031,30.33866843
72368,AR,Moro,0,0,0,0,"1,015",113,9.0,447.5776447,447.5776447,425.643828,402.3420649,44.10984235,44.10984235,41.9482125,39.65176828
77358,TX,New Waverly,0,0,0,0,"4,606",113,40.7,25.81905866,25.81905866,25.81905866,25.81905866,0.560576634,0.560576634,0.560576634,0.560576634
64487,MO,Skidmore,0,0,0,0,728,113,6.4,53.68124122,53.68124122,19.26870893,19.26870893,7.37359035,7.37359035,2.646726547,2.646726547
22602,VA,Winchester,0,0,0,0,"29,303",113,259.0,0,0,0,0,0,0,0,0
27865,NC,Pinetown,0,0,0,0,"2,202",113,19.5,122.014519,122.014519,122.014519,122.014519,5.539935153,5.539935153,5.539935153,5.539935153
76513,TX,Belton,0,0,0,0,"35,036",113,309.6,0,0,0,0,0,0,0,0
57440,SD,Frankfort,1,1,1,1,492,113,4.4,492.3582245,478.9174337,441.3457148,441.3457148,100,97.27011957,89.63914745,89.63914745
49866,MI,Negaunee,1,0,0,0,"8,498",113,75.1,8498.064716,76.07795945,76.07795945,76.07795945,100,0.895238645,0.895238645,0.895238645
17032,PA,Halifax,0,0,0,0,"8,485",113,75.0,1.815174,1.815174,1.815174,1.815174,0.021391848,0.021391848,0.021391848,0.021391848
25136,WV,Montgomery,0,0,0,0,"8,018",113,70.9,39.05206663,39.05206663,39.05206663,39.05206663,0.487052027,0.487052027,0.487052027,0.487052027
54418,WI,Bryant,0,0,0,0,"1,170",113,10.3,94.7153461,94.7153461,94.7153461,94.7153461,8.094283494,8.094283494,8.094283494,8.094283494
57217,SD,Bradley,1,1,1,1,252,113,2.2,251.8186426,251.8186426,156.5363657,156.5363657,100,100,62.16234196,62.16234196
98903,WA,Yakima,0,0,0,0,"14,310",113,126.5,7.950176597,7.950176597,7.950176597,7.950176597,0.055555267,0.055555267,0.055555267,0.055555267
42629,KY,Jamestown,1,0,0,0,"4,796",113,42.4,4796.426097,238.5704059,238.5704059,238.5704059,100,4.973920187,4.973920187,4.973920187
71860,AR,Stamps,0,0,0,0,"2,443",113,21.6,102.9340244,102.9340244,69.05709867,69.05709867,4.213588718,4.213588718,2.826841886,2.826841886
13602,NY,Fort Drum,0,0,0,0,"6,850",113,60.6,0,0,0,0,0,0,0,0
97416,OR,Camas Valley,1,0,0,0,915,113,8.1,915.2483367,3.523474904,3.523474904,3.523474904,100,0.38497474,0.38497474,0.38497474
57012,SD,Canistota,0,0,0,0,"1,263",113,11.2,0.9232669,0.9232669,0.9232669,0.9232669,0.073077351,0.073077351,0.073077351,0.073077351
83843,ID,Moscow,0,0,0,0,"27,093",113,239.8,34.20751843,19.59605843,19.59605843,19.59605843,0.126261444,0.072329907,0.072329907,0.072329907
38049,TN,Mason,0,0,0,0,"4,884",113,43.3,6.881,6.881,6.881,6.881,0.140887194,0.140887194,0.140887194,0.140887194
61834,IL,Danville,0,0,0,0,"10,293",113,91.2,0,0,0,0,0,0,0,0
32068,FL,Middleburg,0,0,0,0,"50,568",113,448.3,6.8774539,6.8774539,6.8774539,6.8774539,0.01360029,0.01360029,0.01360029,0.01360029
63825,MO,Bloomfield,0,0,0,0,"4,630",113,41.0,77.28139445,77.28139445,77.28139445,77.28139445,1.669237609,1.669237609,1.669237609,1.669237609
58571,ND,Stanton,0,0,0,0,630,113,5.6,54.46363423,54.46363423,54.46363423,54.46363423,8.640404134,8.640404134,8.640404134,8.640404134
65663,MO,Half Way,0,0,0,0,"2,524",113,22.4,18.6429657,18.6429657,18.6429657,18.6429657,0.738599661,0.738599661,0.738599661,0.738599661
73041,OK,Gotebo,0,0,0,0,341,113,3.0,26.57263936,26.57263936,26.57263936,26.57263936,7.7976043,7.7976043,7.7976043,7.7976043
98226,WA,Bellingham,0,0,0,0,"41,860",113,371.4,84.56694886,84.56694886,84.56694886,84.56694886,0.202022971,0.202022971,0.202022971,0.202022971
73080,OK,Purcell,0,0,0,0,"9,250",113,82.1,0,0,0,0,0,0,0,0
68852,NE,Litchfield,0,0,0,0,519,113,4.6,78.57709828,78.57709828,78.57709828,78.57709828,15.15436779,15.15436779,15.15436779,15.15436779
28091,NC,Lilesville,0,0,0,0,"2,432",113,21.6,47.67650992,32.03066141,32.03066141,32.03066141,1.960206084,1.316931493,1.316931493,1.316931493
47501,IN,Washington,0,0,0,0,"16,983",113,150.7,27.08225429,27.08225429,6.83441086,6.83441086,0.15946527,0.15946527,0.040242262,0.040242262
53066,WI,Oconomowoc,0,0,0,0,"34,372",113,305.1,0,0,0,0,0,0,0,0
56180,MN,Walnut Grove,1,1,0,0,"1,393",113,12.4,1392.930663,1392.930663,675.6857788,675.6857788,100,100,48.50821341,48.50821341
32764,FL,Osteen,0,0,0,0,"3,278",113,29.1,46.99685457,46.99685457,46.99685457,46.99685457,1.433849159,1.433849159,1.433849159,1.433849159
95488,CA,Westport,1,1,0,0,268,113,2.4,267.7537545,267.7537545,84.02102914,84.02102914,100,100,31.37996301,31.37996301
55792,MN,Virginia,0,0,0,0,"10,179",113,90.4,746.5954083,746.5954083,225.5628668,225.5628668,7.335005541,7.335005541,2.216066238,2.216066238
53538,WI,Fort Atkinson,0,0,0,0,"18,453",113,163.9,0,0,0,0,0,0,0,0
61061,IL,Oregon,0,0,0,0,"7,203",113,64.0,0,0,0,0,0,0,0,0
98850,WA,Rock Island,0,0,0,0,"1,639",113,14.6,20.20565552,20.20565552,20.20565552,20.20565552,1.23262507,1.23262507,1.23262507,1.23262507
76888,TX,Voss,0,0,0,0,135,113,1.2,34.17889175,34.17889175,34.17889175,34.17889175,25.33611742,25.33611742,25.33611742,25.33611742
47932,IN,Covington,0,0,0,0,"5,399",113,48.0,0,0,0,0,0,0,0,0
95386,CA,Waterford,0,0,0,0,"10,029",113,89.1,33.0796682,33.0796682,33.0796682,33.0796682,0.329829233,0.329829233,0.329829233,0.329829233
30821,GA,Norwood,0,0,0,0,971,112,8.6,15.13686572,15.13686572,15.13686572,15.13686572,1.559029832,1.559029832,1.559029832,1.559029832
35085,AL,Jemison,0,0,0,0,"8,877",112,78.9,0,0,0,0,0,0,0,0
97128,OR,McMinnville,0,0,0,0,"35,827",112,318.6,3.5227691,0.3495556,0.3495556,0.3495556,0.009832791,0.000975683,0.000975683,0.000975683
71047,LA,Keithville,0,0,0,0,"12,523",112,111.4,25.5924399,25.5924399,25.5924399,25.5924399,0.204369331,0.204369331,0.204369331,0.204369331
63071,MO,Richwoods,0,0,0,0,"1,698",112,15.1,24.57004334,24.57004334,24.57004334,24.57004334,1.446984265,1.446984265,1.446984265,1.446984265
64489,MO,Stanberry,0,0,0,0,"2,104",112,18.7,111.1411403,111.1411403,64.41417317,64.41417317,5.283172997,5.283172997,3.061973447,3.061973447
58559,ND,Mercer,0,0,0,0,210,112,1.9,16.4157655,16.4157655,16.4157655,16.4157655,7.823925797,7.823925797,7.823925797,7.823925797
29532,SC,Darlington,0,0,0,0,"20,603",112,183.4,3.357534,3.357534,3.357534,3.357534,0.016296124,0.016296124,0.016296124,0.016296124
14895,NY,Wellsville,1,1,0,0,"9,768",112,87.0,9672.274259,9672.274259,2018.816596,302.3602031,99.01556181,99.01556181,20.66672781,3.095276723
29059,SC,Holly Hill,0,0,0,0,"6,172",112,55.0,32.45280749,32.45280749,32.45280749,32.45280749,0.525833325,0.525833325,0.525833325,0.525833325
42348,KY,Hawesville,0,0,0,0,"4,626",112,41.2,0,0,0,0,0,0,0,0
95984,CA,Twain,1,1,1,1,91,112,0.8,66.69693068,66.69693068,66.69693068,63.79734168,72.92541896,72.92541896,72.92541896,69.75505204
49720,MI,Charlevoix,1,1,1,0,"8,984",112,80.1,8983.162365,6967.183875,6967.183875,399.2558467,99.99093771,77.55122534,77.55122534,4.44408827
53511,WI,Beloit,0,0,0,0,"48,864",112,435.5,0,0,0,0,0,0,0,0
28461,NC,Southport,0,0,0,0,"16,199",112,144.4,38.24338755,38.24338755,38.24338755,38.24338755,0.236089524,0.236089524,0.236089524,0.236089524
05143,VT,Chester,1,0,0,0,"4,848",112,43.2,4671.772315,1494.004092,1362.35656,1160.509783,96.37367094,30.81970803,28.10396012,23.94007679
72629,AR,Dennard,1,1,1,1,"1,214",112,10.8,749.6856745,745.5081064,745.5081064,745.5081064,61.76176284,61.41759998,61.41759998,61.41759998
67008,KS,Atlanta,0,0,0,0,527,112,4.7,4.22199726,4.22199726,4.22199726,4.22199726,0.80046384,0.80046384,0.80046384,0.80046384
73501,OK,Lawton,0,0,0,0,"20,381",112,181.7,0,0,0,0,0,0,0,0
49031,MI,Cassopolis,0,0,0,0,"7,537",112,67.2,0,0,0,0,0,0,0,0
50574,IA,Pocahontas,1,0,0,0,"2,204",112,19.7,2204.4206,190.028444,174.7571033,174.7571033,100,8.620335159,7.927575314,7.927575314
80814,CO,Divide,0,0,0,0,"4,087",112,36.5,174.6396178,174.6396178,174.6396178,174.6396178,4.273091719,4.273091719,4.273091719,4.273091719
54470,WI,Rib Lake,0,0,0,0,"2,049",112,18.3,168.337762,168.337762,168.337762,168.337762,8.217290061,8.217290061,8.217290061,8.217290061
83714,ID,Garden City,0,0,0,0,"20,860",112,186.1,17.94895194,17.94895194,17.94895194,17.94895194,0.086044358,0.086044358,0.086044358,0.086044358
35115,AL,Montevallo,0,0,0,0,"13,842",112,123.5,7.92815005,7.92815005,7.92815005,7.92815005,0.057274679,0.057274679,0.057274679,0.057274679
65762,MO,Thornfield,1,1,1,1,682,112,6.1,424.0134319,424.0134319,424.0134319,424.0134319,62.16222341,62.16222341,62.16222341,62.16222341
86028,AZ,Petrified Forest Natl Pk,1,1,1,1,23,112,0.2,22.91086309,22.91086309,22.91086309,22.91086309,100,100,100,100
73027,OK,Coyle,0,0,0,0,"3,098",112,27.7,0.08864859,0.08864859,0.08864859,0.08864859,0.002861065,0.002861065,0.002861065,0.002861065
46952,IN,Marion,0,0,0,0,"21,157",112,188.9,0,0,0,0,0,0,0,0
76364,TX,Harrold,0,0,0,0,191,112,1.7,7.341347034,7.341347034,7.341347034,7.341347034,3.851727968,3.851727968,3.851727968,3.851727968
35952,AL,Altoona,0,0,0,0,"7,943",112,70.9,0.7366353,0.7366353,0.7366353,0.7366353,0.009273693,0.009273693,0.009273693,0.009273693
65336,MO,Knob Noster,0,0,0,0,"5,868",112,52.4,166.9513595,35.98837952,35.98837952,35.98837952,2.845075343,0.613290311,0.613290311,0.613290311
72166,AR,Tichnor,1,1,1,1,252,112,2.3,230.7599405,230.7599405,230.7599405,230.7599405,91.42571842,91.42571842,91.42571842,91.42571842
13830,NY,Oxford,0,0,0,0,"5,051",112,45.1,0,0,0,0,0,0,0,0
63937,MO,Ellsinore,1,1,0,0,"2,022",112,18.1,2022.066921,2022.066921,676.1623751,676.1623751,100,100,33.439169,33.439169
73532,OK,Duke,0,0,0,0,679,112,6.1,93.38534834,93.38534834,10.93446168,10.93446168,13.75067619,13.75067619,1.61006244,1.61006244
76048,TX,Granbury,0,0,0,0,"22,240",112,198.7,35.42255564,18.69447562,18.69447562,18.69447562,0.159276794,0.084059326,0.084059326,0.084059326
16438,PA,Union City,0,0,0,0,"8,523",112,76.2,0,0,0,0,0,0,0,0
74653,OK,Tonkawa,0,0,0,0,"3,881",112,34.7,272.1267924,1.43321481,1.43321481,1.43321481,7.012517794,0.036932947,0.036932947,0.036932947
68784,NE,Wakefield,0,0,0,0,"2,135",112,19.1,0.3853477,0.3853477,0.3853477,0.3853477,0.018048029,0.018048029,0.018048029,0.018048029
28441,NC,Garland,0,0,0,0,"3,003",112,26.9,186.3957157,186.3957157,186.3957157,186.3957157,6.206659497,6.206659497,6.206659497,6.206659497
72946,AR,Mountainburg,0,0,0,0,"3,826",112,34.2,15.71359528,15.71359528,15.71359528,15.71359528,0.410735074,0.410735074,0.410735074,0.410735074
80433,CO,Conifer,0,0,0,0,"8,076",112,72.3,115.0220582,115.0220582,115.0220582,115.0220582,1.424183912,1.424183912,1.424183912,1.424183912
55330,MN,Elk River,0,0,0,0,"37,169",112,332.7,0,0,0,0,0,0,0,0
67107,KS,Moundridge,0,0,0,0,"2,971",112,26.6,0.5317609,0.5317609,0.5317609,0.5317609,0.017897444,0.017897444,0.017897444,0.017897444
99401,WA,Anatone,0,0,0,0,205,112,1.8,21.25011636,21.25011636,21.25011636,21.25011636,10.34993443,10.34993443,10.34993443,10.34993443
28383,NC,Rowland,0,0,0,0,"8,432",112,75.5,23.3549101,17.2335781,17.2335781,17.2335781,0.276992588,0.204392711,0.204392711,0.204392711
79358,TX,Ropesville,0,0,0,0,"1,118",112,10.0,0,0,0,0,0,0,0,0
40744,KY,London,1,0,0,0,"18,545",112,166.1,16775.51284,4.388792,4.388792,4.388792,90.46027491,0.023666122,0.023666122,0.023666122
73458,OK,Springer,1,1,0,0,"1,185",112,10.6,700.3166862,700.3166862,88.13928434,88.13928434,59.11316086,59.11316086,7.439765175,7.439765175
78121,TX,La Vernia,0,0,0,0,"11,438",112,102.5,6.3216887,6.3216887,6.3216887,6.3216887,0.05527098,0.05527098,0.05527098,0.05527098
24266,VA,Lebanon,0,0,0,0,"8,868",112,79.5,30.21813386,30.21813386,30.21813386,30.21813386,0.340745601,0.340745601,0.340745601,0.340745601
56273,MN,New London,0,0,0,0,"5,010",112,44.9,222.9983801,222.9983801,29.46805138,29.46805138,4.451071038,4.451071038,0.588185394,0.588185394
96044,CA,Hornbrook,0,0,0,0,836,112,7.5,32.74313614,32.74313614,32.74313614,32.74313614,3.916092927,3.916092927,3.916092927,3.916092927
98591,WA,Toledo,0,0,0,0,"3,807",112,34.1,36.77970846,31.04640046,31.04640046,31.04640046,0.96602802,0.815441286,0.815441286,0.815441286
67431,KS,Chapman,0,0,0,0,"2,408",112,21.6,0,0,0,0,0,0,0,0
68864,NE,Palmer,0,0,0,0,932,112,8.4,6.08347808,6.08347808,6.08347808,6.08347808,0.652792871,0.652792871,0.652792871,0.652792871
26273,WV,Huttonsville,1,1,0,0,"1,649",111,14.8,1648.608031,1648.608031,160.6414599,160.6414599,100,100,9.744066323,9.744066323
28150,NC,Shelby,0,0,0,0,"27,885",111,250.1,0,0,0,0,0,0,0,0
35578,AL,Nauvoo,0,0,0,0,"5,690",111,51.1,187.089969,187.089969,175.597305,175.597305,3.288024827,3.288024827,3.086046256,3.086046256
47446,IN,Mitchell,0,0,0,0,"9,812",111,88.0,65.01435581,65.01435581,65.01435581,65.01435581,0.662623028,0.662623028,0.662623028,0.662623028
56274,MN,Norcross,1,1,1,1,277,111,2.5,277.0240894,277.0240894,252.6517538,252.6517538,100,100,91.20208801,91.20208801
44047,OH,Jefferson,0,0,0,0,"9,510",111,85.3,0,0,0,0,0,0,0,0
65786,MO,Macks Creek,0,0,0,0,"2,255",111,20.2,832.8484997,832.8484997,832.8484997,794.958592,36.94004063,36.94004063,36.94004063,35.2594772
30223,GA,Griffin,0,0,0,0,"37,276",111,334.6,0,0,0,0,0,0,0,0
61068,IL,Rochelle,0,0,0,0,"15,163",111,136.1,0,0,0,0,0,0,0,0
65344,MO,Miami,1,0,0,0,584,111,5.2,534.4314101,277.5329974,61.53106067,61.53106067,91.43762695,47.48403294,10.52755146,10.52755146
31560,GA,Screven,0,0,0,0,"2,565",111,23.0,27.97505409,23.30036909,23.30036909,23.30036909,1.090475764,0.90825518,0.90825518,0.90825518
50845,IA,Diagonal,1,1,1,1,829,111,7.4,828.8816663,828.8816663,828.8816663,806.0470605,100,100,100,97.24513078
58361,ND,Pekin,1,1,1,1,180,111,1.6,179.6108678,179.6108678,179.6108678,179.6108678,100,100,100,100
05733,VT,Brandon,0,0,0,0,"5,781",111,51.9,963.2116131,963.2116131,628.2451036,628.2451036,16.66105342,16.66105342,10.86700481,10.86700481
