ZIP,state,name,far1,far2,far3,far4,gridpop,sqmi,density,fr1pop,fr2pop,fr3pop,fr4pop,fr1pct,fr2pct,fr3pct,fr4pct
04041,ME,Hiram,0,0,0,0,"1,639",39,42.4,35.0930224,35.0930224,35.0930224,35.0930224,2.140796947,2.140796947,2.140796947,2.140796947
62870,IL,Odin,0,0,0,0,"2,054",39,53.2,143.6490973,143.6490973,0.9891831,0.9891831,6.992725687,6.992725687,0.04815266,0.04815266
18635,PA,Nescopeck,0,0,0,0,"4,478",39,115.9,0,0,0,0,0,0,0,0
37419,TN,Chattanooga,0,0,0,0,"6,128",39,158.7,9.87682,9.87682,9.87682,9.87682,0.161184139,0.161184139,0.161184139,0.161184139
50561,IA,Lytton,1,0,0,0,478,39,12.4,478.4705086,19.8560527,19.8560527,19.8560527,100,4.149901058,4.149901058,4.149901058
13053,NY,Dryden,0,0,0,0,"5,381",39,139.4,0,0,0,0,0,0,0,0
17768,PA,Shunk,0,0,0,0,354,39,9.2,3.5056921,3.5056921,3.5056921,3.5056921,0.989865249,0.989865249,0.989865249,0.989865249
97389,OR,Tangent,0,0,0,0,"1,887",39,48.9,0,0,0,0,0,0,0,0
12833,NY,Greenfield Center,0,0,0,0,"4,965",39,128.6,0,0,0,0,0,0,0,0
43728,OH,Chesterhill,0,0,0,0,"1,259",39,32.6,0,0,0,0,0,0,0,0
49255,MI,Montgomery,0,0,0,0,"2,081",39,53.9,7.34099,7.34099,7.34099,7.34099,0.352780939,0.352780939,0.352780939,0.352780939
44656,OH,Mineral City,0,0,0,0,"2,987",39,77.4,0,0,0,0,0,0,0,0
17018,PA,Dauphin,0,0,0,0,"4,292",39,111.3,0,0,0,0,0,0,0,0
17057,PA,Middletown,0,0,0,0,"21,986",39,570.0,0,0,0,0,0,0,0,0
22974,VA,Troy,0,0,0,0,"5,218",39,135.3,0,0,0,0,0,0,0,0
30545,GA,Helen,0,0,0,0,940,39,24.4,33.6824952,33.6824952,33.6824952,33.6824952,3.584824477,3.584824477,3.584824477,3.584824477
35906,AL,Rainbow City,0,0,0,0,"9,501",39,246.4,0,0,0,0,0,0,0,0
04410,ME,Bradford,0,0,0,0,"1,206",39,31.3,1.5675925,1.5675925,1.5675925,1.5675925,0.129955426,0.129955426,0.129955426,0.129955426
62649,IL,Hettick,0,0,0,0,489,39,12.7,3.3309089,3.3309089,3.3309089,3.3309089,0.680715411,0.680715411,0.680715411,0.680715411
63005,MO,Chesterfield,0,0,0,0,"18,293",39,474.5,0,0,0,0,0,0,0,0
66732,KS,Elsmore,1,1,1,1,255,39,6.6,255.0580887,255.0580887,255.0580887,252.6560311,100,100,100,99.05823116
03882,NH,Effingham,0,0,0,0,"1,373",39,35.6,39.297768,39.297768,39.297768,39.297768,2.861411749,2.861411749,2.861411749,2.861411749
53079,WI,Saint Cloud,0,0,0,0,"1,550",39,40.2,0,0,0,0,0,0,0,0
71004,LA,Belcher,0,0,0,0,654,39,17.0,0.476240008,0.476240008,0.476240008,0.476240008,0.072869857,0.072869857,0.072869857,0.072869857
28125,NC,Mount Ulla,0,0,0,0,"2,366",39,61.4,0,0,0,0,0,0,0,0
34747,FL,Kissimmee,0,0,0,0,"13,020",39,337.9,0,0,0,0,0,0,0,0
63304,MO,Saint Charles,0,0,0,0,"41,536",39,1078.0,0,0,0,0,0,0,0,0
64771,MO,Moundville,0,0,0,0,586,39,15.2,4.163935,4.163935,4.163935,4.163935,0.710565619,0.710565619,0.710565619,0.710565619
53704,WI,Madison,0,0,0,0,"46,266",39,1201.4,0,0,0,0,0,0,0,0
56270,MN,Morton,1,1,1,0,"1,033",39,26.8,1033.49338,1033.49338,1033.49338,187.1301308,100,100,100,18.10656308
70520,LA,Carencro,0,0,0,0,"18,346",39,476.4,0,0,0,0,0,0,0,0
62994,IL,Vergennes,0,0,0,0,781,39,20.3,0,0,0,0,0,0,0,0
17260,PA,Shirleysburg,0,0,0,0,"1,327",38,34.5,24.0394217,24.0394217,24.0394217,24.0394217,1.811751878,1.811751878,1.811751878,1.811751878
33876,FL,Sebring,0,0,0,0,"4,545",38,118.1,0,0,0,0,0,0,0,0
50042,IA,Brayton,0,0,0,0,341,38,8.9,30.82624485,30.82624485,30.82624485,30.82624485,9.039009141,9.039009141,9.039009141,9.039009141
64741,MO,Deerfield,0,0,0,0,380,38,9.9,114.5810645,114.5810645,114.5810645,92.97272645,30.15492522,30.15492522,30.15492522,24.46814076
06423,CT,East Haddam,0,0,0,0,"5,099",38,132.5,0,0,0,0,0,0,0,0
23960,VA,Prospect,0,0,0,0,"1,838",38,47.8,24.7548908,24.7548908,24.7548908,24.7548908,1.346771156,1.346771156,1.346771156,1.346771156
62943,IL,Grantsburg,0,0,0,0,"2,248",38,58.4,18.5599842,18.5599842,18.5599842,18.5599842,0.825784227,0.825784227,0.825784227,0.825784227
17212,PA,Big Cove Tannery,0,0,0,0,765,38,19.9,11.1562313,11.1562313,11.1562313,11.1562313,1.458000975,1.458000975,1.458000975,1.458000975
19355,PA,Malvern,0,0,0,0,"25,910",38,673.5,0,0,0,0,0,0,0,0
53065,WI,Oakfield,0,0,0,0,"2,104",38,54.7,0,0,0,0,0,0,0,0
61771,IL,Secor,0,0,0,0,"1,099",38,28.6,0,0,0,0,0,0,0,0
65059,MO,Mokane,0,0,0,0,"1,017",38,26.4,0,0,0,0,0,0,0,0
65657,MO,Garrison,0,0,0,0,194,38,5.1,3.2556018,3.2556018,3.2556018,3.2556018,1.674302933,1.674302933,1.674302933,1.674302933
14432,NY,Clifton Springs,0,0,0,0,"5,725",38,148.9,0,0,0,0,0,0,0,0
53551,WI,Lake Mills,0,0,0,0,"8,107",38,210.9,0,0,0,0,0,0,0,0
68934,NE,Deweese,0,0,0,0,256,38,6.7,50.9649251,50.9649251,50.9649251,50.9649251,19.92380431,19.92380431,19.92380431,19.92380431
89441,NV,Sparks,0,0,0,0,"11,461",38,298.2,0,0,0,0,0,0,0,0
17340,PA,Littlestown,0,0,0,0,"10,863",38,282.8,0,0,0,0,0,0,0,0
37366,TN,Pelham,0,0,0,0,923,38,24.0,48.46169905,48.46169905,48.46169905,48.46169905,5.250655641,5.250655641,5.250655641,5.250655641
62985,IL,Simpson,0,0,0,0,566,38,14.7,13.75269302,13.75269302,13.75269302,13.75269302,2.430459332,2.430459332,2.430459332,2.430459332
24079,VA,Copper Hill,0,0,0,0,"1,758",38,45.8,0,0,0,0,0,0,0,0
38317,TN,Bruceton,0,0,0,0,"2,430",38,63.3,138.5594093,138.5594093,83.08348403,81.97860663,5.702141807,5.702141807,3.419138477,3.373669406
64471,MO,New Hampton,1,1,1,0,471,38,12.3,469.5113375,469.5113375,469.5113375,90.89064595,99.76953925,99.76953925,99.76953925,19.31394866
18347,PA,Pocono Lake,0,0,0,0,"4,541",38,118.3,0,0,0,0,0,0,0,0
46164,IN,Nineveh,0,0,0,0,"4,440",38,115.7,0.1018755,0.1018755,0.1018755,0.1018755,0.002294442,0.002294442,0.002294442,0.002294442
54824,WI,Centuria,0,0,0,0,"2,222",38,57.9,21.592259,21.592259,21.592259,21.592259,0.971897461,0.971897461,0.971897461,0.971897461
95336,CA,Manteca,0,0,0,0,"42,372",38,1103.7,0,0,0,0,0,0,0,0
04760,ME,Monticello,1,1,1,1,785,38,20.4,784.7762149,784.7762149,784.7762149,604.8526769,100,100,100,77.0732682
14858,NY,Lindley,0,0,0,0,"1,827",38,47.6,0,0,0,0,0,0,0,0
49061,MI,Jones,0,0,0,0,"1,751",38,45.6,0,0,0,0,0,0,0,0
04222,ME,Durham,0,0,0,0,"3,798",38,99.0,0,0,0,0,0,0,0,0
28740,NC,Green Mountain,0,0,0,0,"1,663",38,43.3,23.710127,23.710127,23.710127,23.710127,1.425569432,1.425569432,1.425569432,1.425569432
75002,TX,Allen,0,0,0,0,"64,678",38,1685.6,0,0,0,0,0,0,0,0
97365,OR,Newport,0,0,0,0,"10,210",38,266.1,89.46745442,89.46745442,15.517993,15.517993,0.876261776,0.876261776,0.151986264,0.151986264
22712,VA,Bealeton,0,0,0,0,"8,350",38,217.7,0,0,0,0,0,0,0,0
24828,WV,Davy,0,0,0,0,"1,983",38,51.7,97.44057026,97.44057026,97.44057026,75.41479395,4.91346078,4.91346078,4.91346078,3.802806483
47032,IN,Moores Hill,0,0,0,0,"3,805",38,99.2,0,0,0,0,0,0,0,0
47950,IN,Idaville,0,0,0,0,851,38,22.2,0.7522262,0.7522262,0.7522262,0.7522262,0.088407629,0.088407629,0.088407629,0.088407629
05748,VT,Hancock,0,0,0,0,316,38,8.3,119.2225483,98.73885959,98.73885959,98.73885959,37.67736811,31.20399969,31.20399969,31.20399969
62567,IL,Stonington,0,0,0,0,"1,175",38,30.6,0,0,0,0,0,0,0,0
39755,MS,Pheba,1,0,0,0,625,38,16.3,624.9023089,15.3714725,15.3714725,15.3714725,100,2.459820084,2.459820084,2.459820084
45743,OH,Long Bottom,0,0,0,0,"1,476",38,38.5,0,0,0,0,0,0,0,0
06238,CT,Coventry,0,0,0,0,"12,647",38,329.9,0,0,0,0,0,0,0,0
64071,MO,Mayview,0,0,0,0,856,38,22.3,0,0,0,0,0,0,0,0
94508,CA,Angwin,0,0,0,0,"3,868",38,100.9,84.004701,84.004701,84.004701,84.004701,2.171507328,2.171507328,2.171507328,2.171507328
60479,IL,Verona,0,0,0,0,708,38,18.5,0,0,0,0,0,0,0,0
14502,NY,Macedon,0,0,0,0,"10,940",38,285.6,0,0,0,0,0,0,0,0
95374,CA,Stevinson,0,0,0,0,"1,957",38,51.1,14.09946964,14.09946964,14.09946964,14.09946964,0.720450867,0.720450867,0.720450867,0.720450867
42159,KY,Oakland,0,0,0,0,"1,540",38,40.2,0,0,0,0,0,0,0,0
54229,WI,New Franken,0,0,0,0,"4,241",38,110.7,0,0,0,0,0,0,0,0
61084,IL,Stillman Valley,0,0,0,0,"3,636",38,94.9,0,0,0,0,0,0,0,0
63349,MO,Hawk Point,0,0,0,0,"2,012",38,52.5,0,0,0,0,0,0,0,0
03256,NH,New Hampton,0,0,0,0,"2,169",38,56.7,21.607744,21.607744,21.607744,21.607744,0.996377487,0.996377487,0.996377487,0.996377487
16350,PA,Sugar Grove,0,0,0,0,"2,435",38,63.6,58.401967,0,0,0,2.398414021,0,0,0
37657,TN,Flag Pond,0,0,0,0,995,38,26.0,29.3537274,29.3537274,29.3537274,29.3537274,2.949515179,2.949515179,2.949515179,2.949515179
59256,MT,Raymond,1,1,1,1,26,38,0.7,25.91037937,25.91037937,25.91037937,25.91037937,100,100,100,100
62410,IL,Allendale,0,0,0,0,"1,008",38,26.3,3.16632975,3.16632975,3.16632975,3.16632975,0.314098643,0.314098643,0.314098643,0.314098643
31081,GA,Rupert,0,0,0,0,294,38,7.7,7.3833409,7.3833409,7.3833409,7.3833409,2.512645504,2.512645504,2.512645504,2.512645504
53930,WI,Endeavor,0,0,0,0,"1,304",38,34.1,8.0463942,8.0463942,8.0463942,8.0463942,0.616879451,0.616879451,0.616879451,0.616879451
21776,MD,New Windsor,0,0,0,0,"6,048",38,158.1,0,0,0,0,0,0,0,0
46764,IN,Larwill,0,0,0,0,"1,652",38,43.2,0,0,0,0,0,0,0,0
50531,IA,Dolliver,1,1,1,1,246,38,6.4,245.7673267,245.7673267,146.0667875,141.6232854,100,100,59.43295616,57.62494441
61846,IL,Georgetown,0,0,0,0,"5,024",38,131.3,0,0,0,0,0,0,0,0
89706,NV,Carson City,0,0,0,0,"19,179",38,501.3,4.253398,4.253398,4.253398,4.253398,0.022177667,0.022177667,0.022177667,0.022177667
65774,MO,Weaubleau,0,0,0,0,897,38,23.5,90.51300403,90.51300403,90.51300403,90.51300403,10.08740164,10.08740164,10.08740164,10.08740164
41632,KY,Gunlock,1,1,1,1,724,38,18.9,724.3266909,724.3266909,724.3266909,552.7246434,100,100,100,76.30874995
38333,TN,Eva,1,1,1,0,480,38,12.6,480.4444146,480.4444146,472.0406993,127.3307096,100,100,98.25084546,26.50269328
92344,CA,Hesperia,0,0,0,0,"21,045",38,550.5,0,0,0,0,0,0,0,0
61279,IL,Reynolds,0,0,0,0,994,38,26.0,0,0,0,0,0,0,0,0
93226,CA,Glennville,0,0,0,0,192,38,5.0,5.16653175,5.16653175,5.16653175,5.16653175,2.694232322,2.694232322,2.694232322,2.694232322
23103,VA,Manakin Sabot,0,0,0,0,"4,824",38,126.3,0,0,0,0,0,0,0,0
45685,OH,Thurman,0,0,0,0,"1,588",38,41.6,1.5694117,1.5694117,0.7853898,0.7853898,0.098823334,0.098823334,0.049454734,0.049454734
58484,ND,Sutton,1,1,1,1,38,38,1.0,38.27375907,38.27375907,38.27375907,38.27375907,100,100,100,100
07871,NJ,Sparta,0,0,0,0,"20,308",38,531.6,0,0,0,0,0,0,0,0
14819,NY,Cameron,0,0,0,0,685,38,17.9,2.274797,2.274797,2.274797,2.274797,0.332177992,0.332177992,0.332177992,0.332177992
55049,MN,Medford,0,0,0,0,"2,417",38,63.3,6.9427138,0,0,0,0.287249329,0,0,0
29330,SC,Cowpens,0,0,0,0,"8,718",38,228.3,0,0,0,0,0,0,0,0
95569,CA,Redcrest,1,0,0,0,605,38,15.8,605.012702,73.92511844,73.92511844,73.92511844,100,12.21877131,12.21877131,12.21877131
29697,SC,Williamston,0,0,0,0,"12,219",38,320.1,0,0,0,0,0,0,0,0
53004,WI,Belgium,0,0,0,0,"3,513",38,92.0,0,0,0,0,0,0,0,0
61345,IL,Neponset,0,0,0,0,759,38,19.9,4.5555132,4.5555132,4.5555132,4.5555132,0.60000951,0.60000951,0.60000951,0.60000951
35007,AL,Alabaster,0,0,0,0,"26,052",38,682.7,0,0,0,0,0,0,0,0
55733,MN,Esko,0,0,0,0,"4,835",38,126.7,0,0,0,0,0,0,0,0
72128,AR,Poyen,0,0,0,0,868,38,22.7,0,0,0,0,0,0,0,0
26817,WV,Bloomery,0,0,0,0,"1,328",38,34.8,25.192784,25.192784,25.192784,25.192784,1.897724641,1.897724641,1.897724641,1.897724641
62615,IL,Auburn,0,0,0,0,"6,039",38,158.3,0,0,0,0,0,0,0,0
18636,PA,Noxen,0,0,0,0,"1,664",38,43.6,12.73804406,12.73804406,12.73804406,12.73804406,0.765291676,0.765291676,0.765291676,0.765291676
54228,WI,Mishicot,0,0,0,0,"2,621",38,68.7,0,0,0,0,0,0,0,0
55965,MN,Preston,0,0,0,0,"1,551",38,40.7,5.8220351,5.8220351,5.8220351,5.8220351,0.375373424,0.375373424,0.375373424,0.375373424
75098,TX,Wylie,0,0,0,0,"47,643",38,1249.2,0,0,0,0,0,0,0,0
17013,PA,Carlisle,0,0,0,0,"33,745",38,885.0,0,0,0,0,0,0,0,0
25111,WV,Indore,0,0,0,0,"1,198",38,31.4,0,0,0,0,0,0,0,0
26440,WV,Thornton,0,0,0,0,"1,263",38,33.1,0,0,0,0,0,0,0,0
41232,KY,Lowmansville,0,0,0,0,"1,614",38,42.3,20.775313,20.775313,20.775313,20.775313,1.286978552,1.286978552,1.286978552,1.286978552
01516,MA,Douglas,0,0,0,0,"8,461",38,222.0,0.07619868,0.07619868,0.07619868,0.07619868,0.000900571,0.000900571,0.000900571,0.000900571
17322,PA,Felton,0,0,0,0,"6,040",38,158.4,0,0,0,0,0,0,0,0
28803,NC,Asheville,0,0,0,0,"29,900",38,784.4,0,0,0,0,0,0,0,0
61956,IL,Villa Grove,0,0,0,0,"2,982",38,78.2,0,0,0,0,0,0,0,0
05455,VT,Fairfield,0,0,0,0,"1,274",38,33.4,0,0,0,0,0,0,0,0
45814,OH,Arlington,0,0,0,0,"2,744",38,72.0,0,0,0,0,0,0,0,0
64436,MO,Cosby,0,0,0,0,913,38,24.0,0,0,0,0,0,0,0,0
65629,MO,Chadwick,0,0,0,0,488,38,12.8,3.8288073,3.8288073,3.8288073,3.8288073,0.783968722,0.783968722,0.783968722,0.783968722
68409,NE,Murray,0,0,0,0,932,38,24.4,0,0,0,0,0,0,0,0
68731,NE,Dakota City,0,0,0,0,"2,782",38,73.0,0,0,0,0,0,0,0,0
77510,TX,Santa Fe,0,0,0,0,"13,663",38,358.5,2.068600342,2.068600342,2.068600342,2.068600342,0.015140283,0.015140283,0.015140283,0.015140283
89015,NV,Henderson,0,0,0,0,"39,274",38,1030.5,0.711045774,0.711045774,0.711045774,0.711045774,0.001810487,0.001810487,0.001810487,0.001810487
43112,OH,Carroll,0,0,0,0,"4,951",38,130.0,0,0,0,0,0,0,0,0
50168,IA,Mingo,0,0,0,0,782,38,20.5,0,0,0,0,0,0,0,0
14889,NY,Van Etten,0,0,0,0,"1,490",38,39.1,0,0,0,0,0,0,0,0
16829,PA,Clarence,0,0,0,0,635,38,16.7,8.097395,8.097395,8.097395,8.097395,1.274544798,1.274544798,1.274544798,1.274544798
24069,VA,Cascade,0,0,0,0,"1,917",38,50.3,28.4782056,0,0,0,1.485472852,0,0,0
46391,IN,Westville,0,0,0,0,"9,475",38,248.7,0,0,0,0,0,0,0,0
76660,TX,Malone,0,0,0,0,473,38,12.4,1.62473224,1.62473224,1.62473224,1.62473224,0.343173269,0.343173269,0.343173269,0.343173269
13681,NY,Richville,0,0,0,0,890,38,23.4,27.9198559,27.9198559,27.9198559,27.9198559,3.138275072,3.138275072,3.138275072,3.138275072
41092,KY,Verona,0,0,0,0,"3,421",38,89.8,0,0,0,0,0,0,0,0
02816,RI,Coventry,0,0,0,0,"32,020",38,841.1,0,0,0,0,0,0,0,0
14435,NY,Conesus,0,0,0,0,"2,706",38,71.1,5.328706603,5.328706603,5.328706603,5.328706603,0.196937144,0.196937144,0.196937144,0.196937144
20135,VA,Bluemont,0,0,0,0,"2,684",38,70.5,0,0,0,0,0,0,0,0
41572,KY,Virgie,1,1,1,1,"2,858",38,75.1,2857.89613,2857.89613,2764.153155,1787.379818,100,100,96.71986067,62.54180477
66717,KS,Buffalo,1,1,1,0,390,38,10.3,390.2289269,390.2289269,390.2289269,72.98079623,100,100,100,18.70204672
25403,WV,Martinsburg,0,0,0,0,"12,805",38,336.5,0,0,0,0,0,0,0,0
47122,IN,Georgetown,0,0,0,0,"10,317",38,271.2,0,0,0,0,0,0,0,0
54209,WI,Egg Harbor,0,0,0,0,"1,158",38,30.4,27.2211443,27.2211443,27.2211443,27.2211443,2.351431713,2.351431713,2.351431713,2.351431713
04231,ME,Stoneham,0,0,0,0,288,38,7.6,37.05129623,37.05129623,37.05129623,37.05129623,12.86265091,12.86265091,12.86265091,12.86265091
50169,IA,Mitchellville,0,0,0,0,"3,090",38,81.3,0,0,0,0,0,0,0,0
04073,ME,Sanford,0,0,0,0,"16,340",38,429.9,0,0,0,0,0,0,0,0
04221,ME,Canton,0,0,0,0,"1,189",38,31.3,8.790523046,8.790523046,8.790523046,8.790523046,0.739286758,0.739286758,0.739286758,0.739286758
30563,GA,Mount Airy,0,0,0,0,"5,308",38,139.7,0,0,0,0,0,0,0,0
30683,GA,Winterville,0,0,0,0,"6,816",38,179.3,0,0,0,0,0,0,0,0
37218,TN,Nashville,0,0,0,0,"13,975",38,367.7,0,0,0,0,0,0,0,0
44865,OH,Plymouth,0,0,0,0,"3,642",38,95.8,0,0,0,0,0,0,0,0
63350,MO,High Hill,0,0,0,0,665,38,17.5,0,0,0,0,0,0,0,0
72858,AR,Pottsville,0,0,0,0,"3,310",38,87.1,11.49804692,0.4812083,0.4812083,0.4812083,0.34736737,0.014537779,0.014537779,0.014537779
82334,WY,Sinclair,1,1,1,0,463,38,12.2,462.7600954,462.7600954,462.7600954,9.217387571,100,100,100,1.991828523
77494,TX,Katy,0,0,0,0,"62,918",38,1655.7,0,0,0,0,0,0,0,0
97451,OR,Lorane,0,0,0,0,301,38,7.9,3.67643922,3.67643922,3.67643922,3.67643922,1.221650899,1.221650899,1.221650899,1.221650899
17853,PA,Mount Pleasant Mills,0,0,0,0,"2,987",38,78.6,5.538261,0,0,0,0.185442543,0,0,0
38674,MS,Tiplersville,0,0,0,0,973,38,25.6,234.4215626,234.4215626,201.4253823,201.4253823,24.10255919,24.10255919,20.70998566,20.70998566
49048,MI,Kalamazoo,0,0,0,0,"25,078",38,660.1,0,0,0,0,0,0,0,0
61929,IL,Hammond,0,0,0,0,735,38,19.4,0,0,0,0,0,0,0,0
67470,KS,New Cambria,0,0,0,0,494,38,13.0,9.7560475,0,0,0,1.974623105,0,0,0
35080,AL,Helena,0,0,0,0,"16,009",38,421.5,0,0,0,0,0,0,0,0
63863,MO,Malden,1,1,0,0,"5,861",38,154.3,5860.658729,5860.658729,403.4348471,21.2106882,100,100,6.883779892,0.361916453
06470,CT,Newtown,0,0,0,0,"16,318",38,429.8,0,0,0,0,0,0,0,0
38220,TN,Atwood,0,0,0,0,"1,831",38,48.2,16.95245914,16.95245914,16.95245914,16.95245914,0.925968061,0.925968061,0.925968061,0.925968061
54475,WI,Rudolph,0,0,0,0,"1,622",38,42.7,1.316851,0,0,0,0.081178574,0,0,0
80535,CO,Laporte,0,0,0,0,"2,075",38,54.6,0.850472334,0.850472334,0.850472334,0.850472334,0.04098895,0.04098895,0.04098895,0.04098895
05353,VT,Townshend,0,0,0,0,"1,074",38,28.3,511.580475,511.580475,511.580475,505.5109553,47.63123145,47.63123145,47.63123145,47.06612252
43755,OH,Lore City,0,0,0,0,"1,877",38,49.5,0,0,0,0,0,0,0,0
51430,IA,Arcadia,1,1,1,0,760,38,20.0,759.5173606,759.5173606,759.5173606,154.7841908,100,100,100,20.3792828
66859,KS,Lost Springs,0,0,0,0,187,38,4.9,2.95391,2.95391,2.95391,2.95391,1.58248612,1.58248612,1.58248612,1.58248612
77429,TX,Cypress,0,0,0,0,"72,350",38,1905.9,0,0,0,0,0,0,0,0
01010,MA,Brimfield,0,0,0,0,"3,902",38,102.8,0,0,0,0,0,0,0,0
83428,ID,Irwin,0,0,0,0,326,38,8.6,37.41993233,37.41993233,37.41993233,37.41993233,11.47695143,11.47695143,11.47695143,11.47695143
98261,WA,Lopez Island,1,1,1,1,"2,403",38,63.3,2303.62657,2303.62657,2303.62657,2303.62657,95.86237007,95.86237007,95.86237007,95.86237007
84325,UT,Mendon,0,0,0,0,"2,091",38,55.1,39.069349,39.069349,39.069349,39.069349,1.86843126,1.86843126,1.86843126,1.86843126
25275,WV,Sandyville,0,0,0,0,"1,736",38,45.8,0,0,0,0,0,0,0,0
93516,CA,Boron,0,0,0,0,"2,299",38,60.6,0,0,0,0,0,0,0,0
18064,PA,Nazareth,0,0,0,0,"23,732",38,625.9,0,0,0,0,0,0,0,0
62344,IL,Huntsville,1,0,0,0,143,38,3.8,143.1515868,43.84327452,43.84327452,43.84327452,100,30.62716627,30.62716627,30.62716627
13608,NY,Antwerp,0,0,0,0,"1,621",38,42.8,0,0,0,0,0,0,0,0
14416,NY,Bergen,0,0,0,0,"3,778",38,99.7,0,0,0,0,0,0,0,0
18828,PA,Lawton,0,0,0,0,"1,231",38,32.5,0,0,0,0,0,0,0,0
20105,VA,Aldie,0,0,0,0,"11,476",38,302.7,0,0,0,0,0,0,0,0
48065,MI,Romeo,0,0,0,0,"10,485",38,276.6,0,0,0,0,0,0,0,0
72433,AR,Hoxie,0,0,0,0,"3,025",38,79.8,0.249063,0.249063,0.249063,0.249063,0.008232808,0.008232808,0.008232808,0.008232808
37209,TN,Nashville,0,0,0,0,"35,939",38,948.3,0,0,0,0,0,0,0,0
56314,MN,Bowlus,0,0,0,0,"1,032",38,27.2,0,0,0,0,0,0,0,0
61353,IL,Paw Paw,0,0,0,0,"1,260",38,33.2,0,0,0,0,0,0,0,0
62345,IL,Kinderhook,1,0,0,0,344,38,9.1,344.1340542,2.794316356,2.794316356,2.794316356,100,0.811984842,0.811984842,0.811984842
62643,IL,Hartsburg,0,0,0,0,541,38,14.3,0,0,0,0,0,0,0,0
17812,PA,Beaver Springs,0,0,0,0,"1,538",38,40.6,23.83064024,17.64260524,17.64260524,17.64260524,1.549283103,1.146985138,1.146985138,1.146985138
29829,SC,Graniteville,0,0,0,0,"8,515",38,224.9,0,0,0,0,0,0,0,0
49236,MI,Clinton,0,0,0,0,"4,740",38,125.2,0,0,0,0,0,0,0,0
12075,NY,Ghent,0,0,0,0,"3,412",38,90.1,0,0,0,0,0,0,0,0
54213,WI,Forestville,0,0,0,0,"1,185",38,31.3,0,0,0,0,0,0,0,0
05843,VT,Hardwick,0,0,0,0,"2,573",38,68.0,381.1892877,381.1892877,376.1095837,376.1095837,14.81360775,14.81360775,14.61620257,14.61620257
04648,ME,Jonesboro,1,1,1,1,590,38,15.6,587.4692703,587.4692703,587.4692703,587.4692703,99.58185833,99.58185833,99.58185833,99.58185833
04939,ME,Garland,0,0,0,0,"1,108",38,29.3,11.89736705,11.89736705,11.89736705,11.89736705,1.073563993,1.073563993,1.073563993,1.073563993
17090,PA,Shermans Dale,0,0,0,0,"5,516",38,145.8,0,0,0,0,0,0,0,0
63763,MO,Mc Gee,0,0,0,0,286,38,7.5,87.82087139,87.82087139,87.82087139,87.82087139,30.75791125,30.75791125,30.75791125,30.75791125
97632,OR,Malin,1,0,0,0,"1,417",38,37.5,1417.446863,1.6963081,1.6963081,1.6963081,100,0.119673488,0.119673488,0.119673488
43766,OH,New Straitsville,0,0,0,0,"1,759",38,46.5,1.6794767,1.6794767,1.6794767,1.6794767,0.095495632,0.095495632,0.095495632,0.095495632
53119,WI,Eagle,0,0,0,0,"5,501",38,145.5,0,0,0,0,0,0,0,0
42325,KY,Bremen,0,0,0,0,"2,076",38,54.9,29.69968628,29.69968628,29.69968628,29.69968628,1.43040073,1.43040073,1.43040073,1.43040073
05655,VT,Hyde Park,0,0,0,0,"2,828",38,74.8,29.8139262,29.8139262,29.8139262,29.8139262,1.05429782,1.05429782,1.05429782,1.05429782
53933,WI,Fox Lake,0,0,0,0,"3,818",38,101.0,5.3014191,5.3014191,5.3014191,5.3014191,0.138836232,0.138836232,0.138836232,0.138836232
64070,MO,Lone Jack,0,0,0,0,"3,324",38,87.9,0,0,0,0,0,0,0,0
55368,MN,Norwood Young America,0,0,0,0,"2,357",38,62.4,0,0,0,0,0,0,0,0
55606,MN,Hovland,1,1,1,1,176,38,4.7,176.4857397,176.4857397,176.4857397,176.4857397,100,100,100,100
61012,IL,Capron,0,0,0,0,"2,222",38,58.8,0,0,0,0,0,0,0,0
44839,OH,Huron,0,0,0,0,"11,890",38,314.7,0,0,0,0,0,0,0,0
95698,CA,Zamora,0,0,0,0,233,38,6.2,5.469114795,5.469114795,5.469114795,5.469114795,2.350206454,2.350206454,2.350206454,2.350206454
34135,FL,Bonita Springs,0,0,0,0,"36,819",38,975.3,0,0,0,0,0,0,0,0
47235,IN,Freetown,0,0,0,0,"1,643",38,43.5,0,0,0,0,0,0,0,0
62313,IL,Basco,1,0,0,0,345,38,9.1,345.2214392,4.0103235,0,0,100,1.161666989,0,0
68623,NE,Belgrade,0,0,0,0,248,38,6.6,52.17234264,52.17234264,52.17234264,52.17234264,21.02931715,21.02931715,21.02931715,21.02931715
83813,ID,Cocolalla,0,0,0,0,"1,167",38,30.9,28.30884537,28.30884537,28.30884537,28.30884537,2.425522017,2.425522017,2.425522017,2.425522017
26519,WV,Albright,0,0,0,0,"1,415",38,37.5,0,0,0,0,0,0,0,0
70036,LA,Barataria,0,0,0,0,"1,170",38,31.0,12.4926774,12.4926774,12.4926774,12.4926774,1.067591003,1.067591003,1.067591003,1.067591003
74646,OK,Nardin,0,0,0,0,192,38,5.1,25.93773634,0.8349168,0.8349168,0.8349168,13.5426791,0.435928955,0.435928955,0.435928955
74957,OK,Smithville,1,1,1,1,295,38,7.8,295.2349419,295.2349419,295.2349419,295.2349419,100,100,100,100
12458,NY,Napanoch,0,0,0,0,"2,412",38,64.0,10.55236302,10.55236302,10.55236302,10.55236302,0.437416111,0.437416111,0.437416111,0.437416111
