Year,GEOID,Inflow_Household,Inflow_Individual,Inflow_AGI,Outflow_Household,Outflow_Individual,Outflow_AGI
2018,45027,685,1364,28952,627,1333,23462
2018,45029,815,1589,38459,827,1664,32275
2018,45031,1278,2586,53574,1282,2588,57781
2018,45033,393,845,12447,495,1015,17776
2018,45035,7016,14041,369604,6285,12528,325347
2018,45037,673,1442,37312,607,1240,31512
2018,45039,437,895,21643,475,981,22880
2018,45041,2794,5465,132587,2703,5318,139194
2018,45043,1965,3622,154586,1691,2950,124281
2018,45045,13903,25955,889903,11979,22650,736557
2018,45047,1246,2430,60869,1271,2407,59574
2018,45049,288,579,10096,326,641,12406
2018,45051,12026,21576,820349,7879,13324,386996
2018,45053,1397,2546,92530,927,1776,43684
2018,45055,1787,3841,98944,1489,2932,72978
2018,45057,3227,6729,247691,2054,4069,138699
2018,45059,1566,3201,72922,1377,2795,63855
2018,45061,287,626,9437,382,791,12404
2018,45063,8637,17037,498310,7404,14143,404096
2018,45065,283,510,19992,197,377,8828
2018,45067,513,1098,16409,566,1148,18225
2018,45069,347,717,10977,449,955,17528
2018,45071,657,1263,35597,635,1254,30625
2018,45073,1948,3682,182271,1598,2919,93734
2018,45075,1484,2882,58843,1763,3421,70283
2018,45077,3295,6268,216722,3177,5708,158602
2018,45079,12362,23652,617280,12598,23611,658052
2018,45081,390,799,17726,379,786,14883
2018,45083,7755,15527,427358,5792,10936,312362
2018,45085,2726,5605,114308,2875,6076,127122
2018,45087,368,795,15433,389,779,15226
2018,45089,554,1119,18098,630,1284,18815
2018,45091,8933,18006,650226,6465,12371,418962
2018,46003,32,46,961,57,99,2345
2018,46005,333,589,14207,392,750,17753
2018,46007,27,56,1199,48,88,1208
2018,46009,108,200,5118,116,201,5606
2018,46011,749,1288,38601,1033,1677,49224
2018,46013,816,1425,50819,1022,1795,47908
2018,46015,80,149,2881,84,154,3801
2018,46019,331,599,19019,323,592,12962
2018,46023,121,254,5130,106,185,3998
2018,46025,44,68,1158,56,95,3503
2018,46027,424,734,19172,503,804,21068
2018,46029,557,1009,33705,607,1063,28926
2018,46031,26,56,662,68,134,2377
2018,46033,336,640,22521,330,608,16050
2018,46035,487,868,20643,545,932,22792
2018,46037,57,103,2104,107,195,4554
2018,46039,90,158,4632,55,98,2667
2018,46041,67,137,1836,116,252,4725
2018,46043,35,55,1462,38,58,1765
2018,46045,38,67,2219,46,80,1992
2018,46047,262,469,14275,248,437,10184
2018,46051,129,264,5438,145,292,8166
2018,46053,55,97,1935,42,72,2331
2018,46055,22,35,703,0,0,0
2018,46057,122,253,6722,101,197,4595
2018,46059,41,68,1866,53,91,1851
2018,46061,209,375,12735,84,144,5105
2018,46065,444,851,24003,543,999,28640
2018,46067,79,159,2961,161,273,6850
2018,46071,34,78,955,60,115,2863
2018,46073,31,63,917,40,75,1644
2018,46077,98,187,4681,97,191,4279
2018,46079,289,490,16505,1461,2512,96761
2018,46081,946,1654,64499,866,1420,45795
2018,46083,3133,5688,218488,2404,4352,165324
2018,46085,39,75,1038,57,118,2690
2018,46087,115,223,5531,132,272,6970
2018,46089,28,50,982,28,51,666
2018,46091,36,71,1680,82,159,3362
2018,46093,1510,3017,71885,1464,2932,65687
2018,46095,25,64,804,28,60,1125
2018,46097,26,53,1669,26,50,1374
2018,46099,6700,11674,415591,5693,10096,336990
2018,46101,122,248,7489,157,272,6984
2018,46102,167,358,4154,173,375,4720
2018,46103,4580,8230,299471,3802,7115,200917
2018,46105,31,50,98,49,74,3074
2018,46107,36,66,1513,33,65,3688
2018,46109,154,305,8732,172,324,8570
2018,46111,33,60,1519,50,98,2496
2018,46115,96,167,3375,132,228,7498
2018,46117,106,210,6309,95,163,3916
2018,46119,32,50,1442,25,42,1342
2018,46121,95,186,2301,146,315,4332
2018,46123,71,115,2454,103,180,4063
2018,46125,186,359,9916,198,348,9414
2018,46127,646,1192,54672,528,923,49783
2018,46129,78,154,3107,134,271,8246
2018,46135,577,1005,29451,543,1001,23141
2018,46137,23,47,610,26,58,-139
2018,47001,2457,4804,124691,2280,4145,125795
2018,47003,1258,2592,61501,1141,2242,47456
2018,47005,313,614,12771,349,715,11301
2018,47007,305,678,13231,265,544,9893
2018,47009,3724,7173,244533,3005,5527,149954
2018,47011,2666,5358,123531,2269,4468,109474
2018,47013,704,1382,35568,661,1337,26037
2018,47015,414,863,18671,342,682,14114
2018,47017,644,1316,23120,654,1304,25011
2018,47019,1474,2746,59117,1370,2591,48756
2018,47021,1421,2565,77876,1250,2376,65318
2018,47023,468,1001,18725,331,701,12940
2018,47025,647,1272,28595,538,1023,21329
2018,47027,119,249,4638,146,310,5653
2018,47029,813,1565,30570,642,1253,21432
2018,47031,1766,3543,80489,1513,3005,66533
2018,47033,277,566,9970,321,672,13705
2018,47035,1684,3127,106197,1264,2331,58544
2018,47037,26618,40176,1955813,27169,47259,1740008
2018,47039,206,463,8971,234,476,7571
2018,47041,603,1234,30563,457,887,18204
2018,47043,1527,3041,75337,1387,2686,61864
2018,47045,699,1519,26719,738,1548,33065
2018,47047,1457,2907,101895,1139,2301,70969
2018,47049,437,873,20358,247,493,9372
2018,47051,1065,2081,58580,929,1735,41796
2018,47053,1129,2428,50895,1120,2400,48905
2018,47055,691,1437,32221,627,1238,25720
2018,47057,614,1216,28720,502,1034,18585
2018,47059,1308,2612,67683,1152,2191,44787
2018,47061,240,495,10434,229,488,10128
2018,47063,1496,2997,59777,1319,2603,55907
2018,47065,8910,16311,593838,7752,14252,460465
2018,47067,83,172,3446,119,230,3714
2018,47069,417,863,15221,415,844,15694
2018,47071,515,1060,25510,495,1017,22723
2018,47073,1402,2759,59916,1233,2468,50662
2018,47075,342,708,11636,348,707,11411
2018,47077,528,1084,21358,512,989,17840
2018,47079,723,1421,32488,630,1227,26149
2018,47081,727,1447,29193,584,1199,22713
2018,47083,164,320,7291,151,307,5511
2018,47085,437,847,19116,342,686,15343
2018,47087,300,662,12703,289,561,9724
2018,47089,1941,3895,103295,1657,3208,70612
2018,47091,321,622,18513,240,438,9744
2018,47093,12203,21978,724349,10856,19517,608407
2018,47095,74,164,2251,102,221,3770
2018,47097,395,850,13355,473,957,18913
2018,47099,806,1667,33673,663,1328,26526
2018,47101,316,674,13111,249,494,10856
2018,47103,787,1649,37244,637,1272,26149
2018,47105,1947,3792,158765,1526,2893,91678
2018,47107,1312,2633,55375,1104,2210,45035
2018,47109,508,1058,21118,525,1102,20413
2018,47111,621,1270,23930,506,1071,16198
2018,47113,2367,4624,107734,2428,4792,130074
2018,47115,606,1245,33299,571,1103,30489
2018,47117,1076,2093,59016,849,1693,38037
2018,47119,3843,7420,251919,2861,5685,156354
2018,47121,412,798,19236,368,762,15611
2018,47123,1240,2457,75812,960,1917,45171
2018,47125,10050,21802,454121,8901,19657,411491
2018,47127,175,354,8408,205,397,10194
2018,47129,403,838,15760,378,790,15512
2018,47131,626,1263,36932,608,1263,22748
2018,47133,598,1226,26122,463,917,15762
2018,47135,180,345,6090,170,324,6410
2018,47137,130,231,8645,79,143,2968
2018,47139,453,901,22113,443,910,22475
2018,47141,2300,4302,107831,1994,3615,84418
2018,47143,745,1545,37890,634,1270,25379
2018,47145,1526,3060,84199,1320,2562,67684
2018,47147,2287,4422,122324,2049,3987,103818
2018,47149,11213,21632,560639,9781,18055,501899
2018,47151,225,460,8517,203,402,6453
2018,47153,381,790,18824,308,634,13574
2018,47155,3094,5895,157576,2849,5380,117081
2018,47157,14949,28373,852762,16299,31543,1106508
2018,47159,567,1166,25758,437,906,17231
2018,47161,378,776,15911,311,632,14649
2018,47163,3888,7287,201132,3306,6262,160814
2018,47165,6821,13464,433986,5289,9919,281079
2018,47167,1411,2949,71131,1344,2765,60789
2018,47169,344,729,16135,275,548,10421
2018,47171,416,806,21285,374,691,16034
2018,47173,585,1212,29278,474,1026,18570
2018,47175,165,329,6437,117,230,5646
2018,47177,839,1679,34400,676,1273,25760
2018,47179,3916,7230,210861,3774,6764,193311
2018,47181,240,481,8667,224,454,9181
2018,47183,684,1373,25758,751,1413,26855
2018,47185,759,1520,32814,558,1094,19101
2018,47187,8960,19198,1103780,7282,13888,735471
2018,47189,5582,10966,387535,4292,8115,274681
2018,48001,1139,2283,58669,1089,2233,45645
2018,48003,503,1194,33296,414,892,28973
2018,48005,1496,3120,71287,1650,3355,72907
2018,48007,1043,2048,64515,858,1680,49120
2018,48009,196,398,12468,228,442,12016
2018,48011,57,126,2654,50,117,3477
2018,48013,1488,3355,73789,1276,2782,60855
2018,48015,744,1483,84831,809,1582,42693
2018,48017,90,231,3977,129,309,4679
2018,48019,831,1579,59769,616,1104,32919
2018,48021,3071,6354,160213,2430,4755,116229
2018,48023,64,138,3727,65,144,2804
2018,48025,566,1181,27478,605,1236,32134
2018,48027,15614,33300,685097,13789,30023,634914
2018,48029,40521,80376,2459648,37427,74162,2427058
2018,48031,438,817,36908,340,686,35898
2018,48035,545,1108,30673,485,1013,24254
2018,48037,2109,4342,106501,2205,4494,104098
2018,48039,10402,21346,655730,9216,18465,639726
2018,48041,5672,10256,363516,6459,10890,343903
2018,48043,340,619,17334,335,612,16865
2018,48045,23,66,1501,23,50,537
2018,48047,99,221,3797,135,317,5254
2018,48049,808,1668,42592,870,1666,42575
2018,48051,449,950,25570,438,884,21278
2018,48053,1800,3575,259887,1501,2858,134201
2018,48055,1409,3110,68329,1332,2793,58253
2018,48057,420,836,28305,577,1120,28385
2018,48059,431,883,19854,366,769,16448
2018,48061,4626,9723,227021,5266,10873,240901
2018,48063,283,664,13829,298,665,14204
2018,48065,157,346,8517,159,331,7300
2018,48067,642,1376,32164,625,1326,24476
2018,48069,94,251,4236,174,386,4080
2018,48071,1752,4015,124247,1222,2585,82128
2018,48073,1048,2230,55188,969,2037,41788
2018,48075,129,272,5805,102,182,4349
2018,48077,261,543,12596,241,503,11590
2018,48079,59,124,2464,55,127,3321
2018,48081,95,207,4810,95,189,4479
2018,48083,144,283,5738,201,386,7789
2018,48085,40730,81490,3388369,35325,66570,3040292
2018,48087,36,71,1626,43,84,1509
2018,48089,409,831,18308,468,885,24693
2018,48091,8236,16680,690143,5204,9873,374490
2018,48093,322,716,15813,281,591,12016
2018,48095,74,154,4566,59,120,2557
2018,48097,1235,2542,79164,1110,2164,56879
2018,48099,3817,9070,152692,3476,8631,144232
2018,48103,103,247,6039,104,198,6394
2018,48105,62,153,3897,61,146,3082
2018,48107,150,350,5425,151,350,6016
2018,48109,38,73,1547,62,118,3167
2018,48111,215,512,8639,273,616,15157
2018,48113,66823,115066,5062462,74289,138231,5473489
2018,48115,268,639,12049,220,487,12586
2018,48117,311,685,10758,369,821,12191
2018,48119,132,252,5868,123,259,4486
2018,48121,40075,78429,3257159,29521,54239,2355294
2018,48123,442,972,26436,439,959,30888
2018,48125,36,84,2023,41,115,1796
2018,48127,133,282,8499,197,427,12356
2018,48129,58,125,3244,66,117,2018
2018,48131,177,409,7091,197,408,8193
2018,48133,428,887,28813,401,808,17174
2018,48135,5082,10431,273490,4268,8936,341858
2018,48137,43,88,2909,42,92,1978
2018,48139,6514,13938,415717,4633,9426,295726
2018,48141,14591,32277,679535,15279,33644,774445
2018,48143,1210,2335,69398,1144,2122,52137
2018,48145,341,766,15241,399,845,14511
2018,48147,936,1952,51344,869,1831,38850
2018,48149,540,1095,41746,548,1034,29978
2018,48151,71,142,4336,87,183,4782
2018,48153,90,199,3436,132,268,5067
2018,48157,24067,52878,1809342,19226,39245,1622132
2018,48159,312,703,19028,296,659,12395
2018,48161,470,1007,25690,478,1051,25026
2018,48163,247,534,10948,321,668,16177
2018,48165,425,1160,24237,376,893,26300
2018,48167,10008,19458,727412,8758,16380,584139
2018,48169,91,186,3498,100,216,4221
2018,48171,795,1493,86285,691,1195,65488
2018,48173,36,78,2370,30,77,2667
2018,48175,187,376,15919,170,343,12062
2018,48177,407,841,21981,401,868,19853
2018,48179,440,918,19762,448,1015,23533
2018,48181,3875,7901,233750,3085,6045,170972
2018,48183,3640,7428,175555,3635,7404,186311
2018,48185,880,1925,53807,639,1285,36233
2018,48187,6991,15043,417956,6037,12705,366198
2018,48189,573,1253,23605,731,1561,30827
2018,48191,48,105,1514,64,140,2389
2018,48193,247,532,15788,219,467,11717
2018,48195,54,141,3257,104,216,5033
2018,48197,65,150,2785,68,126,2345
2018,48199,1452,3060,88424,1348,2787,77753
2018,48201,79484,148696,5334668,86601,171417,6948732
2018,48203,1769,3835,99672,1762,3746,103806
2018,48205,147,327,7340,151,381,9458
2018,48207,121,265,7354,130,266,5059
2018,48209,10142,19034,729190,8320,14278,545691
2018,48211,47,106,2206,80,186,4612
2018,48213,2466,4976,133973,2066,4104,106955
2018,48215,6790,14367,307060,7532,15851,340379
2018,48217,1057,2193,55964,946,1932,44728
2018,48219,483,1034,22617,537,1106,22830
2018,48221,2473,4976,193949,1772,3508,114132
2018,48223,870,1794,41230,746,1572,32769
2018,48225,402,847,22474,422,861,23700
2018,48227,869,1815,49583,844,1709,60169
2018,48229,74,158,2886,63,137,2649
2018,48231,3188,6672,169277,2717,5418,126483
2018,48233,399,837,19178,419,900,23410
2018,48235,43,90,2609,46,89,2841
2018,48237,210,448,11875,176,355,8494
2018,48239,319,685,15554,318,692,20076
2018,48241,716,1473,39253,783,1689,35734
2018,48243,67,123,3871,49,83,2176
2018,48245,4473,8957,231799,5119,10149,303136
2018,48247,77,152,2939,74,170,3165
2018,48249,708,1490,31083,835,1788,44119
2018,48251,6014,12933,359007,4873,10082,263275
2018,48253,507,1160,23809,378,801,15491
2018,48255,236,512,12041,275,549,22933
2018,48257,6343,14253,351258,4232,9039,235360
2018,48259,1915,4074,250670,1442,2852,134331
2018,48263,21,52,972,0,0,0
2018,48265,1550,2912,123445,1379,2463,76076
2018,48267,103,204,6109,89,185,3518
2018,48271,71,145,3985,76,165,3585
2018,48273,751,1516,31518,1012,1869,47062
2018,48275,73,157,2809,71,151,2955
2018,48277,969,1983,39757,879,1720,39233
2018,48279,214,474,8470,296,632,12398
2018,48281,805,1726,42866,634,1349,28903
2018,48283,101,211,4525,124,256,5850
2018,48285,454,957,30621,434,891,21861
2018,48287,423,841,23313,354,696,18220
2018,48289,409,856,24653,435,911,19918
2018,48291,2877,7002,132672,2260,4940,114755
2018,48293,534,1147,28485,497,1060,20469
2018,48295,29,70,1496,84,201,5803
2018,48297,275,602,15684,250,483,15994
2018,48299,832,1583,81085,658,1210,63900
2018,48303,6615,12636,381449,6558,11923,336702
2018,48305,178,453,11673,140,311,6911
2018,48307,205,413,10779,225,466,10515
2018,48309,5314,10499,285994,4974,9448,256105
2018,48313,256,514,12197,301,609,12689
2018,48315,248,507,11568,255,487,9889
2018,48317,125,298,10139,160,333,22726
2018,48319,102,200,7575,78,161,3534
2018,48321,761,1595,40563,804,1648,44907
2018,48323,701,1473,27243,784,1742,35957
2018,48325,1336,2925,86309,1265,2564,69893
2018,48327,43,83,2827,52,111,2631
2018,48329,6386,12733,547002,5931,12345,640442
2018,48331,574,1189,28307,654,1331,29378
2018,48333,96,199,5543,109,218,5030
2018,48335,170,363,7667,149,305,9208
2018,48337,562,1185,33520,491,1005,29125
2018,48339,20489,43051,1720269,15730,31226,1399865
2018,48341,484,1053,19229,652,1370,28042
2018,48343,370,791,15247,329,688,13313
2018,48347,1306,2562,57911,1491,2819,60935
2018,48349,1252,2709,71732,1115,2260,50699
2018,48351,284,637,14720,308,680,17137
2018,48353,304,631,13644,365,752,17991
2018,48355,6970,13585,397659,7619,14388,447031
2018,48357,156,356,6824,209,480,12756
2018,48359,65,146,2383,55,123,3303
2018,48361,1797,3743,93897,1801,3680,97219
2018,48363,816,1715,48442,751,1509,35529
2018,48365,461,998,36720,499,1033,24024
2018,48367,5680,12347,468533,4225,8510,293616
2018,48369,175,403,7688,208,450,6283
2018,48371,343,735,19242,358,758,21122
2018,48373,2866,5836,235493,2126,4237,136217
2018,48375,3630,7132,192771,4182,8590,182883
2018,48377,148,349,5552,219,539,11075
2018,48379,392,826,28122,328,677,14886
2018,48381,4847,9882,252124,4564,8829,278777
2018,48383,96,240,4847,98,200,5637
2018,48385,91,191,6566,93,189,4767
2018,48387,275,598,13349,303,597,11086
2018,48389,511,1087,31523,350,729,23656
2018,48391,130,267,8680,152,294,8791
2018,48395,395,857,23383,420,888,19918
2018,48397,4631,10319,383876,3472,7039,271338
2018,48399,211,453,11208,195,393,9394
2018,48401,1211,2608,65647,1219,2561,62266
2018,48403,266,517,17936,232,476,12719
2018,48405,163,325,7151,168,350,7281
2018,48407,915,2066,46893,792,1619,36374
2018,48409,2263,4673,120037,2170,4471,137288
2018,48411,108,228,6460,120,239,5363
2018,48413,54,88,2662,54,114,3328
2018,48415,309,655,17816,338,653,18230
2018,48417,79,176,3818,73,134,3553
2018,48419,409,892,17740,467,976,17643
2018,48421,48,106,2079,64,151,3480
2018,48423,5761,11521,369531,5325,10163,283665
2018,48425,273,588,17934,221,441,12937
2018,48427,503,1140,18728,673,1561,27128
2018,48429,132,265,5927,164,307,6052
2018,48431,39,105,2017,41,95,2401
2018,48433,21,44,985,21,42,1568
2018,48435,62,131,2589,79,189,5178
2018,48437,127,277,4628,131,260,5688
2018,48439,53065,102195,3517924,51284,99038,3535613
2018,48441,3889,7790,217015,3991,8076,224290
2018,48445,208,461,9147,242,534,11403
2018,48447,46,92,2606,24,55,1168
2018,48449,665,1443,29234,708,1484,31649
2018,48451,3272,6458,174070,3338,6279,155603
2018,48453,49751,79744,4481965,43763,74681,3372251
2018,48455,408,881,18582,396,840,14678
2018,48457,463,1034,24778,379,751,17594
2018,48459,1291,2875,65226,1133,2423,50687
2018,48461,73,179,3747,98,226,7885
2018,48463,518,1015,26813,536,1123,29880
2018,48465,1050,2223,54179,1214,2523,72446
2018,48467,1648,3520,96433,1345,2746,63285
2018,48469,1777,3587,102741,1856,3598,105191
2018,48471,1874,3490,94254,2047,3519,89347
2018,48473,2125,4861,159387,1567,3246,97934
2018,48475,445,966,26068,353,741,26904
2018,48477,885,1685,54739,811,1543,50918
2018,48479,2060,4302,95476,2643,5680,130250
2018,48481,693,1449,34007,782,1575,34778
2018,48483,72,142,3121,130,264,7159
2018,48485,3077,6216,149912,3362,6417,155990
2018,48487,275,536,10373,274,542,14231
2018,48489,246,556,9997,262,543,9548
2018,48491,26644,51444,2021293,18902,34524,1245795
2018,48493,1524,3385,108445,1276,2542,79398
2018,48495,285,586,18866,194,437,12241
2018,48497,2453,5292,161445,1881,3896,103988
2018,48499,1410,2906,78409,1100,2148,49689
2018,48501,153,341,7350,149,341,9649
2018,48503,382,764,19153,367,738,18132
2018,48505,121,246,4194,141,321,5576
2018,48507,150,341,5894,158,352,5090
2018,49001,137,338,6968,142,300,6646
2018,49003,1489,3508,76949,1216,2749,62437
2018,49005,2829,6094,160496,3432,6964,163895
2018,49007,392,882,16710,391,807,16772
2018,49011,10298,22642,608728,10045,21721,648581
2018,49013,377,894,17189,446,1083,21411
2018,49015,196,461,8319,186,408,7245
2018,49017,122,266,7735,110,225,5991
2018,49019,409,619,17212,356,593,13499
2018,49021,1692,3633,82557,1430,2985,59005
2018,49023,287,752,13998,256,611,12694
2018,49025,261,507,13220,223,396,9946
2018,49027,216,588,10245,221,486,10146
2018,49029,306,833,29972,276,633,19485
2018,49031,32,90,1298,25,52,979
2018,49033,34,91,2651,62,165,3361
2018,49035,25013,45001,1615169,25017,49765,1679398
2018,49037,335,758,14460,295,673,12327
2018,49039,592,1506,30494,553,1332,22490
2018,49041,421,979,20353,438,933,24197
2018,49043,1790,3196,418106,1784,3032,198981
2018,49045,2374,5602,145719,1822,4063,95095
2018,49047,676,1571,32767,687,1651,39373
2018,49049,13366,30180,869718,13119,29354,779226
2018,49051,1346,2970,180672,1047,2100,85238
2018,49053,5741,12337,450708,3868,7961,216174
2018,49055,41,97,3567,46,96,1991
2018,49057,7084,14583,384638,6523,13612,336480
2018,50001,938,1456,52880,1008,1553,55890
2018,50003,808,1311,59158,824,1367,60528
2018,50005,641,1034,31495,716,1175,30954
2018,50007,4335,6355,284098,4848,7272,304112
2018,50009,146,263,6057,174,314,5797
2018,50011,1164,1910,59724,1088,1781,55538
2018,50013,306,527,23221,288,470,15938
2018,50015,802,1227,56067,781,1196,41822
2018,50017,922,1556,44473,834,1367,40212
2018,50019,524,894,27701,497,821,26355
2018,50021,1160,1762,61748,1226,1879,62243
2018,50023,1587,2442,90198,1651,2523,92605
2018,50025,1113,1669,59819,1259,1922,67479
2018,50027,1753,2791,121614,1823,2874,143967
2018,51001,696,1279,35116,739,1374,30965
2018,51003,4262,7523,386522,4272,7329,327389
2018,51005,315,599,13370,311,546,13237
2018,51007,345,683,15963,344,605,15272
2018,51009,726,1401,31814,778,1441,31897
2018,51011,347,723,18439,322,608,13195
2018,51013,15887,22176,1381163,18023,26425,1974624
2018,51015,2059,3845,102511,1918,3574,90804
2018,51017,90,154,3361,133,223,6631
2018,51019,2220,4372,163021,2164,4071,125896
2018,51021,119,237,5849,111,212,4295
2018,51023,943,1821,59519,908,1608,51210
2018,51025,301,593,21758,328,662,14347
2018,51027,179,419,6497,275,562,9828
2018,51029,312,636,13026,287,561,11881
2018,51031,1621,3081,69182,1746,3372,77007
2018,51033,1056,2041,52396,1021,2038,50302
2018,51035,576,1134,23261,506,950,20245
2018,51036,185,328,8280,165,311,9948
2018,51037,198,386,10649,250,478,9178
2018,51041,11440,22204,722375,9863,18252,617949
2018,51043,522,956,39436,473,826,33034
2018,51045,89,187,4074,105,183,4496
2018,51047,1523,3050,96557,1300,2496,78125
2018,51049,327,642,15025,277,500,11659
2018,51051,145,286,4698,171,355,5803
2018,51053,783,1498,34435,795,1550,32514
2018,51057,306,580,17932,280,528,22130
2018,51059,38365,69295,3623315,43309,79694,4350418
2018,51061,2390,4666,197058,2346,4389,183537
2018,51063,336,599,18220,294,560,13039
2018,51065,927,1706,60641,753,1369,42467
2018,51067,1161,2251,88574,1116,2047,62506
2018,51069,3079,5869,210745,2635,4825,157094
2018,51071,326,611,14710,308,593,14420
2018,51073,1055,2029,56613,1064,2006,57956
2018,51075,1022,1858,123753,772,1363,75498
2018,51077,311,616,14886,303,567,10609
2018,51079,714,1390,38926,551,1044,34074
2018,51081,250,508,8196,254,535,8352
2018,51083,431,860,18042,488,923,21580
2018,51085,3221,6169,222923,2969,5047,201035
2018,51087,11926,20891,779759,11296,20534,781022
2018,51089,894,1751,31378,976,1860,36495
2018,51091,30,51,1791,29,56,2397
2018,51093,1339,2732,88008,1159,2226,72563
2018,51095,3123,6082,253197,2857,5216,218861
2018,51097,189,362,9896,193,389,8003
2018,51099,963,1988,60761,982,1946,59315
2018,51101,593,1086,32287,476,910,24649
2018,51103,296,521,27028,253,461,16442
2018,51105,203,436,6127,289,584,10780
2018,51107,14094,28103,1465406,12590,24562,1370934
2018,51109,1261,2438,91552,969,1816,57654
2018,51111,219,453,9692,229,416,7663
2018,51113,332,666,18397,314,572,14319
2018,51115,232,449,16428,185,333,8742
2018,51117,606,1208,32097,556,1045,25129
2018,51119,289,524,18493,280,484,14138
2018,51121,2391,4053,136507,2950,4704,163162
2018,51125,365,639,24118,391,715,27574
2018,51127,980,1895,104202,748,1372,69173
2018,51131,305,523,21612,266,510,11433
2018,51133,364,676,26431,321,591,17370
2018,51135,279,546,11014,318,609,11947
2018,51137,1422,2762,89605,1242,2396,75653
2018,51139,478,853,21000,384,713,18223
2018,51141,293,581,13129,296,545,11423
2018,51143,1157,2212,47784,1177,2141,44651
2018,51145,954,1904,85867,771,1375,54770
2018,51147,504,936,23108,475,899,17912
2018,51149,1713,4116,83727,1734,4125,85434
2018,51153,16885,33855,1086154,17223,34314,1254889
2018,51155,719,1258,33567,641,1163,31307
2018,51157,214,379,15302,201,339,13307
2018,51159,181,413,7895,214,414,8053
2018,51161,3474,6324,189453,3322,5994,197371
2018,51163,564,1072,35705,529,967,26479
2018,51165,2035,3831,108068,1845,3382,93380
2018,51167,326,686,12759,379,739,16136
2018,51169,298,649,10931,301,592,10994
2018,51171,1194,2208,60942,1110,1973,50412
2018,51173,358,659,13549,390,757,13985
2018,51175,384,818,15747,406,823,17544
2018,51177,5124,10146,314127,4491,8569,301897
2018,51179,6703,14784,443999,5938,12316,412131
2018,51181,127,252,5954,185,375,7891
2018,51183,256,493,9634,306,602,11299
2018,51185,584,1179,23512,594,1174,33539
2018,51187,1335,2493,78264,1250,2326,74717
2018,51191,1087,2102,53399,1087,2004,63530
2018,51193,679,1276,41209,513,977,28210
2018,51195,457,881,14716,595,1205,23323
2018,51197,475,873,19708,479,884,19488
2018,51199,3463,7883,224078,3235,7042,210568
2018,53001,327,786,14795,432,961,25579
2018,53003,766,1392,37487,739,1324,37184
2018,53005,5787,11688,337496,5077,10179,319509
2018,53007,2492,4586,183944,2302,4200,136893
2018,53009,2234,3766,165957,1641,2823,101823
2018,53011,14055,25404,1053398,11269,20673,840479
2018,53013,96,177,4853,104,187,4626
2018,53015,3027,5901,168118,2494,4804,136538
2018,53017,1441,2883,83686,1364,2661,75672
2018,53019,193,368,10820,185,373,7578
2018,53021,2849,6067,148390,2630,5703,131045
2018,53023,61,114,3099,34,61,1432
2018,53025,1957,3860,101559,1769,3584,88265
2018,53027,2043,3741,108770,1491,2672,83299
2018,53029,4071,7515,277568,3589,6997,209840
2018,53031,1287,2090,112440,909,1448,58570
2018,53033,63651,98410,5588643,60749,102663,6389563
2018,53035,9635,17796,720934,8648,16343,560291
2018,53037,1558,2633,133475,1507,2424,80000
2018,53039,767,1403,57697,590,1041,31235
2018,53041,2355,4700,127158,1898,3476,88369
2018,53043,341,699,21782,261,463,12447
2018,53045,2354,4293,142068,1777,3225,92899
2018,53047,925,1780,52217,813,1574,40432
2018,53049,790,1407,53917,581,1012,37769
2018,53051,474,964,29370,350,642,16530
2018,53053,28916,55373,1847111,26531,50721,1565321
2018,53055,641,1001,77037,468,735,42821
2018,53057,3819,6645,272563,3054,5395,181496
2018,53059,385,685,27439,326,566,20183
2018,53061,22817,40042,1730926,20862,37178,1509234
2018,53063,12005,21911,705042,9989,18041,558253
2018,53065,1390,2792,81286,1125,2194,58020
2018,53067,10783,20884,624093,9397,17871,550171
2018,53069,161,303,11527,117,201,5499
2018,53071,1428,2641,88509,1406,2505,75465
2018,53073,5571,9130,370911,4835,7556,256354
2018,53075,1415,2241,67471,1928,3006,88918
2018,53077,3170,6053,153246,3449,6540,161418
2018,54001,250,485,9074,247,453,8934
2018,54003,3546,6732,180056,2795,5211,141633
2018,54005,212,412,8826,334,706,14276
2018,54007,137,269,5732,200,395,7466
2018,54009,445,803,17156,500,904,24081
2018,54011,1887,3349,89931,2241,4007,108824
2018,54013,50,108,1888,83,183,3785
2018,54015,85,185,3072,129,297,5043
2018,54017,97,206,4062,122,234,5327
2018,54019,654,1248,25727,729,1369,31211
2018,54021,92,157,3415,125,226,4600
2018,54023,167,295,5947,178,331,6932
2018,54025,584,1074,26422,650,1155,30378
2018,54027,421,828,18854,450,851,18802
2018,54029,646,1194,25700,669,1197,29406
2018,54031,259,497,10493,281,536,11169
2018,54033,1229,2165,62904,1229,2298,69810
2018,54035,375,735,16612,441,793,19952
2018,54037,1729,3288,116713,1586,3009,102301
2018,54039,2712,4877,121141,3406,6118,193770
2018,54041,281,498,12345,315,608,13470
2018,54043,245,500,10444,277,576,11389
2018,54045,269,574,10198,375,766,16304
2018,54047,127,279,3682,253,570,9028
2018,54049,1061,1854,47759,1109,1955,55254
2018,54051,524,917,23248,613,1147,32776
2018,54053,329,656,13118,381,735,16258
2018,54055,809,1502,29631,920,1716,35611
2018,54057,438,825,19533,457,830,19595
2018,54059,218,442,7431,331,696,11748
2018,54061,2634,4305,166557,3046,4839,176038
2018,54063,207,416,8138,202,402,7383
2018,54065,425,807,24471,437,802,18555
