Year,GEOID,Inflow_Household,Inflow_Individual,Inflow_AGI,Outflow_Household,Outflow_Individual,Outflow_AGI
2017,01001,1925,4386,100564,1888,4179,99955
2017,01003,6818,13693,491043,4609,8640,238893
2017,01005,389,839,15215,445,914,16473
2017,01007,376,856,15189,450,954,18686
2017,01009,1211,2482,52661,1148,2459,51327
2017,01011,180,400,5131,175,373,5388
2017,01013,287,625,11470,341,708,11655
2017,01015,2153,4284,85119,2333,4520,94110
2017,01017,785,1578,27038,792,1602,33311
2017,01019,554,1178,28923,441,935,17422
2017,01021,868,1878,37423,782,1670,31426
2017,01023,160,306,6056,185,401,7378
2017,01025,339,758,13919,372,782,15156
2017,01027,250,554,10108,273,566,10205
2017,01029,296,616,12231,304,679,11583
2017,01031,1841,4045,90762,1815,4002,93905
2017,01033,1310,2563,58281,1132,2241,48151
2017,01035,182,375,6471,252,546,8281
2017,01037,288,628,11927,293,593,10977
2017,01039,601,1348,24234,575,1202,23405
2017,01041,278,603,10806,267,558,9794
2017,01043,1490,3109,77215,1326,2638,57170
2017,01045,2170,4984,94792,2269,5347,102323
2017,01047,396,808,13982,728,1521,29459
2017,01049,1139,2440,42618,1199,2586,47723
2017,01051,2459,5034,120603,2187,4506,100134
2017,01053,634,1348,24381,661,1412,25911
2017,01055,1795,3806,76285,1675,3332,64519
2017,01057,300,697,11608,292,613,11361
2017,01059,508,1185,19713,600,1320,22586
2017,01061,587,1331,24270,535,1095,22327
2017,01063,144,271,4688,135,292,4423
2017,01065,293,614,12272,351,741,12970
2017,01067,441,952,18723,403,823,15874
2017,01069,2652,5466,118412,2672,5596,115264
2017,01071,895,1959,43330,890,1819,38548
2017,01073,12207,22400,737503,13629,25833,870315
2017,01075,203,447,7785,209,429,7735
2017,01077,1738,3289,85208,1796,3390,81278
2017,01079,558,1221,22576,612,1208,22502
2017,01081,4683,9563,269264,4706,8895,221088
2017,01083,3100,6669,201811,2125,4525,140568
2017,01085,254,553,9619,291,619,10278
2017,01087,336,667,11425,419,872,13670
2017,01089,9684,19465,583495,8260,15986,495996
2017,01091,322,649,11895,393,846,17647
2017,01093,591,1256,21494,542,1150,19862
2017,01095,2032,4248,93034,1907,3893,75711
2017,01097,5384,10272,249109,6050,11749,308523
2017,01099,271,604,11819,342,729,15260
2017,01101,4639,9507,232931,5533,11217,315066
2017,01103,2531,5146,111968,2215,4377,96718
2017,01105,127,259,4553,172,364,4890
2017,01107,235,522,9422,295,611,11397
2017,01109,599,1213,20715,754,1434,25969
2017,01111,478,1036,25455,412,886,22063
2017,01113,2605,5810,98118,2386,5385,90500
2017,01115,2449,4873,130090,2139,4318,108142
2017,01117,6554,12842,419442,6059,11675,421656
2017,01119,176,349,6070,212,415,6952
2017,01121,1661,3416,70022,1638,3303,72932
2017,01123,936,1980,55021,871,1748,41928
2017,01125,3686,7016,187622,3914,7093,184222
2017,01127,987,2064,41789,907,1815,38323
2017,01129,277,626,12248,305,649,12782
2017,01131,166,387,5865,208,437,5975
2017,01133,471,1022,24820,486,979,21091
2017,04001,1737,4047,62721,1750,4017,60646
2017,04003,4014,8367,195135,3694,7761,194275
2017,04005,4479,7672,270112,4959,8385,247737
2017,04007,1477,2750,87616,1215,2387,58993
2017,04009,668,1634,27533,558,1257,30940
2017,04011,218,520,10433,252,572,16302
2017,04012,604,1110,27028,487,923,19477
2017,04013,88231,165435,6573244,67741,126695,4328950
2017,04015,7087,13006,408188,4993,9480,209302
2017,04017,3024,6456,141791,2405,5021,106421
2017,04019,21813,39680,1426356,18183,33247,1047202
2017,04021,16547,34155,911743,11620,24063,619118
2017,04023,901,1858,48370,968,2073,37680
2017,04025,8607,15281,606970,5957,10377,303569
2017,04027,4436,9225,206184,4238,8912,200681
2017,05001,270,545,10647,329,668,12397
2017,05003,251,524,9606,287,597,10739
2017,05005,1165,2295,55850,926,1713,34661
2017,05007,9356,19327,571782,7237,14881,511876
2017,05009,850,1739,33112,838,1676,32970
2017,05011,176,375,5337,171,371,6381
2017,05013,85,198,3226,85,172,2903
2017,05015,696,1358,31911,650,1292,23117
2017,05017,175,391,7136,209,461,6815
2017,05019,473,968,15490,527,1050,19698
2017,05021,277,605,9341,327,698,11052
2017,05023,666,1372,34618,590,1208,24650
2017,05025,163,347,6393,172,370,6624
2017,05027,343,704,12197,410,795,16416
2017,05029,468,981,19374,421,879,17130
2017,05031,2645,5505,112980,2526,5015,106905
2017,05033,1566,3272,61020,1445,3042,53766
2017,05035,938,1979,46137,1114,2353,44482
2017,05037,276,614,11718,393,846,14888
2017,05039,141,301,4990,148,328,5252
2017,05041,203,462,6245,281,623,9334
2017,05043,362,779,13851,429,893,16364
2017,05045,3154,6116,140359,3095,5887,137232
2017,05047,393,861,15118,423,873,14324
2017,05049,352,791,13347,239,492,7263
2017,05051,2530,4796,126788,2219,4069,110569
2017,05053,430,914,18874,395,829,16115
2017,05055,1014,2198,35199,923,2015,40080
2017,05057,352,768,12551,407,903,15574
2017,05059,753,1602,29374,717,1429,26088
2017,05061,248,549,9046,291,611,10716
2017,05063,775,1641,31795,691,1437,29260
2017,05065,337,711,13064,282,614,9896
2017,05067,326,695,10000,291,627,10427
2017,05069,1060,2148,35826,1476,2998,55257
2017,05071,555,1168,20700,512,1057,18976
2017,05073,137,292,4472,154,337,4780
2017,05075,327,690,10112,405,862,12684
2017,05077,145,319,3706,169,355,4454
2017,05079,177,379,5701,195,449,7538
2017,05081,270,555,10176,240,515,9330
2017,05083,451,955,15740,441,915,15315
2017,05085,2316,5061,101804,2176,4687,103437
2017,05087,408,898,17487,392,801,15007
2017,05089,533,1086,25242,432,921,16875
2017,05091,1154,2363,42971,1330,2749,50129
2017,05093,590,1336,20854,899,1972,35899
2017,05095,143,293,5265,176,390,5430
2017,05097,182,371,10323,159,324,5721
2017,05099,176,371,5651,213,470,7568
2017,05101,175,384,6383,183,404,6952
2017,05103,380,789,15103,461,969,18552
2017,05105,252,540,10356,193,380,7327
2017,05107,195,429,9783,346,732,10854
2017,05109,170,349,7251,216,464,7531
2017,05111,441,931,13612,513,1126,19180
2017,05113,343,720,14719,354,761,13073
2017,05115,1342,2786,60182,1351,2652,54437
2017,05117,130,276,4795,173,391,6064
2017,05119,9236,17105,430216,10704,20637,564337
2017,05121,435,954,14846,347,747,14223
2017,05123,415,860,12020,519,1137,18146
2017,05125,3517,7148,180093,2999,5974,155016
2017,05127,189,436,7473,216,427,6808
2017,05129,151,319,6334,133,267,3396
2017,05131,3044,6100,121708,3127,6314,153990
2017,05133,235,537,8016,273,611,9513
2017,05135,530,1168,18910,473,1002,15579
2017,05137,255,533,9075,200,430,7043
2017,05139,609,1274,31284,723,1462,41026
2017,05141,396,828,19359,361,715,14315
2017,05143,6769,12944,377014,6325,12078,332130
2017,05145,1569,3310,61758,1681,3514,68805
2017,05147,103,207,3185,120,271,4304
2017,05149,456,948,17156,460,1028,16141
2017,06001,45864,76117,4434831,49635,87475,4750596
2017,06003,23,43,1877,49,68,1595
2017,06005,1119,2070,71015,911,1619,49443
2017,06007,4652,7993,235372,6247,10622,304738
2017,06009,1494,2834,116076,1273,2306,75460
2017,06011,367,791,18405,403,797,21069
2017,06013,28243,52207,2777893,29489,53314,2934471
2017,06015,577,1116,28615,533,974,24141
2017,06017,6429,12099,617910,5497,9418,420607
2017,06019,11407,23484,579135,11977,23760,632314
2017,06021,656,1344,27817,559,1125,22442
2017,06023,2563,3946,104319,2945,4704,130408
2017,06025,2238,5069,83986,2673,5968,116467
2017,06027,536,910,26817,483,803,28213
2017,06029,12019,26103,546539,11960,24979,677103
2017,06031,3200,6964,136878,3241,7089,158136
2017,06033,1545,2861,79905,1347,2444,65090
2017,06035,650,1276,29569,651,1251,35182
2017,06037,120440,190231,8511638,154210,277710,11436416
2017,06039,2845,6296,154806,2721,5757,130006
2017,06041,6820,11328,1401143,7162,11651,1074580
2017,06043,541,937,29406,579,975,27889
2017,06045,1782,3114,112445,1819,3243,104702
2017,06047,4658,10752,198361,4442,9356,197093
2017,06049,174,364,7340,210,411,12508
2017,06051,523,842,36746,526,886,26081
2017,06053,8057,15673,595097,9275,18041,867995
2017,06055,3396,5859,317158,3716,6531,303831
2017,06057,3436,5889,270648,2998,4910,204597
2017,06059,58396,101722,4863167,66496,119578,5333233
2017,06061,13923,26670,1180411,11421,20192,782704
2017,06063,601,1076,37497,509,848,24216
2017,06065,55724,113836,3363745,48974,96157,2874504
2017,06067,33378,59036,1904425,31738,57480,1974737
2017,06069,1910,4405,142750,1529,3103,109869
2017,06071,47926,98635,2300220,47252,95093,2453323
2017,06073,67893,118131,4650336,71198,131700,4891830
2017,06075,34695,43931,4234532,37668,55540,5557260
2017,06077,15000,32264,895331,13440,26928,768131
2017,06079,6547,11090,503181,6568,10763,422982
2017,06081,23794,37581,3500170,26450,45799,3976835
2017,06083,8098,13796,641186,9761,16732,701225
2017,06085,41828,67849,4644312,51481,94537,7270493
2017,06087,5944,9840,518792,6811,11365,532984
2017,06089,4010,7301,205471,3822,7016,203017
2017,06091,89,153,5479,70,129,3791
2017,06093,1069,1939,54925,963,1685,34321
2017,06095,12390,23450,746168,12055,22821,731834
2017,06097,8772,13891,701383,11194,18756,829442
2017,06099,9320,19614,458844,9340,18903,495180
2017,06101,2518,5184,107607,2437,5099,115705
2017,06103,1658,3375,80518,1386,2664,66719
2017,06105,249,452,10982,249,421,12485
2017,06107,5394,11735,239344,5713,12094,284343
2017,06109,1372,2449,89474,1228,2050,66550
2017,06111,15757,28615,1254039,17225,31749,1471512
2017,06113,5914,10152,357787,6737,11403,406766
2017,06115,2969,6398,133196,2698,5826,118629
2017,08001,21963,40653,1163226,20468,39621,1086773
2017,08003,523,1086,21542,484,932,20684
2017,08005,31510,55417,2048018,31237,55628,2080292
2017,08007,621,1084,55898,421,755,24108
2017,08009,63,116,2354,32,58,574
2017,08011,103,221,3635,70,149,2161
2017,08013,12885,20542,1083493,13312,20736,947711
2017,08014,5125,8617,381334,4751,8137,359012
2017,08015,892,1527,63657,648,1087,32864
2017,08017,-1,-1,-1,33,51,1052
2017,08019,505,772,36510,467,810,35249
2017,08021,120,264,4579,163,387,6645
2017,08023,53,125,2005,55,104,1506
2017,08025,86,168,3070,58,132,1663
2017,08027,245,447,19105,195,349,8278
2017,08029,929,1739,47151,751,1418,34145
2017,08031,44384,64883,3124332,40481,65765,2667509
2017,08033,36,77,1797,34,57,1615
2017,08035,16067,30602,1541931,12989,24576,1438525
2017,08037,2161,3297,257636,2283,3649,154653
2017,08039,1151,2475,95840,987,1931,71000
2017,08041,27445,55497,1517081,25403,51907,1376039
2017,08043,1388,2519,67811,1098,2070,47580
2017,08045,1969,3397,114708,1783,3156,103382
2017,08047,341,564,24651,276,444,17000
2017,08049,799,1312,55384,727,1136,46815
2017,08051,692,1081,49513,711,1100,39750
2017,08053,-1,-1,-1,-1,-1,-1
2017,08055,293,547,14498,203,377,8365
2017,08057,24,42,1073,22,43,754
2017,08059,27058,43552,1775195,25086,41947,1630334
2017,08061,29,67,1406,21,37,617
2017,08063,193,407,9878,178,363,7257
2017,08065,435,671,19875,343,564,14637
2017,08067,2004,3256,140391,1898,3148,112022
2017,08069,13283,22795,846664,12284,20210,682153
2017,08071,424,769,17664,351,651,14630
2017,08073,96,204,4231,94,183,3974
2017,08075,472,925,18814,478,946,49202
2017,08077,4179,7497,228083,3527,6396,175854
2017,08079,22,41,1256,-1,-1,-1
2017,08081,403,780,17196,395,814,21833
2017,08083,803,1498,41881,693,1262,30815
2017,08085,1323,2518,74152,1070,2050,48714
2017,08087,781,1620,37270,686,1389,31318
2017,08089,378,736,15130,409,810,16880
2017,08091,281,487,25546,199,363,18002
2017,08093,968,1737,66086,723,1326,44826
2017,08095,83,180,4060,109,219,4991
2017,08097,832,1200,181121,928,1308,85488
2017,08099,204,439,7013,234,463,9560
2017,08101,3752,7144,160602,3146,5880,143428
2017,08103,162,341,8816,175,365,9920
2017,08105,385,739,18403,377,800,15940
2017,08107,1055,1693,89085,1007,1529,66256
2017,08109,237,470,9174,189,367,6763
2017,08111,23,33,831,24,45,909
2017,08113,409,577,71277,381,586,31854
2017,08115,62,120,2056,30,60,1328
2017,08117,1787,2479,184291,1892,2732,118895
2017,08119,1294,2455,98442,1141,2179,63832
2017,08121,104,213,3863,75,159,3256
2017,08123,11695,23347,729652,8860,17462,520398
2017,08125,193,412,8539,214,457,8859
2017,09001,17929,31442,2869252,21235,35863,3017316
2017,09003,16087,27222,1047692,19061,31909,1470374
2017,09005,4402,7337,314180,4602,7437,358868
2017,09007,4785,7552,335377,4773,7619,391128
2017,09009,16063,26712,1020865,18310,30205,1319340
2017,09011,6076,10558,366859,6941,11878,453399
2017,09013,4270,7037,258702,4538,7324,320545
2017,09015,2654,4528,131072,2772,4602,146251
2017,10001,4862,9500,235413,4185,7966,200693
2017,10003,11086,19868,734691,11183,19718,817252
2017,10005,7045,12757,611792,4318,7427,233772
2017,12001,7827,13302,399171,8912,14601,445746
2017,12003,638,1384,29572,509,1066,20413
2017,12005,5727,10942,320155,7109,14128,405104
2017,12007,742,1441,28602,616,1245,24468
2017,12009,16934,31143,1147566,13796,24418,856882
2017,12011,48477,83725,3387475,51238,90846,3154298
2017,12013,270,592,8858,290,607,10963
2017,12015,8144,14351,614629,5791,9997,300628
2017,12017,5471,10094,319564,3760,6744,176255
2017,12019,8965,18429,529836,7908,15566,448768
2017,12021,12321,21950,2727095,10536,17955,966864
2017,12023,1944,3859,79545,1623,3189,63483
2017,12027,886,1720,40435,791,1524,30455
2017,12029,378,762,13557,281,552,9659
2017,12031,28682,51653,1636159,26620,49991,1543259
2017,12033,10211,18467,563282,10171,18529,516907
2017,12035,4698,8802,353956,3468,6178,165139
2017,12037,300,578,21491,209,400,16997
2017,12039,1091,2175,40002,1077,2123,36610
2017,12041,611,1299,25273,460,922,16637
2017,12043,416,836,17369,373,734,14790
2017,12045,434,843,30747,455,862,21783
2017,12047,299,638,11016,256,556,7703
2017,12049,499,1063,18125,579,1223,20545
2017,12051,1009,2165,38173,1150,2469,40697
2017,12053,7203,13812,339444,5202,9551,217213
2017,12055,3167,5816,139563,2539,4621,97897
2017,12057,43929,80973,2724138,39799,72694,2314898
2017,12059,461,1035,19636,428,888,15004
2017,12061,5750,10188,707436,4170,7161,254578
2017,12063,1018,2029,38688,1015,2062,35563
2017,12065,390,789,22139,352,689,14751
2017,12067,138,294,5136,152,314,4843
2017,12069,16295,30482,956851,11203,20437,535280
2017,12071,24236,42710,2365945,18787,32285,1213264
2017,12073,7786,13764,372634,8667,14282,397498
2017,12075,1453,2892,58281,1183,2353,45063
2017,12077,141,290,4354,136,295,4350
2017,12079,325,669,13034,308,601,13106
2017,12081,14773,26583,1252276,11227,19582,638817
2017,12083,11747,21603,599119,8384,15190,355566
2017,12085,5960,10245,1072959,5355,8966,393034
2017,12086,35859,60232,4309158,54277,96412,3320025
2017,12087,3500,5754,408486,4183,6807,299772
2017,12089,3695,7520,364006,2430,4621,142458
2017,12091,9720,19444,611755,8641,17033,474484
2017,12093,992,1964,42857,896,1721,35677
2017,12095,46718,84394,2682267,48683,86683,2445554
2017,12097,16832,33464,837528,15247,29521,598315
2017,12099,37476,64367,5417837,35233,59154,2953481
2017,12101,22300,42983,1256779,16437,30616,899758
2017,12103,30718,49831,2323323,26591,44258,1501981
2017,12105,22888,44895,1049764,16582,31556,708094
2017,12107,1953,3846,82930,1720,3425,65000
2017,12109,10940,23270,1127904,7264,13448,586256
2017,12111,11797,22048,704139,8916,16022,413174
2017,12113,7819,15964,473388,5873,11995,331031
2017,12115,16961,29796,1884404,12770,21255,806970
2017,12117,19718,35491,1043750,19014,33649,1056393
2017,12119,6242,10818,532865,3477,5892,206987
2017,12121,1244,2474,46573,1041,2001,34681
2017,12123,296,593,11325,319,652,15276
2017,12125,358,768,12655,331,684,12136
2017,12127,17323,31120,991763,13728,23942,623525
2017,12129,1041,2055,49495,738,1421,34833
2017,12131,3451,6949,469223,2366,4398,234757
2017,12133,833,1704,33024,650,1345,22441
2017,13001,320,728,10695,291,626,11108
2017,13003,176,401,5186,139,304,5503
2017,13005,176,393,6209,187,420,5131
2017,13007,48,106,1553,70,167,1628
2017,13009,919,1757,43487,868,1676,34261
2017,13011,641,1443,27427,573,1231,21995
2017,13013,3475,7339,179230,2535,5362,123286
2017,13015,3255,6702,152508,2697,5578,126354
2017,13017,302,628,9859,328,762,10670
2017,13019,476,1056,13413,407,883,14091
2017,13021,3648,7143,153377,3860,7465,179479
2017,13023,257,605,9022,238,498,9408
2017,13025,374,862,12369,355,753,11639
2017,13027,420,879,14865,442,941,13959
2017,13029,2174,5408,130675,1832,4328,109897
2017,13031,2000,3999,80251,2039,3715,81488
2017,13033,535,1229,22696,549,1196,19053
2017,13035,803,1735,37249,595,1255,25455
2017,13037,77,164,2491,103,258,3194
2017,13039,2266,4931,105267,2163,4673,98699
2017,13043,277,624,19193,227,483,7667
2017,13045,3165,6511,152347,2974,5961,132952
2017,13047,2083,4346,89570,1932,3934,82944
2017,13049,255,561,9609,203,390,6681
2017,13051,9949,18156,516450,9683,18485,493564
2017,13053,1011,2472,41426,1110,2612,49507
2017,13055,392,879,15616,323,687,11470
2017,13057,9493,18618,664321,7334,14012,465692
2017,13059,4082,6709,189358,4597,7980,215571
2017,13061,42,102,2192,62,153,1789
2017,13063,13634,28405,400093,13018,27486,416528
2017,13065,118,267,3121,114,272,4792
2017,13067,28221,50680,1741479,30250,56471,2040077
2017,13069,605,1306,19309,610,1366,21439
2017,13071,682,1466,28902,705,1535,28884
2017,13073,6020,13586,372163,5099,11290,331699
2017,13075,425,908,12394,375,798,10887
2017,13077,4594,9587,302171,3931,7969,243638
2017,13079,338,719,12419,292,606,9967
2017,13081,418,897,16768,408,872,14020
2017,13083,391,827,17362,359,724,17201
2017,13085,1112,2201,75585,873,1699,44937
2017,13087,448,947,15228,495,1044,16888
2017,13089,32429,56122,1788389,33811,62057,2075352
2017,13091,303,651,8108,357,785,10898
2017,13093,186,399,5425,216,486,8865
2017,13095,1953,3928,69041,2565,5143,97520
2017,13097,6146,12845,246640,5832,11770,259275
2017,13099,184,434,6410,189,414,6135
2017,13101,77,191,2659,55,131,1807
2017,13103,2313,5107,124805,1694,3622,82115
2017,13105,347,763,16675,338,714,14052
2017,13107,391,827,12321,412,896,12998
2017,13109,230,477,6877,225,493,6006
2017,13111,793,1494,62320,533,1033,27304
2017,13113,4120,9082,320777,3983,7898,315298
2017,13115,1899,3923,81521,1790,3605,99242
2017,13117,8683,19290,795579,6638,13636,637957
2017,13119,704,1582,28913,604,1288,21302
2017,13121,48914,83833,3813753,46808,82374,3543949
2017,13123,952,1834,53248,701,1341,33098
2017,13125,42,114,1712,56,127,1761
2017,13127,2225,4358,163108,2248,4252,113217
2017,13129,1214,2615,45496,1073,2374,41253
2017,13131,444,940,15816,464,987,16163
2017,13133,627,1280,105277,428,837,44530
2017,13135,29403,59300,1547978,29711,58178,1702570
2017,13137,1129,2251,54555,929,1916,45860
2017,13139,5724,11514,374269,4964,10009,276527
2017,13141,164,358,7353,157,324,5852
2017,13143,833,1831,36076,724,1551,28695
2017,13145,1187,2847,108736,929,1971,57762
2017,13147,706,1444,40150,537,1115,23888
2017,13149,282,664,10739,265,574,9745
2017,13151,9552,20135,411315,8198,16580,401287
2017,13153,4926,10444,222528,4353,9143,213181
2017,13155,218,501,7071,209,424,6028
2017,13157,3046,6822,176523,2143,4644,112575
2017,13159,419,943,24097,358,796,12765
2017,13161,251,557,8334,315,650,8884
2017,13163,260,553,10295,297,646,9319
2017,13165,151,312,4406,165,371,4795
2017,13167,141,313,4464,134,296,4181
2017,13169,668,1411,27732,643,1281,26359
2017,13171,529,1159,24118,460,962,16989
2017,13173,329,730,10395,339,776,10567
2017,13175,824,1691,32960,839,1721,32997
2017,13177,1115,2393,51556,1070,2276,56542
2017,13179,4134,9419,150540,4571,10553,169293
2017,13181,179,372,9695,136,277,5324
2017,13183,958,2370,34316,837,2088,30462
2017,13185,3425,7148,149489,3636,7407,150388
2017,13187,1104,2116,60446,944,1815,44058
2017,13189,417,930,19131,476,1002,19034
2017,13191,361,725,18796,301,605,12337
2017,13193,213,453,6995,243,520,8048
2017,13195,798,1762,31315,681,1438,24931
2017,13197,163,318,5803,155,347,6067
2017,13199,592,1225,24956,539,1196,20856
2017,13201,153,353,5649,131,289,4092
2017,13205,412,892,11912,417,962,12828
2017,13207,830,1785,52043,774,1512,39207
2017,13209,216,480,6975,206,442,7956
2017,13211,575,1271,37985,455,911,27849
2017,13213,817,1842,27130,843,1891,33037
2017,13215,6384,13679,281271,6656,14305,374312
2017,13217,4209,8933,165395,3540,7430,147967
2017,13219,1407,3374,129153,1117,2240,85851
2017,13221,438,909,17415,388,779,15126
2017,13223,6759,14463,337299,5260,11068,269783
2017,13225,938,1962,41893,943,1983,35592
2017,13227,1202,2381,97985,903,1768,51304
2017,13229,484,1035,20169,416,936,15488
2017,13231,546,1265,28299,503,978,23863
2017,13233,997,2219,39068,856,1875,32811
2017,13235,199,436,8076,216,460,8713
2017,13237,709,1396,61800,583,1127,29167
2017,13239,57,124,2436,51,111,1711
2017,13241,510,955,48666,380,720,23856
2017,13243,119,236,3363,123,280,3698
2017,13245,6613,12807,286633,7147,14031,328446
2017,13247,3877,7961,144258,3803,7797,160067
2017,13249,94,216,3356,97,216,2864
2017,13251,236,514,9170,266,600,9197
2017,13253,161,330,5785,182,388,6072
2017,13255,2158,4364,89097,1858,3896,76838
2017,13257,661,1424,33333,564,1161,21734
2017,13259,79,151,2619,100,214,3196
2017,13261,468,962,19583,531,1029,22742
2017,13263,179,383,6297,140,302,5462
2017,13265,31,72,1013,30,67,613
2017,13267,396,927,12728,498,1092,18800
2017,13269,160,315,5354,179,372,6479
2017,13271,209,443,6138,216,505,6924
2017,13273,185,396,6893,222,454,6720
2017,13275,1007,2018,46950,1038,2212,45924
2017,13277,819,1713,30694,916,1889,38016
2017,13279,595,1360,24536,579,1299,23497
2017,13281,466,873,27137,306,568,13896
2017,13283,105,246,3642,113,261,3250
2017,13285,1469,3116,64312,1597,3360,72192
2017,13287,182,392,5715,157,337,4667
2017,13289,213,452,7155,236,493,8414
2017,13291,942,1778,61492,543,1064,26117
2017,13293,489,991,16870,486,990,16456
2017,13295,1831,3798,73571,1626,3370,66033
2017,13297,3256,7246,177794,2615,5570,147598
2017,13299,789,1718,26613,769,1641,40407
2017,13301,131,286,4725,114,288,4387
2017,13303,242,510,8477,247,519,12510
2017,13305,543,1148,18140,468,1047,16659
2017,13307,50,118,1526,40,91,1137
2017,13309,89,215,2284,96,217,2476
2017,13311,926,1869,48303,750,1468,29515
2017,13313,1715,3701,67691,1838,3839,85761
2017,13315,111,244,3603,116,252,4130
2017,13317,153,334,7726,170,335,6170
2017,13319,204,435,7365,179,377,5730
2017,13321,378,810,14025,457,957,15404
2017,15001,4003,7018,259449,3653,6594,199739
2017,15003,20668,42172,1200118,24483,51903,1419291
2017,15007,1412,2400,100207,1377,2347,77276
2017,15009,3372,5553,295788,3190,5459,194331
2017,16001,15509,30851,1088360,11418,21857,631146
2017,16003,194,388,10723,124,254,6432
2017,16005,2029,4355,90515,1880,3821,82792
2017,16007,134,284,6926,119,251,6313
2017,16009,251,534,13632,214,397,7501
2017,16011,1097,2694,50485,1018,2232,43334
2017,16013,743,1310,107966,618,1017,37403
2017,16015,391,773,31172,289,562,17172
2017,16017,1642,3344,112893,1231,2369,64085
2017,16019,3263,7566,172875,2882,6637,146563
2017,16021,357,807,21278,312,670,13329
2017,16023,71,157,3386,44,121,3157
2017,16025,31,70,1773,26,46,1549
2017,16027,7635,16261,368984,5521,11722,246231
2017,16029,144,371,7935,143,313,5990
2017,16031,619,1526,30182,619,1429,23909
2017,16033,-1,-1,-1,-1,-1,-1
2017,16035,228,487,9711,183,336,8157
2017,16037,155,327,9675,118,203,5268
2017,16039,1308,2746,53719,1253,2708,59301
2017,16041,300,778,15226,267,648,11303
2017,16043,391,920,20034,409,990,18075
2017,16045,712,1525,41480,514,1047,22017
2017,16047,392,886,16066,413,904,14911
2017,16049,391,781,22230,365,692,14320
2017,16051,951,2592,55123,795,1965,40006
2017,16053,645,1455,27089,666,1532,22863
2017,16055,5349,10675,377234,3857,7098,188472
2017,16057,1295,2218,58908,1415,2394,58567
2017,16059,207,382,11612,191,357,6889
2017,16061,138,291,6161,151,310,5716
2017,16063,136,299,5779,112,262,3891
2017,16065,1448,3220,53351,2114,5007,65741
2017,16067,516,1243,21404,496,1096,25900
2017,16069,1183,2177,52487,1136,2023,47190
2017,16071,128,288,6233,91,171,3030
2017,16073,405,905,19528,383,845,13935
2017,16075,871,1886,41816,707,1575,28344
2017,16077,189,433,7106,175,398,7208
2017,16079,390,734,16222,305,562,12430
2017,16081,500,942,37411,378,707,20847
2017,16083,2296,4814,111399,2093,4443,92958
2017,16085,605,1118,47871,386,706,19540
2017,16087,284,647,14129,270,589,10155
2017,17001,892,1606,39405,1088,1952,48162
2017,17003,101,221,2619,168,401,4822
2017,17005,294,592,12394,354,662,14734
2017,17007,1522,3119,97808,1616,3171,91709
2017,17009,91,168,3653,95,180,3696
2017,17011,686,1204,32115,762,1430,33774
2017,17013,65,116,3110,96,175,3989
2017,17015,302,584,15504,325,537,13669
2017,17017,215,461,7962,384,758,15316
2017,17019,4250,7080,210441,5860,9471,302673
2017,17021,526,948,19655,678,1227,29663
2017,17023,258,497,11689,331,670,13878
2017,17025,259,508,9636,249,430,9240
2017,17027,777,1546,36257,790,1487,35463
2017,17029,989,1736,35483,1233,2116,55354
2017,17031,77478,122362,5723827,100145,178129,8657421
2017,17033,245,486,10655,310,564,14813
2017,17035,195,379,8469,268,500,10906
2017,17037,2953,5321,135873,3293,5589,148854
2017,17039,337,617,15328,367,727,19042
2017,17041,472,929,20704,536,1037,24102
2017,17043,25312,46164,2047784,29457,53177,2721910
2017,17045,284,517,10504,290,514,11136
2017,17047,129,238,4215,126,236,4524
2017,17049,667,1271,29061,657,1197,34769
2017,17051,346,689,12690,386,763,14139
2017,17053,325,609,12353,361,703,17790
2017,17055,754,1496,27507,726,1439,29408
2017,17057,504,896,19532,575,1109,26920
2017,17059,52,128,2119,85,163,2695
2017,17061,183,365,7155,301,574,14186
2017,17063,1660,3223,86465,1564,3014,102107
2017,17065,108,230,3973,123,281,4215
2017,17067,352,667,14196,431,789,17377
2017,17069,44,84,1296,43,76,1256
2017,17071,124,216,5427,139,226,5309
2017,17073,1045,2042,49694,1115,2006,54253
2017,17075,511,997,23565,674,1236,29368
2017,17077,1403,2387,46889,1868,3045,71563
2017,17079,144,273,5732,125,214,4710
2017,17081,692,1286,30492,739,1419,35461
2017,17083,487,907,20713,561,998,22959
2017,17085,532,958,34910,602,980,27047
2017,17087,259,554,18960,244,462,10686
2017,17089,13752,26554,863889,14199,27464,965543
2017,17091,1931,3691,91892,2175,4040,113634
2017,17093,4631,9786,291977,4392,8880,291445
2017,17095,798,1466,34382,1073,1944,51669
2017,17097,15377,29884,1338450,17962,32746,1771734
2017,17099,2157,4114,105446,2453,4376,122620
2017,17101,246,444,8240,314,599,12415
2017,17103,800,1436,36904,821,1474,40110
2017,17105,752,1421,29251,838,1552,38918
2017,17107,524,962,20853,580,1072,25634
2017,17109,579,972,20309,799,1317,26564
2017,17111,7812,14513,482534,8219,14686,577761
2017,17113,3451,6115,193448,4330,8116,288116
2017,17115,1619,3076,78821,1933,3692,112445
2017,17117,1055,1934,50634,936,1680,36329
2017,17119,4915,8985,241615,5405,9762,288493
2017,17121,642,1319,28912,759,1459,32708
2017,17123,295,568,12445,336,611,13826
2017,17125,253,465,8704,321,598,12095
2017,17127,216,424,10162,289,625,10833
2017,17129,360,651,17749,329,620,15717
