GEOID,FarP,RucaRural,RucaSuburban,RucaUrban,CdcRurality
20021,0.0,4,2,0,6
20023,100.0,1,0,0,6
20025,100.0,1,0,0,6
20027,0.0,2,0,0,6
20029,83.33333333333333,4,0,0,6
20031,33.333333333333336,3,0,0,6
20033,100.0,1,0,0,6
20035,13.333333333333334,2,9,0,5
20037,0.0,3,8,0,5
20039,100.0,2,0,0,6
20041,0.0,6,0,0,6
20043,0.0,1,1,1,4
20045,0.0,1,4,17,4
20047,100.0,2,0,0,6
20049,60.0,1,0,0,6
20051,100.0,2,4,0,5
20053,88.88888888888889,2,0,0,6
20055,100.0,2,10,0,5
20057,100.0,2,5,0,5
20059,0.0,1,4,0,5
20061,0.0,0,8,0,5
20063,100.0,2,0,0,6
20065,100.0,2,0,0,6
20067,100.0,2,0,0,6
20069,100.0,2,0,0,6
20071,100.0,1,0,0,6
20073,57.142857142857146,2,1,0,6
20075,100.0,1,0,0,6
20077,33.333333333333336,3,0,0,6
20079,0.0,0,6,0,3
20081,100.0,1,0,0,6
20083,100.0,1,0,0,6
20085,0.0,1,2,0,4
20087,0.0,1,3,0,4
20089,100.0,2,0,0,6
20091,0.0,1,5,124,2
20093,100.0,1,0,0,5
20095,0.0,2,1,0,3
20097,100.0,1,0,0,6
20099,16.666666666666668,4,4,0,5
20101,100.0,1,0,0,6
20103,0.0,2,14,0,2
20105,100.0,1,0,0,6
20107,18.181818181818183,0,2,0,2
20109,100.0,1,0,0,6
20111,10.0,3,5,0,5
20113,0.0,4,3,0,5
20115,0.0,4,0,0,6
20117,20.0,4,0,0,6
20119,100.0,2,0,0,6
20121,0.0,0,8,0,2
20123,100.0,2,0,0,6
20125,57.142857142857146,8,5,0,5
20127,0.0,2,0,0,6
20129,100.0,1,0,0,6
20131,22.22222222222222,3,0,0,6
20133,54.54545454545455,5,0,0,6
20135,100.0,2,0,0,6
20137,100.0,1,0,0,6
20139,0.0,2,3,0,4
20141,100.0,1,0,0,6
20143,44.44444444444444,2,0,0,5
20145,100.0,2,0,0,6
20147,100.0,3,0,0,6
20149,0.0,3,1,0,4
20151,70.0,3,0,0,6
20153,100.0,1,0,0,6
20155,4.761904761904762,5,12,0,5
20157,100.0,3,0,0,6
20159,58.333333333333336,3,0,0,6
20161,0.0,1,2,11,4
20163,100.0,2,0,0,6
20165,100.0,2,0,0,6
20167,100.0,2,0,0,6
20169,33.333333333333336,2,10,0,5
20171,100.0,1,0,0,6
20173,0.0,0,5,119,3
20175,100.0,1,4,0,5
20177,0.0,0,3,40,4
20179,100.0,2,0,0,6
20181,100.0,2,0,0,6
20183,100.0,2,0,0,6
20185,100.0,2,0,0,6
20187,100.0,1,0,0,6
20189,100.0,2,0,0,6
20191,0.0,3,3,0,3
20193,100.0,2,0,0,6
20195,100.0,1,0,0,6
20197,0.0,1,1,0,4
20199,100.0,1,0,0,6
20201,42.857142857142854,2,0,0,6
20203,100.0,1,0,0,6
20205,100.0,4,0,0,6
20207,100.0,2,0,0,6
20209,0.0,3,1,66,2
21001,40.0,7,0,0,6
21003,0.0,5,1,0,4
21005,0.0,4,1,0,5
21007,0.0,3,0,0,5
21009,0.0,7,3,0,5
21011,0.0,3,0,0,5
21013,90.9090909090909,4,5,0,5
21015,0.0,1,3,18,2
21017,0.0,3,3,0,3
21019,0.0,0,2,11,3
21021,0.0,1,6,0,5
21023,0.0,0,3,0,2
21025,88.88888888888889,6,1,0,6
21027,0.0,5,1,0,6
21029,0.0,1,4,13,2
21031,0.0,1,4,0,4
21033,0.0,3,0,0,6
21035,90.0,4,5,0,5
21037,0.0,0,2,23,2
21039,75.0,3,0,0,6
21041,0.0,3,0,0,6
21043,0.0,2,5,0,6
21045,52.94117647058823,5,0,0,6
21047,0.0,7,8,4,3
21049,0.0,2,8,0,3
21051,100.0,6,0,0,6
21053,100.0,3,0,0,6
21055,16.666666666666668,4,0,0,6
21057,33.333333333333336,2,0,0,6
21059,0.0,0,5,18,4
21061,0.0,2,2,0,4
21063,20.0,1,1,0,6
21065,0.0,4,0,0,6
21067,0.0,0,4,78,3
21069,0.0,4,0,0,6
21071,96.875,10,0,0,6
21073,0.0,2,9,0,5
21075,100.0,2,0,0,5
21077,0.0,0,2,0,2
21079,0.0,4,0,0,6
21081,0.0,0,4,0,2
21083,100.0,6,3,0,5
21085,0.0,7,0,0,6
21087,0.0,4,0,0,6
21089,0.0,1,2,6,3
21091,0.0,1,2,0,4
21093,0.0,0,5,17,4
21095,41.666666666666664,11,0,0,6
21097,0.0,5,0,0,6
21099,0.0,5,0,0,6
21101,0.0,0,3,8,3
21103,0.0,0,5,0,2
21105,100.0,1,0,0,6
21107,0.0,5,7,0,5
21109,33.333333333333336,3,0,0,6
21111,0.0,1,1,189,1
21113,0.0,1,8,0,3
21115,11.764705882352942,6,0,0,6
21117,0.0,0,3,38,2
21119,100.0,5,0,0,6
21121,100.0,7,1,0,5
21123,0.0,3,1,0,4
21125,85.71428571428571,7,6,0,5
21127,0.0,2,3,0,6
21129,33.333333333333336,3,0,0,6
21131,100.0,3,0,0,6
21133,91.30434782608695,7,0,0,6
21135,0.0,4,0,0,6
21137,20.0,6,0,0,5
21139,62.5,2,0,0,5
21141,0.0,5,1,0,6
21143,0.0,3,0,0,6
21145,37.5,3,14,0,5
21147,85.71428571428571,4,0,0,6
21149,0.0,1,2,0,4
21151,0.0,5,14,0,5
21153,100.0,3,1,0,6
21155,0.0,6,0,0,6
21157,66.66666666666667,6,0,0,6
21159,12.5,3,0,0,6
21161,0.0,2,3,0,5
21163,0.0,0,6,2,4
21165,40.0,2,0,0,5
21167,0.0,5,0,0,6
21169,0.0,3,0,0,5
21171,16.666666666666668,4,0,0,6
21173,0.0,3,3,0,5
21175,71.42857142857143,5,0,0,6
21177,0.0,9,0,0,6
21179,0.0,5,4,0,5
21181,0.0,2,0,0,6
21183,0.0,4,3,0,6
21185,0.0,0,1,13,2
21187,0.0,2,1,0,6
21189,100.0,2,0,0,6
21191,0.0,0,3,0,2
21193,100.0,7,1,0,6
21195,100.0,19,0,0,6
21197,0.0,2,0,0,6
21199,81.81818181818181,6,8,0,5
21201,0.0,1,0,0,6
21203,0.0,4,0,0,5
21205,0.0,4,0,0,6
21207,100.0,5,0,0,6
21209,0.0,2,12,0,3
21211,0.0,2,7,0,2
21213,0.0,4,0,0,6
21215,0.0,0,4,0,2
21217,0.0,2,3,0,5
21219,0.0,3,1,0,6
21221,0.0,5,0,0,3
21223,0.0,1,1,0,2
21225,0.0,4,0,0,6
21227,0.0,0,5,19,4
21229,0.0,3,0,0,6
21231,100.0,5,0,0,6
21233,0.0,4,0,0,6
21235,85.71428571428571,6,2,0,5
21237,40.0,1,1,0,6
21239,0.0,1,7,0,3
22001,0.0,6,6,0,3
22003,0.0,3,2,0,6
22005,0.0,0,2,12,3
22007,0.0,0,3,3,6
22009,0.0,8,1,0,6
22011,0.0,3,4,0,5
22013,8.333333333333334,3,2,0,6
22015,0.0,0,2,20,3
22017,0.0,2,7,55,3
22019,0.0,2,6,36,4
22021,0.0,0,3,0,6
22023,0.0,2,1,0,4
22025,42.857142857142854,3,0,0,6
22027,10.0,5,0,0,6
22029,83.33333333333333,3,2,0,5
22031,0.0,3,4,0,3
22033,0.0,1,2,89,3
22035,100.0,3,0,0,6
22037,0.0,0,5,0,3
22039,0.0,8,0,0,6
22041,0.0,6,0,0,6
22043,0.0,0,4,1,4
22045,0.0,1,4,11,3
22047,0.0,0,4,3,3
22049,0.0,4,1,0,6
22051,0.0,3,2,122,2
22053,0.0,4,3,0,6
22055,0.0,1,0,42,3
22057,0.0,1,9,14,4
22059,0.0,1,2,0,6
22061,0.0,3,7,0,5
22063,0.0,1,5,11,3
22065,0.0,5,0,0,6
22067,0.0,5,3,0,5
22069,14.285714285714286,5,4,0,5
22071,0.0,2,1,174,1
22073,0.0,0,5,35,4
22075,0.0,5,1,3,2
22077,0.0,1,5,0,3
22079,0.0,1,8,24,4
22081,0.0,1,1,0,6
22083,0.0,2,4,0,6
22085,30.76923076923077,7,0,0,6
22087,0.0,1,1,16,2
22089,0.0,0,0,13,2
22091,0.0,0,2,0,3
22093,0.0,0,7,0,2
22095,0.0,0,2,9,2
22097,0.0,5,14,0,5
22099,0.0,1,10,0,3
22101,0.0,1,16,0,5
22103,0.0,1,6,36,2
22105,0.0,7,0,13,4
22107,83.33333333333333,2,1,0,6
22109,0.0,1,2,19,4
22111,0.0,2,4,0,4
22113,0.0,2,11,0,3
22115,20.0,11,1,0,5
22117,0.0,7,4,0,5
22119,0.0,6,5,0,3
22121,0.0,0,1,4,3
22123,0.0,3,0,0,6
22125,0.0,1,2,0,3
22127,18.181818181818183,4,0,0,6
23001,0.0,1,7,20,4
23003,97.67441860465117,24,0,0,6
23005,0.0,6,17,44,3
23007,57.142857142857146,9,0,0,6
23009,36.8421052631579,14,4,0,6
23011,0.0,15,16,0,5
23013,73.6842105263158,11,0,0,6
23015,6.451612903225806,10,0,0,6
23017,13.333333333333334,14,3,0,6
23019,10.869565217391305,10,16,20,4
23021,30.76923076923077,7,1,0,6
23023,0.0,5,4,0,3
23025,40.74074074074074,16,1,0,6
23027,5.555555555555555,6,2,0,6
23029,100.0,14,0,0,6
23031,0.0,11,15,15,3
24001,0.0,0,6,17,4
24003,0.0,1,5,99,2
24005,0.0,3,10,201,2
24009,0.0,2,13,4,2
24011,0.0,6,3,0,6
24013,0.0,0,34,4,2
24015,0.0,0,6,13,2
24017,0.0,1,30,0,2
24019,18.75,6,4,0,5
24021,0.0,1,18,42,2
24023,0.0,6,1,0,6
24025,0.0,0,9,48,2
24027,0.0,0,4,51,2
24029,0.0,6,0,0,6
24031,0.0,0,3,212,2
24033,0.0,0,6,212,2
24035,0.0,6,4,4,2
24037,0.0,2,8,8,4
24039,12.5,3,5,0,3
24041,0.0,6,5,0,5
24043,0.0,1,6,25,3
24045,0.0,0,4,15,3
24047,0.0,7,10,0,3
24510,0.0,0,0,200,1
25001,0.0,4,0,53,4
25003,0.0,10,12,17,4
25005,0.0,2,4,120,2
25007,0.0,2,3,0,5
25009,0.0,1,0,162,2
25011,0.0,5,13,0,5
25013,0.0,0,5,98,3
25015,0.0,0,11,25,3
25017,0.0,1,3,314,2
25019,100.0,6,0,0,6
25021,0.0,0,0,130,2
25023,0.0,2,4,95,2
25025,0.0,4,1,199,1
25027,0.0,2,16,154,3
26001,100.0,6,0,0,6
26003,100.0,4,0,0,6
26005,0.0,7,14,4,5
26007,100.0,4,6,0,5
26009,100.0,8,0,0,6
26011,10.0,7,0,0,6
26013,100.0,3,0,0,6
26015,0.0,4,7,0,2
26017,0.0,3,2,22,4
26019,100.0,6,0,0,5
26021,0.0,6,12,31,4
26023,0.0,7,5,0,5
26025,0.0,12,3,24,4
26027,0.0,4,3,4,3
26029,100.0,14,0,0,6
26031,100.0,9,0,0,6
26033,100.0,12,4,0,5
26035,0.0,11,0,0,6
26037,0.0,2,10,10,3
26039,100.0,5,0,0,6
26041,100.0,7,6,0,5
26043,100.0,2,5,0,5
26045,0.0,2,12,14,3
26047,100.0,9,0,0,6
26049,0.0,1,20,110,3
26051,0.0,6,3,0,6
26053,100.0,8,0,0,6
26055,100.0,6,11,0,5
26057,0.0,6,4,0,5
26059,0.0,8,4,0,5
26061,100.0,8,4,0,5
26063,22.22222222222222,13,0,0,6
26065,0.0,2,9,70,3
26067,0.0,3,10,0,5
26069,76.92307692307692,10,0,0,6
26071,100.0,5,0,0,6
26073,0.0,7,8,0,5
26075,0.0,2,11,25,4
26077,0.0,0,5,52,3
26079,100.0,5,0,0,5
26081,0.0,0,18,110,1
26083,100.0,3,0,0,5
26085,66.66666666666667,4,0,0,6
26087,0.0,7,17,0,2
26089,100.0,6,1,0,5
26091,0.0,11,12,0,5
26093,0.0,5,51,5,2
26095,100.0,4,0,0,6
26097,100.0,6,0,0,6
26099,0.0,2,5,210,2
26101,100.0,10,0,0,6
26103,100.0,8,17,0,5
26105,44.44444444444444,6,3,0,5
26107,0.0,6,5,0,5
26109,84.61538461538461,5,3,0,5
26111,0.0,1,5,13,4
26113,77.77777777777777,4,0,0,5
26115,0.0,3,10,26,4
26117,0.0,11,2,0,2
26119,100.0,5,0,0,6
26121,0.0,3,7,33,4
26123,0.0,9,2,0,6
26125,0.0,1,16,321,2
26127,8.333333333333334,8,0,0,6
26129,50.0,7,0,0,6
26131,100.0,4,0,0,6
26133,11.11111111111111,6,0,0,6
26135,100.0,5,0,0,6
26137,100.0,6,0,0,6
26139,0.0,1,8,45,2
26141,100.0,7,0,0,6
26143,20.0,10,0,0,6
26145,0.0,6,12,38,4
26147,0.0,1,17,32,2
26149,0.0,9,8,0,5
26151,0.0,10,2,1,6
26153,100.0,4,0,0,6
26155,0.0,6,11,0,5
26157,0.0,13,1,0,6
26159,0.0,9,6,1,3
26161,0.0,1,16,83,3
26163,0.0,6,1,604,1
26165,100.0,5,3,0,5
27001,61.53846153846154,6,0,0,6
27003,0.0,0,10,73,2
27005,31.25,9,1,0,6
27007,100.0,6,4,0,5
27009,0.0,1,3,5,4
27011,100.0,3,0,0,6
27013,0.0,0,5,11,4
27015,12.5,3,5,0,5
27017,0.0,3,4,0,3
27019,0.0,0,6,13,2
27021,80.0,10,0,0,5
27023,100.0,4,0,0,6
27025,0.0,0,10,0,2
27027,0.0,0,3,10,4
27029,100.0,3,0,0,6
27031,100.0,3,0,0,6
27033,76.92307692307692,4,0,0,6
27035,70.58823529411765,11,5,0,5
27037,0.0,0,10,85,2
27039,0.0,0,5,0,4
27041,70.58823529411765,5,4,0,5
27043,0.0,6,0,0,6
27045,0.0,4,2,0,4
27047,6.666666666666667,5,5,0,5
27049,0.0,6,4,0,5
27051,88.88888888888889,2,0,0,6
27053,0.0,0,3,296,1
27055,0.0,3,1,1,4
27057,100.0,7,0,0,6
27059,0.0,1,7,0,2
27061,95.65217391304348,11,0,0,6
27063,60.0,4,0,0,6
27065,11.11111111111111,4,0,0,6
27067,50.0,6,6,0,5
27069,77.77777777777777,2,0,0,6
27071,100.0,4,0,0,6
27073,100.0,3,0,0,6
27075,50.0,4,0,0,6
27077,100.0,2,0,0,6
27079,0.0,3,3,0,2
27081,83.33333333333333,2,0,0,6
27083,100.0,4,3,0,5
27085,0.0,5,2,0,5
27087,100.0,2,0,0,6
27089,53.84615384615385,4,0,0,6
27091,28.571428571428573,6,0,0,6
27093,0.0,6,0,0,6
27095,25.0,6,1,0,2
27097,0.0,8,0,0,6
27099,0.0,2,9,0,5
27101,75.0,3,0,0,6
27103,0.0,1,3,3,4
27105,6.666666666666667,3,3,0,5
27107,20.0,3,0,0,6
27109,0.0,0,6,27,4
27111,68.75,14,3,0,5
27113,40.0,5,0,0,6
27115,0.0,7,1,0,6
27117,16.666666666666668,5,0,0,6
27119,33.333333333333336,6,1,3,4
27121,55.55555555555556,4,0,0,6
27123,0.0,1,0,136,1
27125,50.0,2,0,0,6
27127,90.47619047619048,6,0,0,6
27129,62.5,6,0,0,6
27131,0.0,2,11,0,5
27133,0.0,2,1,0,6
27135,100.0,5,0,0,6
27137,32.608695652173914,18,15,34,3
27139,0.0,0,5,16,2
27141,0.0,0,7,4,2
27143,0.0,2,2,0,2
27145,0.0,6,7,16,4
27147,0.0,3,5,0,5
27149,100.0,3,0,0,6
27151,100.0,4,0,0,6
27153,26.666666666666668,8,0,0,6
27155,100.0,2,0,0,6
27157,0.0,2,4,0,4
27159,85.71428571428571,3,0,0,6
27161,0.0,4,1,0,6
27163,0.0,0,9,41,2
27165,0.0,3,0,0,6
27167,12.5,1,1,0,5
27169,0.0,2,8,0,5
27171,0.0,4,10,3,2
27173,100.0,4,0,0,6
28001,100.0,1,8,0,5
28003,25.0,4,3,0,5
28005,22.22222222222222,3,0,0,5
28007,66.66666666666667,6,0,0,6
28009,0.0,0,2,0,2
28011,100.0,4,4,0,5
28013,100.0,5,0,0,6
28015,100.0,2,0,0,5
28017,100.0,4,0,0,6
28019,100.0,3,0,0,6
28021,33.333333333333336,3,0,0,5
28023,60.0,4,0,0,5
28025,80.0,5,0,0,6
28027,50.0,2,5,0,5
28029,12.5,4,2,0,3
28031,0.0,1,3,0,6
28033,0.0,0,3,30,2
28035,0.0,0,2,15,4
28037,100.0,2,0,0,6
28039,0.0,5,0,0,6
28041,0.0,2,0,0,6
28043,100.0,2,3,0,5
28045,0.0,1,4,3,3
28047,0.0,1,6,39,3
28049,0.0,0,6,58,3
28051,28.571428571428573,4,1,0,6
28053,33.333333333333336,3,0,0,6
28055,33.333333333333336,1,0,0,6
28057,81.81818181818181,5,0,0,5
28059,0.0,1,6,22,3
28061,28.571428571428573,4,0,0,5
28063,100.0,2,0,0,6
28065,0.0,3,0,0,6
28067,0.0,6,8,0,5
28069,100.0,2,0,0,5
28071,36.36363636363637,4,6,0,5
28073,0.0,1,3,4,4
28075,91.66666666666667,6,13,0,5
28077,12.5,3,0,0,6
28079,40.0,3,2,0,6
28081,100.0,7,12,0,5
28083,100.0,2,6,0,5
28085,30.0,4,2,0,5
28087,50.0,7,7,0,5
28089,0.0,0,7,14,3
28091,0.0,6,0,0,6
28093,0.0,0,6,0,2
28095,100.0,9,0,0,6
28097,100.0,3,0,0,6
28099,75.0,7,0,0,6
28101,36.36363636363637,5,0,0,6
28103,100.0,3,0,0,6
28105,100.0,1,7,0,5
28107,10.0,4,2,0,6
28109,0.0,6,3,0,5
28111,0.0,0,3,0,4
28113,14.285714285714286,4,4,0,5
28115,90.9090909090909,6,0,0,5
28117,57.142857142857146,5,0,0,6
28119,28.571428571428573,3,0,0,6
28121,0.0,0,7,20,3
28123,0.0,5,1,0,6
28125,100.0,2,0,0,6
28127,0.0,0,5,0,3
28129,0.0,3,0,0,6
28131,0.0,3,0,0,6
28133,100.0,4,3,0,5
28135,75.0,4,0,0,6
28137,0.0,0,5,0,2
28139,30.0,4,0,0,6
28141,0.0,4,0,0,6
28143,0.0,3,0,0,2
28145,54.54545454545455,6,0,0,6
28147,0.0,3,0,0,6
28149,0.0,3,9,0,5
28151,100.0,6,13,0,5
28153,28.571428571428573,4,0,0,6
28155,100.0,3,0,0,6
28157,0.0,2,0,0,6
28159,100.0,5,0,0,6
28161,50.0,3,0,0,6
28163,0.0,2,4,0,3
29001,100.0,2,5,0,5
29003,0.0,0,4,0,4
29005,20.0,2,0,0,6
29007,0.0,3,4,0,5
29009,0.0,6,1,0,6
29011,0.0,3,0,0,6
29013,0.0,2,2,0,2
29015,71.42857142857143,6,0,0,6
29017,0.0,0,3,0,4
29019,0.0,1,5,23,4
29021,0.0,0,3,22,4
29023,100.0,4,6,0,5
29025,0.0,0,2,0,2
29027,0.0,2,4,2,4
29029,14.285714285714286,11,0,0,6
29031,0.0,0,4,12,4
29033,71.42857142857143,3,0,0,6
29035,100.0,2,0,0,6
29037,0.0,0,11,9,2
29039,25.0,3,0,0,6
29041,83.33333333333333,3,0,0,6
29043,0.0,0,4,10,3
29045,100.0,3,0,0,5
29047,0.0,0,6,38,2
29049,0.0,1,3,0,2
29051,0.0,0,3,12,4
29053,0.0,3,2,0,6
29055,53.84615384615385,6,0,0,6
29057,0.0,1,1,0,6
29059,0.0,0,3,0,3
29061,20.0,1,1,0,6
29063,0.0,1,1,0,4
29065,80.0,4,0,0,6
29067,40.0,1,2,0,6
29069,41.666666666666664,7,3,0,5
29071,0.0,9,8,0,2
29073,0.0,5,0,0,6
29075,14.285714285714286,2,0,0,6
29077,0.0,0,6,56,3
29079,100.0,4,0,0,6
29081,76.92307692307692,3,0,0,6
29083,10.0,6,0,0,6
29085,25.0,3,0,0,6
29087,0.0,2,1,0,6
29089,0.0,2,1,0,6
29091,100.0,6,2,0,5
29093,66.66666666666667,4,0,0,6
29095,0.0,3,28,168,1
29097,0.0,2,4,16,4
29099,0.0,0,13,29,2
29101,11.11111111111111,4,5,0,5
29103,100.0,2,0,0,6
29105,40.0,3,3,0,5
29107,0.0,4,3,0,2
29109,0.0,5,2,0,6
29111,100.0,4,0,0,5
29113,0.0,0,7,0,2
29115,100.0,5,0,0,6
29117,75.0,5,0,0,6
29119,0.0,1,3,0,3
29121,60.0,5,0,0,6
29123,25.0,3,0,0,6
29125,0.0,2,1,0,6
29127,100.0,3,5,0,5
29129,100.0,2,0,0,6
29131,0.0,4,1,0,6
29133,0.0,4,0,0,6
29135,0.0,1,3,0,4
29137,37.5,3,0,0,6
29139,0.0,3,1,0,6
29141,7.6923076923076925,5,0,0,6
29143,10.0,5,1,0,6
29145,0.0,3,7,2,4
29147,6.666666666666667,3,2,0,5
29149,100.0,3,0,0,6
29151,0.0,0,4,0,4
29153,86.66666666666667,2,0,0,6
29155,66.66666666666667,6,0,0,6
29157,0.0,5,0,0,6
29159,26.666666666666668,3,8,0,5
29161,50.0,6,4,0,5
29163,18.181818181818183,4,1,0,6
29165,0.0,0,5,15,2
29167,0.0,3,1,0,3
29169,70.0,4,5,0,5
29171,100.0,2,0,0,6
29173,66.66666666666667,3,0,0,5
29175,0.0,2,4,0,5
29177,0.0,2,2,0,2
29179,100.0,1,1,0,6
29181,100.0,4,0,0,6
29183,0.0,0,5,74,2
29185,50.0,3,0,0,6
29186,0.0,3,1,0,6
29187,0.0,2,9,0,5
29189,0.0,0,3,196,2
29195,9.090909090909092,4,4,0,5
29197,100.0,2,0,0,5
29199,100.0,2,0,0,6
29201,0.0,1,9,0,5
29203,100.0,2,0,0,6
29205,87.5,3,0,0,6
29207,0.0,7,1,0,6
29209,0.0,5,1,0,5
29211,100.0,3,0,0,6
29213,10.526315789473685,5,5,0,5
29215,95.0,4,0,0,6
29217,8.333333333333334,6,0,0,6
29219,0.0,0,5,0,2
29221,0.0,4,1,0,6
29223,66.66666666666667,4,0,0,6
29225,0.0,0,8,0,3
29227,100.0,1,0,0,6
29229,20.0,4,0,0,6
29510,0.0,0,0,106,1
30001,100.0,3,0,0,6
30003,44.44444444444444,3,2,0,6
30005,100.0,4,0,0,6
30007,100.0,2,0,0,6
30009,0.0,3,2,0,4
30011,100.0,1,0,0,6
30013,0.0,0,4,18,4
30015,20.0,2,0,0,6
30017,100.0,6,0,0,6
30019,100.0,1,0,0,6
30021,100.0,3,0,0,6
30023,75.0,3,0,0,6
30025,100.0,1,0,0,6
30027,100.0,2,0,0,6
30029,100.0,13,6,0,5
30031,100.0,9,13,0,5
30033,100.0,1,0,0,6
30035,100.0,4,0,0,6
30037,0.0,0,1,0,4
30039,20.0,1,0,0,6
30041,100.0,6,0,0,6
30043,100.0,3,0,0,5
30045,40.0,1,0,0,6
30047,61.53846153846154,7,1,0,6
30049,70.0,4,10,0,5
30051,100.0,1,0,0,6
30053,100.0,5,0,0,6
30055,100.0,1,0,0,6
30057,100.0,3,0,0,6
30059,100.0,1,0,0,6
30061,0.0,1,1,0,6
30063,6.25,1,3,16,4
30065,25.0,1,1,0,6
30067,100.0,6,0,0,6
30069,100.0,1,0,0,6
30071,100.0,1,0,0,6
30073,60.0,2,0,0,6
30075,100.0,1,0,0,6
30077,40.0,2,0,0,6
30079,100.0,1,0,0,6
30081,37.5,8,2,0,6
30083,100.0,4,0,0,6
30085,100.0,3,0,0,6
30087,100.0,4,0,0,6
30089,77.77777777777777,3,0,0,6
30091,100.0,2,0,0,6
30093,100.0,0,8,0,5
30095,27.272727272727273,2,1,0,6
30097,60.0,1,0,0,6
30099,11.11111111111111,3,0,0,6
30101,100.0,3,0,0,6
30103,75.0,1,0,0,6
30105,100.0,3,0,0,6
30107,100.0,1,0,0,6
30109,100.0,1,0,0,6
30111,6.25,0,5,27,4
31001,8.333333333333334,2,7,0,5
31003,100.0,3,0,0,6
31005,100.0,1,0,0,6
31007,100.0,1,0,0,5
31009,100.0,1,0,0,6
31011,100.0,2,0,0,6
31013,100.0,3,0,0,6
31015,100.0,1,0,0,6
31017,100.0,1,0,0,6
31019,15.384615384615385,3,8,0,5
31021,0.0,3,0,0,6
31023,9.090909090909092,3,0,0,6
31025,0.0,0,6,0,3
31027,28.571428571428573,2,0,0,6
31029,100.0,1,0,0,6
31031,100.0,2,0,0,6
31033,100.0,3,0,0,6
31035,9.090909090909092,2,0,0,6
31037,42.857142857142854,3,0,0,6
31039,0.0,3,0,0,6
31041,84.61538461538461,4,0,0,6
31043,0.0,0,1,3,4
31045,100.0,2,0,0,6
31047,81.81818181818181,5,2,0,5
31049,100.0,1,0,0,6
31051,0.0,1,1,0,4
31053,0.0,2,7,0,5
31055,0.0,0,1,155,3
31057,100.0,1,0,0,6
31059,22.22222222222222,2,0,0,6
31061,75.0,2,0,0,6
31063,100.0,1,0,0,6
31065,100.0,1,0,0,6
31067,5.882352941176471,2,5,0,5
31069,100.0,1,0,0,6
31071,100.0,1,0,0,6
31073,100.0,1,0,0,5
31075,100.0,1,0,0,6
31077,25.0,1,0,0,6
31079,0.0,0,3,11,4
31081,0.0,2,1,0,4
31083,87.5,1,0,0,6
31085,100.0,1,0,0,6
31087,100.0,1,0,0,6
31089,100.0,4,0,0,6
31091,100.0,1,0,0,6
31093,0.0,1,1,0,4
31095,36.36363636363637,3,0,0,6
31097,0.0,1,1,0,6
31099,0.0,2,0,0,5
31101,100.0,3,0,0,6
31103,100.0,1,0,0,6
31105,0.0,1,0,0,6
31107,100.0,3,0,0,6
31109,0.0,0,4,70,3
31111,100.0,3,5,0,5
31113,100.0,1,0,0,5
31115,100.0,1,0,0,6
31117,100.0,1,0,0,5
31119,100.0,2,7,0,5
31121,0.0,2,1,0,4
31123,100.0,1,0,0,6
31125,0.0,1,0,0,6
31127,0.0,2,0,0,6
31129,83.33333333333333,2,0,0,6
31131,0.0,4,1,0,6
31133,50.0,1,0,0,6
31135,100.0,1,0,0,6
31137,40.0,3,0,0,6
31139,88.88888888888889,2,0,0,5
31141,88.88888888888889,2,5,0,5
31143,20.0,2,0,0,6
31145,100.0,3,0,0,6
31147,50.0,3,0,0,6
31149,100.0,1,0,0,6
31151,0.0,4,0,0,6
31153,0.0,0,2,41,3
31155,0.0,2,3,0,3
31157,100.0,4,7,0,5
31159,0.0,3,1,0,3
31161,100.0,2,0,0,6
31163,0.0,1,0,0,6
31165,100.0,1,0,0,5
31167,71.42857142857143,1,1,0,5
31169,100.0,2,0,0,6
31171,100.0,1,0,0,6
31173,0.0,2,0,0,6
31175,75.0,2,0,0,6
31177,0.0,2,3,0,3
31179,22.22222222222222,2,0,0,6
31181,50.0,2,0,0,6
31183,100.0,1,0,0,6
31185,0.0,4,0,0,6
32001,0.0,2,5,0,5
32003,0.0,3,17,467,1
32005,0.0,7,8,2,5
32007,100.0,6,8,0,5
32009,100.0,1,0,0,6
32011,100.0,1,0,0,5
32013,100.0,1,3,0,5
32015,100.0,1,0,0,6
32017,100.0,0,2,0,6
32019,12.5,2,7,1,5
32021,100.0,2,0,0,6
32023,62.5,4,6,0,5
32027,100.0,1,0,0,6
32029,0.0,0,1,0,3
32031,8.0,5,8,99,3
32033,100.0,3,0,0,6
32510,0.0,1,0,13,4
33001,0.0,9,6,0,5
33003,15.384615384615385,10,1,0,6
33005,3.8461538461538463,11,5,0,5
33007,100.0,7,4,0,5
33009,66.66666666666667,16,3,0,5
33011,0.0,9,7,70,3
33013,0.0,17,14,5,5
33015,0.0,6,6,54,2
33017,0.0,1,6,18,2
33019,33.333333333333336,10,0,0,5
34001,0.0,1,8,61,3
34003,0.0,0,0,179,2
34005,0.0,1,11,102,2
34007,0.0,0,1,126,2
34009,0.0,1,3,29,4
34011,0.0,4,15,16,4
34013,0.0,0,0,210,1
34015,0.0,0,3,60,2
34017,0.0,1,0,165,1
34019,0.0,0,10,16,2
34021,0.0,0,9,68,3
34023,0.0,0,2,173,2
34025,0.0,1,3,140,2
34027,0.0,0,4,96,2
34029,0.0,3,7,116,2
34031,0.0,0,2,98,2
34033,0.0,2,13,10,2
