Year,GEOID,Total Population,Labor Force,Unemployed,Median Income
2015,12069,325875,268808,7308,50305
2015,12071,701982,587162,21065,50651
2015,12073,286272,237962,14013,46002
2015,12075,39832,32703,1139,36015
2015,12081,363369,302042,10996,50835
2015,12083,343254,286389,14624,40050
2015,12085,156283,132859,3281,51622
2015,12086,2693117,2204515,88649,43786
2015,12087,77482,67350,1297,61020
2015,12089,78444,64595,2848,52005
2015,12091,198664,159032,7039,55659
2015,12093,39217,32108,1651,33942
2015,12095,1288126,1029223,42318,50720
2015,12097,323993,253890,10687,45244
2015,12099,1422789,1179142,48434,56664
2015,12101,497909,409077,13994,46133
2015,12103,949827,809342,27540,47618
2015,12105,650092,518961,24112,44061
2015,12107,72023,58057,3669,31483
2015,12109,226640,182828,6459,70379
2015,12111,298563,244748,11152,45905
2015,12113,167040,134031,4938,59682
2015,12115,405549,352611,10532,56286
2015,12117,449144,365664,17492,57074
2015,12119,118891,111323,1323,51335
2015,12121,43760,34199,1242,36972
2015,12123,22186,19876,513,37213
2015,12127,517887,436686,13652,42175
2015,12129,31535,26636,1787,44982
2015,12131,63508,52582,2574,46866
2015,12133,24687,20316,1377,34653
2015,13009,45459,37872,2140,34255
2015,13013,75370,56971,2965,53156
2015,13015,102747,80321,1787,50572
2015,13021,153721,119481,5530,38605
2015,13029,35137,26577,1970,60996
2015,13031,72651,59694,2094,33477
2015,13033,22745,17963,429,39069
2015,13035,23593,19119,495,37196
2015,13039,52102,40860,903,54717
2015,13045,114545,91218,5646,43410
2015,13047,66050,53358,1943,51012
2015,13051,286956,230171,13748,49252
2015,13055,25866,20561,680,38398
2015,13057,235900,183013,4941,74104
2015,13059,123912,104398,3957,31284
2015,13063,273955,204989,14463,42120
2015,13067,741334,579458,24214,70246
2015,13069,43108,33958,549,33600
2015,13071,45844,35155,1715,33005
2015,13073,144052,111868,4608,75440
2015,13077,138427,107246,3810,67351
2015,13081,22165,17608,1060,26087
2015,13085,23312,18636,519,64393
2015,13087,27019,21153,358,41686
2015,13089,734871,577888,33027,54057
2015,13091,20882,16099,631,35844
2015,13095,91332,71608,6325,35645
2015,13097,140733,107458,6307,59329
2015,13103,57106,43758,914,62116
2015,13107,24202,18668,850,33723
2015,13111,24303,20998,392,42825
2015,13113,110714,88748,1840,78557
2015,13115,96504,76222,3268,40510
2015,13117,212438,158861,5279,94537
2015,13119,22311,18063,614,38619
2015,13121,1010562,802657,38128,60291
2015,13123,29400,23995,952,51574
2015,13127,83579,66677,1818,46125
2015,13129,56574,44519,972,37398
2015,13131,25205,19659,1192,34117
2015,13135,895823,680966,27596,61732
2015,13137,43996,35183,728,44138
2015,13139,193535,149148,4614,55009
2015,13143,27651,21710,982,37548
2015,13145,33381,27046,1276,64957
2015,13147,26910,20992,318,36049
2015,13151,217739,169574,7731,65342
2015,13153,150033,114600,7039,55044
2015,13157,63360,48443,1831,58029
2015,13169,28494,21057,701,52787
2015,13175,47731,36817,968,32914
2015,13177,29202,22313,916,72649
2015,13179,62467,46396,3263,36573
2015,13185,112865,87840,4763,34455
2015,13187,31408,25284,698,45795
2015,13189,21539,16318,622,32066
2015,13195,28441,23058,1304,38173
2015,13199,21220,16785,625,37332
2015,13205,22574,17606,1318,35851
2015,13207,27103,23171,1735,46723
2015,13213,39565,30518,1600,44046
2015,13215,200579,156697,9467,41859
2015,13217,105473,80173,4906,50806
2015,13219,35965,28063,769,72194
2015,13223,152238,115932,3866,60214
2015,13225,26720,20987,646,40450
2015,13227,30309,24610,421,67813
2015,13233,41524,32044,527,37028
2015,13237,21353,17565,519,49303
2015,13245,201793,159975,8009,41672
2015,13247,88856,68664,2918,50761
2015,13255,64051,50111,2183,43991
2015,13257,25586,20991,1264,41978
2015,13261,30779,24379,1620,30579
2015,13267,24465,20606,758,40034
2015,13275,45063,35444,2189,41340
2015,13277,40764,32047,542,41295
2015,13279,27241,20536,1094,37637
2015,13285,69763,53601,4023,39067
2015,13291,22776,20069,236,45076
2015,13293,26368,23671,1284,39055
2015,13295,68066,55211,1224,44358
2015,13297,88399,67903,1737,57278
2015,13299,35370,27534,853,36303
2015,13303,20816,15943,924,38549
2015,13305,29534,22542,516,43846
2015,13311,26108,22548,425,42780
2015,13313,104216,79335,2359,45894
2015,13321,20699,16189,800,41468
2015,15001,196428,157557,6100,60033
2015,15003,998714,806782,23711,77273
2015,15007,71735,57114,1422,77140
2015,15009,164593,131298,3792,70497
2015,16001,434211,340789,11168,57399
2015,16005,83744,63487,3178,41530
2015,16011,44990,31983,806,51031
2015,16013,20449,16488,166,48148
2015,16017,41859,34540,918,40434
2015,16019,110089,79466,1904,53355
2015,16027,207478,152631,7895,42786
2015,16031,23104,16667,322,45778
2015,16039,27168,21298,773,44092
2015,16051,27157,18704,405,52089
2015,16053,22937,16055,256,46139
2015,16055,150346,118710,2601,47860
2015,16057,38778,32587,951,43886
2015,16065,38273,28668,1430,34070
2015,16067,22292,17087,538,45127
2015,16069,40048,32310,993,52519
2015,16075,22896,18323,1006,36604
2015,16083,82375,61892,2022,45499
2015,17001,67013,52903,2025,46528
2015,17007,53585,40548,1843,57233
2015,17011,33587,27364,1117,50495
2015,17019,208861,172922,4795,50252
2015,17021,33642,27315,496,49049
2015,17027,37786,30417,546,64769
2015,17029,52521,44208,1492,41136
2015,17031,5238216,4192206,227632,56851
2015,17037,104352,83694,4758,55471
2015,17043,933736,742816,23763,81559
2015,17049,34371,27072,535,50000
2015,17051,22043,17842,808,36865
2015,17055,39485,31990,1232,47465
2015,17057,35699,29483,1033,42469
2015,17063,50541,39199,1303,69471
2015,17073,49489,39598,1193,60045
2015,17075,28672,23019,934,49541
2015,17077,59362,50005,2186,37002
2015,17081,38353,30849,1101,47716
2015,01001,55347,43088,1299,58892
2015,01003,203709,164125,4710,52003
2015,01005,26489,21316,1881,29155
2015,01007,22583,18243,575,33163
2015,01009,57673,45887,824,53491
2015,01013,19021,14960,585,33657
2015,01015,115620,93323,5289,42346
2015,01017,34123,27348,642,35139
2015,01019,22651,18779,420,37520
2015,01021,43943,34913,1708,42083
2015,01025,24603,20252,1479,32623
2015,01031,51211,39906,1703,45608
2015,01033,54354,43756,1325,37589
2015,01039,37835,30170,1667,36770
2015,01043,82005,66026,1452,37862
2015,01045,49565,39226,1652,48672
2015,01047,41131,31839,2369,29820
2015,01049,71130,55330,1664,36559
2015,01051,81468,64989,1608,52502
2015,01053,37789,30399,2272,34520
2015,01055,103057,82860,2084,43346
2015,01059,31696,25264,749,40773
2015,01061,26840,22157,1561,37268
2015,01069,104173,82231,3713,43553
2015,01071,52419,42491,1683,39467
2015,01073,660367,524885,25734,48492
2015,01077,92596,75748,2407,42577
2015,01079,33115,26502,1114,40829
2015,01081,156993,127060,4209,46589
2015,01083,91663,72793,3895,55009
2015,01089,353089,284688,12740,58636
2015,01091,18462,14383,428,30389
2015,01093,30168,24435,459,32295
2015,01095,94725,73697,1765,40525
2015,01097,415395,326702,12444,42699
2015,01099,20863,16318,1404,19704
2015,01101,226519,178812,8929,42477
2015,01103,119565,95682,3567,47229
2015,01107,19140,15973,749,26998
2015,01109,33046,27236,1003,32584
2015,01111,22696,17866,414,35432
2015,01113,59660,46023,1891,35189
2015,01115,87074,69917,1877,54484
2015,01117,208713,164117,4218,70192
2015,01121,80862,64575,4419,34451
2015,01123,40844,33087,1044,39244
2015,01125,203976,166085,5143,49067
2015,01127,65294,52481,2980,35056
2015,01133,23877,19490,964,34955
2015,02020,298695,231969,10258,78662
2015,02090,99631,78057,4108,72975
2015,02110,32756,26251,870,86110
2015,02122,58059,46392,2222,58683
2015,02170,101095,76675,4242,76427
2015,04001,71474,52489,2908,29417
2015,04003,126427,102342,3207,43291
2015,04005,139097,113457,5949,53152
2015,04007,53159,43539,3488,41781
2015,04009,37666,28438,2096,43512
2015,04012,19819,16237,709,36952
2015,04013,4167947,3256158,114743,56004
2015,04015,204737,172689,6386,40908
2015,04017,108277,81031,5882,37833
2015,04019,1010025,817168,38950,47099
2015,04021,406584,320226,14359,50770
2015,04023,46461,34910,1457,31632
2015,04025,222255,188960,5373,48105
2015,04027,204275,158011,10313,40539
2015,05003,20838,17069,780,40330
2015,05005,41053,34699,710,36208
2015,05007,249672,190715,3585,58770
2015,05009,37222,29682,563,41017
2015,05015,27704,22244,464,38903
2015,05019,22633,19262,233,36117
2015,05023,25467,20942,622,45316
2015,05027,24114,19381,2047,36605
2015,05029,22381,16772,468,44615
2015,05031,104354,82007,3242,40085
2015,05033,61703,48751,1746,47641
2015,05035,48963,37112,1325,37430
2015,05045,121552,96725,3399,50596
2015,05051,97177,80176,2697,37013
2015,05055,44196,34866,1344,44933
2015,05057,23976,18371,243,33790
2015,05059,33426,27031,1059,33024
2015,05063,37052,29247,701,32091
2015,05069,71565,56865,3458,35381
2015,05071,26141,19800,542,33493
2015,05083,21714,17516,901,37312
2015,05085,71645,54662,886,56893
2015,05091,43908,34133,1511,37180
2015,05093,43738,33579,2729,32554
2015,05103,24358,19160,148,37080
2015,05111,24040,18716,542,31701
2015,05113,21699,17288,1098,34096
2015,05115,63390,50329,1616,36392
2015,05119,392664,309236,10001,46070
2015,05123,26589,21448,519,34668
2015,05125,117460,92321,2017,55051
2015,05131,127780,100511,2496,40448
2015,05139,40144,31104,1561,41847
2015,05143,225477,174954,5828,46160
2015,05145,79161,62950,2890,38986
2015,05149,21713,17928,723,37078
2015,22113,59875,45948,2065,46658
2015,22115,50803,38979,1677,43478
2015,22117,46371,36648,2632,30095
2015,22119,40021,31858,727,30972
2015,22121,25490,20486,628,59936
2015,23001,107233,86334,1929,50338
2015,23003,68628,57537,2057,36596
2015,23005,289977,241039,6489,64215
2015,23007,29991,25248,853,44083
2015,23009,54659,45986,1748,49790
2015,23011,119980,98820,2763,51335
2015,23013,39855,32957,1225,47136
2015,23015,33969,29059,777,50767
2015,23017,57202,47113,2129,42475
2015,23019,152692,127856,6108,44173
2015,23023,35149,29698,852,55200
2015,23025,51113,42215,1635,39504
2015,23027,39155,32635,1501,42312
2015,23029,31625,26288,1307,35944
2015,23031,201169,166856,5040,61613
2015,24001,72528,61872,2292,38281
2015,24003,564195,451537,13986,91230
2015,24005,831128,673650,23102,68775
2015,24009,90595,72449,2689,106247
2015,24011,32579,25939,918,53725
2015,24013,167627,135830,3951,84887
2015,24015,102382,81920,2684,70676
2015,24017,156118,122966,2511,88700
2015,24019,32384,26256,2140,50337
2015,24021,245322,193927,6417,83819
2015,24023,29460,24509,388,46665
2015,24025,250290,200984,6780,78050
2015,24027,313414,246224,6313,110892
2015,24031,1040116,822962,28086,98917
2015,24033,909535,727735,30521,76741
2015,24035,48904,39703,617,91250
2015,24037,111413,87166,1709,85163
2015,24039,25768,21877,555,43926
2015,24041,37512,31644,974,65867
2015,24043,149585,120129,3570,55979
2015,24045,102370,82830,3117,54781
2015,24047,51540,42981,1559,54153
2015,24510,621849,502319,30358,44165
2015,25001,214333,185313,5744,66102
2015,25003,127828,108789,4180,50765
2015,25005,556772,455042,21886,60183
2015,25009,776043,627830,24916,68455
2015,25011,70601,59574,2359,58613
2015,25013,470690,378194,15864,51514
2015,25015,161292,140622,5839,60583
2015,25017,1585139,1301956,36371,90267
2015,25021,696023,565369,21223,94039
2015,25023,510393,412443,18302,75080
2015,25025,778121,657436,29736,56771
2015,25027,818963,663078,30297,65753
2015,26005,114625,89223,1031,55250
2015,26007,28803,24046,971,40871
2015,26009,23154,19188,615,50114
2015,26015,59314,47688,1450,57238
2015,26017,105659,86423,2977,46560
2015,26021,154636,124552,6161,46649
2015,26023,43664,34718,769,47909
2015,26025,134314,106973,5125,43084
2015,26027,51657,42312,2144,49917
2015,26029,26238,21284,628,46979
2015,26031,25427,21693,1362,42549
2015,26033,38033,31898,1561,42869
2015,26035,30553,25161,1429,31321
2015,26037,77390,62246,1983,63764
2015,26041,36377,29854,1093,41161
2015,26043,25788,21270,483,48734
2015,26045,108801,88625,2113,56005
2015,26047,33161,27558,1583,49372
2015,26049,410849,327202,18698,44025
2015,26051,25164,21003,657,40986
2015,26055,91636,75423,2154,55013
2015,26057,41540,34346,941,41316
2015,26059,45941,37038,1433,46202
2015,26061,36380,29378,926,44071
2015,26063,31883,26450,781,46267
2015,26065,286085,234535,11085,47082
2015,26067,64223,50485,1751,50823
2015,26069,25345,21737,637,40687
2015,26073,70698,59808,2979,40838
2015,26075,159494,128972,4814,50783
2015,26077,260263,208506,10304,52164
2015,26081,636369,495112,18171,54340
2015,26087,88373,71823,2447,57762
2015,26089,21981,18938,535,60837
2015,26091,98573,79813,2642,48279
2015,26093,187316,151454,4424,76455
2015,26099,864840,701864,29466,54640
2015,26101,24461,20768,702,42032
2015,26103,67215,56733,2186,48259
2015,26105,28783,23480,962,44454
2015,26107,43067,35989,1390,41502
2015,26109,23548,19730,615,39904
2015,26111,83632,67364,3324,59292
2015,26115,149568,121267,3942,54396
2015,26117,62945,50186,1922,40547
2015,26121,172790,136526,5877,47453
2015,26123,47948,38202,1356,45213
2015,26125,1242304,1005547,33922,69998
2015,26127,26105,20888,968,43588
2015,26129,20937,17599,800,37282
2015,26133,23058,18477,659,42012
2015,26137,24253,20013,595,51000
2015,26139,279955,218314,6312,61012
2015,26143,23898,20595,929,40133
2015,26145,193307,157282,8248,43383
2015,26147,159875,129785,5907,51127
2015,26149,61018,47375,1685,46626
2015,26151,41475,33556,1299,41444
2015,26155,68619,55586,1486,51839
2015,26157,53777,44201,1466,45767
2015,26159,75077,59450,2562,48034
2015,26161,358880,297793,10287,61977
2015,26163,1759335,1383466,93670,41557
2015,26165,33003,26042,911,44054
2015,27003,344151,270283,7770,73382
2015,27005,33386,26161,360,56837
2015,27007,45672,35345,1968,46823
2015,27009,39710,30870,753,50121
2015,27013,65787,54583,1609,48350
2015,27015,25313,20456,312,57004
2015,27017,35569,28377,700,55214
2015,27019,98741,74935,1524,92653
2015,27021,28706,23293,819,48139
2015,27025,54293,43044,1065,69843
2015,27027,62324,49021,1229,62918
2015,27035,63428,50724,659,51205
2015,27037,414686,323776,9490,77196
2015,27039,20364,15505,341,60830
2015,27041,37075,30501,607,60317
2015,27045,20834,16510,396,52048
2015,27047,30613,24540,879,47023
2015,27049,46435,37432,898,58610
2015,27053,1223149,979793,31794,68935
2015,27057,20655,16754,368,53993
2015,27059,38429,30463,1519,62147
2015,27061,45435,36966,1201,53377
2015,27067,42542,32972,484,52324
2015,27079,27663,21555,774,62470
2015,27083,25673,19892,628,55622
2015,27085,35932,28324,813,62321
2015,27091,20022,16058,379,47613
2015,27093,23102,18015,286,59961
2015,27095,25788,20414,525,51148
2015,27097,32775,25955,501,55419
2015,27099,39116,30779,953,54752
2015,27103,33347,27081,775,56760
2015,27105,21770,16663,947,50521
2015,27109,151436,118118,3298,69973
2015,27111,57716,46709,646,56467
2015,27115,29069,23972,513,45814
2015,27119,31533,24972,676,56537
2015,27123,538133,424994,16343,57384
2015,27131,65400,53032,1169,57323
2015,27137,200431,166915,4942,50124
2015,27139,141660,105445,2704,92506
2015,27141,91705,69575,2774,80088
2015,27145,154708,123414,3457,55030
2015,27147,36755,28637,687,61165
2015,27153,24257,19056,369,50550
2015,27157,21239,17069,216,58011
2015,27163,251597,197124,4161,87995
2015,27169,50885,42754,1296,55866
2015,27171,131311,97988,3123,76306
2015,28001,31502,24702,1427,30906
2015,28003,37388,29985,293,46756
2015,28011,33322,25862,918,25666
2015,28025,20426,16477,1421,27220
2015,28027,24620,18459,2626,21951
2015,28029,28773,21500,970,34232
2015,28033,173323,133505,7193,60394
2015,28035,75944,59596,4517,33779
2015,28039,23373,19831,754,46965
2015,28043,21578,17271,690,32418
2015,28045,46420,37725,2098,48225
2015,28047,201410,157675,8873,42297
2015,28049,242891,188624,9922,39002
2015,28057,23609,18267,424,33517
2015,28059,141425,111105,4016,45596
2015,28067,68215,52016,2018,32856
2015,28071,53154,44247,1643,41572
2015,28073,60618,46618,3782,53871
2015,28075,78524,62225,2809,37676
2015,28079,22763,16815,387,35948
2015,28081,85300,65806,3070,39581
2015,28083,30999,23715,947,24540
2015,28085,34650,27423,1359,42247
2015,28087,59710,47155,2887,45274
2015,28089,103465,80405,3328,67907
2015,28091,25563,20692,684,30107
2015,28093,35916,29081,929,41750
2015,28095,35827,28187,826,40225
2015,28099,29463,22709,1388,34526
2015,28101,24602,18216,928,29991
2015,28105,49800,42432,1427,43022
2015,28107,34167,26247,778,36223
2015,28109,55191,44649,2804,43879
2015,28113,39956,30566,625,31881
2015,28115,30908,24115,1509,34715
2015,28117,25459,21594,848,41003
2015,28121,149039,116690,3603,57500
2015,28123,28265,22092,1021,32875
2015,28127,27006,20469,732,39143
2015,28133,27005,21306,1815,27383
2015,28137,28296,22242,738,42056
2015,28139,22131,17763,723,39783
2015,28145,28429,21775,1161,38310
2015,28149,47485,36781,1081,37237
2015,28151,48130,36866,3677,24840
2015,28153,20566,15601,808,34712
2015,28163,27387,21055,1750,37113
2015,29001,25378,21224,1494,43997
2015,29007,26096,21131,462,40965
2015,29009,35829,28763,936,36102
2015,29019,174974,142871,3810,50520
2015,29021,89100,70864,2449,49302
2015,29023,42951,34309,1679,34818
2015,29027,44834,36560,527,51431
2015,29029,44237,37253,936,55292
2015,29031,78572,63237,984,49731
2015,29037,101603,78923,1803,62561
2015,29043,83279,63484,2418,53730
2015,29047,235637,183726,5590,65090
2015,29049,20609,16189,278,63665
2015,29051,76720,61328,2023,56855
2015,29055,25340,19706,1542,35679
2015,29069,30895,23663,799,30690
2015,29071,102426,80996,2612,48694
2015,29077,288072,234004,6302,43675
2015,29083,21737,17715,691,44474
2015,29091,40117,31560,1187,40179
2015,29095,687623,539975,17928,48212
2015,29097,118596,92325,2328,44314
2015,29099,224124,176866,7853,58704
2015,29101,53951,43730,1930,42526
2015,29105,35473,27577,1269,44808
2015,29107,32701,26345,353,51421
2015,29109,38180,30245,639,41674
2015,29113,54696,41876,481,52466
2015,29119,23572,17593,822,38740
2015,29127,28880,22904,1232,38729
2015,29131,25113,19826,482,40445
2015,29141,21553,16930,488,32250
2015,29145,58615,46009,1119,46701
2015,29147,22810,19675,815,36913
2015,29159,42255,33028,1782,42518
2015,29161,44794,36358,1395,41149
2015,29165,96096,74950,2347,70837
2015,29167,31229,25328,857,42771
2015,29169,53221,42711,1823,42072
2015,29175,25104,19853,1065,35918
2015,29177,22810,18278,387,54287
2015,29183,385590,303316,7471,73116
2015,29187,66520,54158,2374,42863
2015,29189,1003362,807761,27856,61516
2015,29195,23258,18394,563,40545
2015,29201,39008,31391,787,38856
2015,29207,29862,24153,946,38882
2015,29209,30943,26723,873,42343
2015,29213,54592,44943,1409,41309
2015,29215,25690,20751,643,39907
2015,29217,20826,15974,318,41135
2015,29219,33513,25741,338,41422
2015,29221,24788,20184,671,42832
2015,29225,37483,28416,556,42842
2015,29510,315685,258110,15983,38397
2015,30013,82278,65471,1539,45606
2015,30029,96165,76729,1463,46899
2015,30031,100739,82747,3323,57535
2015,30047,29457,23154,982,40247
2015,30049,66418,53596,943,58796
2015,30063,114181,93433,2851,42815
2015,30081,41373,34011,663,52273
2015,30093,34622,28286,885,41075
2015,30111,157048,124069,2609,58026
2015,31001,31587,25346,374,45781
2015,31019,48863,38803,1212,55441
2015,31025,25512,19951,567,66742
2015,31043,20781,15041,606,48474
2015,31047,23886,17868,179,46207
2015,31053,36706,28778,492,46065
2015,31055,550064,423088,11351,58359
2015,31067,21900,17829,760,51618
2015,31079,61680,46935,1465,50453
2015,31109,306468,242192,5006,53807
2015,31111,35656,28094,338,54252
2015,31119,35039,27604,835,50850
2015,31141,32847,25419,817,59427
2015,31153,175692,131290,2186,73518
2015,31155,21016,16347,317,59941
2015,31157,36261,28329,938,41548
2015,31177,20248,16076,138,58134
2015,32001,24200,18519,835,57342
2015,32003,2114801,1668793,88826,51552
2015,32005,47710,40182,1245,60636
2015,32007,51935,38874,1866,78311
2015,32019,52585,41694,1661,52620
2015,32023,42477,35704,1985,42028
2015,32031,446903,358552,15955,56382
2015,32510,54521,44744,1362,42251
2015,33001,60641,50419,1539,69565
2015,33003,47285,40418,824,56237
2015,33005,75909,63793,1142,61780
2015,33007,31212,26862,857,39408
2015,33009,89320,75860,1460,58183
2015,33011,406678,331285,10410,74323
2015,33013,147994,122681,3184,68566
2015,33015,301777,250137,8217,87960
2015,33017,126825,105485,3180,61563
2015,33019,42967,35149,845,51313
2015,34001,274219,220275,15470,54052
2015,34003,938506,762263,22673,89023
2015,34005,450226,365564,19449,74800
2015,34007,510923,406704,19867,65025
2015,34009,94727,80467,3853,57116
2015,34011,155854,123260,4112,51315
2015,34013,797434,626840,42258,52041
2015,34015,291479,234128,11871,77565
2015,34017,674836,551310,27971,60530
2015,34019,125488,103219,2883,102122
2015,34021,371398,299994,14430,72417
2015,34023,840900,678580,23436,78643
2015,34025,628715,508578,18861,87092
2015,34027,499509,404675,13788,101661
2015,34029,588721,464570,14986,63765
2015,34031,510916,400446,11303,55954
2015,34033,64180,52054,2181,68830
2015,34035,333654,266685,9711,98440
2015,34037,143673,117628,4443,85086
2015,34039,555786,439258,22004,71163
2015,34041,106869,87423,3950,71277
2015,35001,676685,541121,21908,47747
2015,35005,65764,50692,1498,38044
2015,35006,28116,21798,1919,32690
2015,35009,50398,38001,2359,40274
2015,35013,214295,165791,7529,39902
2015,35015,57578,43947,1740,64153
2015,35017,28609,21516,745,40977
2015,35025,71180,51281,2191,56260
2015,35029,24055,19029,642,23893
2015,35031,76708,55691,5314,28212
2015,35035,64362,50331,2019,36142
2015,35039,39465,31071,1570,30182
2015,35043,139394,109653,5245,63598
2015,35045,118737,91214,4540,49613
2015,35047,27967,23766,511,30727
2015,35049,148686,123712,3379,55676
2015,35055,32907,27293,932,41565
2015,35061,75737,59501,2626,42092
2015,36001,309381,258049,8641,57042
2015,36003,47462,39131,1530,44486
2015,36005,1455444,1126603,72222,35176
2015,36007,196567,163462,6904,46152
2015,36009,77922,62839,2384,40016
2015,36011,78288,64882,1947,53146
2015,36013,130779,107105,4329,44460
2015,36015,87071,70856,1886,53119
2015,36017,48844,40093,1352,50586
2015,36019,81251,68306,2556,45377
2015,36021,61509,51660,1272,60180
2015,36023,48494,40367,1310,51462
2015,36025,46053,39192,1429,42358
2015,17083,22372,18696,469,52890
2015,17085,22086,18263,1030,53487
2015,17089,530847,407122,14943,70359
2015,17091,110879,87001,4002,53850
2015,17093,123355,91131,2310,85979
2015,17095,51441,42443,1166,43020
2015,17097,703910,550103,21750,82113
2015,17099,111333,90602,4036,51936
2015,17103,34584,28850,887,51317
2015,17105,36671,29688,779,55814
2015,17107,29494,24955,732,65129
2015,17109,31333,26283,1220,39698
2015,17111,307343,241708,7149,80125
2015,17113,173166,139725,3565,65304
2015,17115,107303,85920,3340,48040
2015,17117,46045,37714,1860,51446
2015,17119,266209,214241,9772,52664
2015,17121,38339,30033,1989,42220
2015,17133,33879,27514,560,75808
2015,17135,28898,23832,743,45231
2015,17137,34828,29113,896,43355
2015,17141,51659,40809,1753,55211
2015,17143,186221,145535,7947,53837
2015,17145,21543,17771,345,50764
2015,17157,32852,27268,659,50697
2015,17161,146133,116334,5035,50542
2015,17163,264052,208523,12302,50347
2015,17165,24548,19829,1106,40712
2015,17167,198712,158575,7122,57576
2015,17173,21775,17787,528,47878
2015,17177,45749,37029,1682,45751
2015,17179,134800,107048,2824,57020
2015,17183,79282,62729,2563,45098
2015,17195,57079,45846,1954,43314
2015,17197,687263,530323,21547,75992
2015,17199,67466,54569,1902,48736
2015,17201,287078,226683,13633,49578
2015,17203,39227,30662,604,65971
2015,18001,34980,25033,682,47775
2015,18003,368450,281702,11124,49754
2015,18005,81162,63580,2056,54447
2015,18011,63344,48379,451,72844
2015,18017,37979,30046,1296,45533
2015,18019,115371,91439,3433,51828
2015,18021,26503,21173,340,51774
2015,18023,32609,25070,721,51797
2015,18027,32906,24329,888,47227
2015,18029,49455,38944,1375,66196
2015,18031,26521,21006,253,50599
2015,18033,42589,33327,779,50107
2015,18035,116852,97275,4209,40606
2015,18037,42461,33412,408,54791
2015,18039,203474,152525,3821,49556
2015,18041,24099,19624,759,41766
2015,18043,76778,60869,1944,58096
2015,18047,22872,18160,394,49583
2015,18049,18313,14698,352,57835
2015,18051,33775,27008,464,53040
2015,18053,67979,55050,2962,38645
2015,18055,32441,26412,845,49441
2015,18057,309697,230633,4653,90613
2015,18059,72520,57880,890,69968
2015,18061,39578,31859,1019,52334
2015,18063,158192,122536,2981,73050
2015,18065,48985,39640,1732,50353
2015,18067,82556,66010,3328,46793
2015,18069,36630,29618,870,47650
2015,18071,44069,33879,1195,42009
2015,18073,33470,26559,628,62909
2015,18075,21121,16375,630,40941
2015,18077,32416,26925,788,46978
2015,18079,27897,22696,677,46370
2015,18081,149633,115734,3414,68744
2015,18083,37927,31130,1288,42266
2015,18085,78620,61033,1274,52888
2015,18087,38809,27053,429,55888
2015,18089,487865,385075,20407,50582
2015,18091,110884,89265,3973,45838
2015,18093,45495,36141,1242,48129
2015,18095,129723,104498,4269,45257
2015,18097,939020,727602,39146,41226
2015,18099,46857,36241,1641,47887
2015,18103,35862,28713,996,47530
2015,18105,144705,123854,4854,45062
2015,18107,38227,30184,889,48875
2015,18109,69648,55782,2494,58755
2015,18113,47733,37516,464,51285
2015,18119,20872,17245,514,41330
2015,18127,167688,134353,5240,63807
2015,18129,25512,20437,633,55903
2015,18133,37585,31168,785,60233
2015,18135,25172,20030,403,39926
2015,18137,28701,23332,1295,50534
2015,18141,268441,211370,7328,46552
2015,18143,23232,18730,567,41732
2015,18145,44478,35475,1580,57955
2015,18147,20715,16493,305,56059
2015,18149,22958,18112,540,50696
2015,18151,34372,28226,572,55474
2015,18153,22954,18398,676,46964
2015,18157,185826,151355,4425,50224
2015,18163,181877,146318,3439,42564
2015,18167,107896,88609,5854,38632
2015,18169,32138,26180,1296,47684
2015,18173,61897,49071,753,65138
2015,18175,27827,21827,1084,40432
2015,18177,67001,53567,1800,42160
2015,18179,27964,21732,693,57743
2015,18181,24293,19244,633,52121
2015,18183,33406,26630,512,55375
2015,19011,25658,20051,856,68354
2015,19013,133455,107394,2301,50169
2015,19015,26643,21624,418,58169
2015,19017,24722,20092,80,67216
2015,19019,21062,15557,103,55101
2015,19021,20493,15910,431,52435
2015,19027,20498,16079,361,58838
2015,19033,43017,35321,1333,50044
2015,19045,47768,37658,1091,54444
2015,19049,80133,59420,649,78634
2015,19057,40055,31647,1410,49884
2015,19061,97125,77964,2366,58487
2015,19065,20257,16337,431,48482
2015,19087,19950,15904,430,48810
2015,19099,36827,29768,1131,52632
2015,19103,144251,118156,3841,55913
2015,19105,20466,16431,176,58610
2015,19111,35089,28332,2013,42370
2015,19113,219916,173723,4481,57073
2015,19123,22324,17689,842,48979
2015,19125,33294,26286,250,52449
2015,19127,40746,31559,1299,56250
2015,19139,43011,33450,626,50453
2015,19149,24800,19353,225,58869
2015,19153,467711,360782,15126,60176
2015,19155,93671,74063,1698,53117
2015,19163,172126,135338,3442,57831
2015,19167,34937,26403,494,61220
2015,19169,96021,81860,2256,50811
2015,19179,35173,27711,836,45027
2015,19181,48626,38127,557,65340
2015,19183,22247,17314,253,51124
2015,19187,37071,30049,989,40177
2015,19191,20709,17452,184,61017
2015,19193,102782,79712,2893,51146
2015,20009,27103,21127,582,53717
2015,20015,66741,51838,1217,60714
2015,20021,20533,16242,1140,35963
2015,20035,35788,27991,705,49741
2015,20037,39217,31057,852,37217
2015,20045,118053,98265,2750,52964
2015,20051,29029,23764,326,48004
2015,20055,37118,26634,523,57056
2015,20057,34536,24873,1120,47115
2015,20059,25609,19963,529,52125
2015,20061,37030,27260,927,45713
2015,20079,35073,26664,743,54538
2015,20091,580159,450976,10989,82892
2015,20099,20803,16153,308,46538
