Year,GEOID,Inflow_Household,Inflow_Individual,Inflow_AGI,Outflow_Household,Outflow_Individual,Outflow_AGI,Total Population (ACS1),Labor Force (ACS1),Unemployed (ACS1),Median Income (ACS1),Total Population (ACS5),Labor Force (ACS5),Unemployed (ACS5),Median Income (ACS5),Total Population (ACSSE),Labor Force (ACSSE),Unemployed (ACSSE),Median Income (ACSSE),FarP,RucaRural,RucaSuburban,RucaUrban,CdcRurality
2011,48403,342,693,18958,306,625,10574,,,,,10686.0,8822.0,346.0,33109.0,,,,,100.0,2.0,1.0,0.0,6.0
2012,48403,311,651,15133,340,726,19508,,,,,10642.0,8775.0,422.0,33053.0,,,,,100.0,2.0,1.0,0.0,6.0
2013,48403,285,603,17572,259,553,11726,,,,,10604.0,8759.0,481.0,32963.0,,,,,100.0,2.0,1.0,0.0,6.0
2014,48403,214,455,13977,187,364,13053,,,,,10551.0,8608.0,419.0,33951.0,,,,,100.0,2.0,1.0,0.0,6.0
2015,48403,267,549,16380,240,504,10490,,,,,10440.0,8504.0,396.0,31307.0,,,,,100.0,2.0,1.0,0.0,6.0
2016,48403,376,800,23449,295,630,14077,,,,,10367.0,8479.0,269.0,32500.0,,,,,100.0,2.0,1.0,0.0,6.0
2017,48403,318,599,19903,237,462,11268,,,,,10429.0,8813.0,259.0,33561.0,,,,,100.0,2.0,1.0,0.0,6.0
2018,48403,266,517,17936,232,476,12719,,,,,10458.0,8805.0,244.0,33257.0,,,,,100.0,2.0,1.0,0.0,6.0
2019,48403,337,679,23564,261,539,13380,,,,,10471.0,8808.0,298.0,34992.0,,,,,100.0,2.0,1.0,0.0,6.0
2020,48403,372,700,24834,273,522,15531,,,,,10470.0,8911.0,340.0,38917.0,,,,,100.0,2.0,1.0,0.0,6.0
2011,48405,197,432,8168,227,552,7907,,,,,8949.0,7236.0,400.0,26841.0,,,,,100.0,3.0,0.0,0.0,6.0
2012,48405,209,463,7157,228,502,7700,,,,,8898.0,7255.0,343.0,27580.0,,,,,100.0,3.0,0.0,0.0,6.0
2013,48405,170,392,6911,203,432,6932,,,,,8855.0,7205.0,426.0,28390.0,,,,,100.0,3.0,0.0,0.0,6.0
2014,48405,134,283,5511,177,398,6324,,,,,8777.0,7338.0,482.0,29293.0,,,,,100.0,3.0,0.0,0.0,6.0
2015,48405,165,352,5701,172,401,6737,,,,,8695.0,7165.0,437.0,28275.0,,,,,100.0,3.0,0.0,0.0,6.0
2016,48405,212,457,9185,191,408,6552,,,,,8556.0,7007.0,370.0,29426.0,,,,,100.0,3.0,0.0,0.0,6.0
2017,48405,174,380,10122,175,347,6160,,,,,8403.0,6887.0,385.0,32394.0,,,,,100.0,3.0,0.0,0.0,6.0
2018,48405,163,325,7151,168,350,7281,,,,,8327.0,6865.0,270.0,35509.0,,,,,100.0,3.0,0.0,0.0,6.0
2019,48405,210,448,11052,156,359,6962,,,,,8286.0,6872.0,215.0,40353.0,,,,,100.0,3.0,0.0,0.0,6.0
2020,48405,198,402,10763,173,366,7040,,,,,8260.0,6881.0,371.0,41568.0,,,,,100.0,3.0,0.0,0.0,6.0
2011,48407,920,2117,36411,763,1663,28976,,,,,26192.0,20523.0,1461.0,48750.0,,,,,0.0,1.0,3.0,0.0,6.0
2012,48407,895,1953,42844,821,1819,32263,,,,,26482.0,20751.0,1607.0,46413.0,,,,,0.0,1.0,3.0,0.0,6.0
2013,48407,874,2024,39352,754,1692,29787,,,,,26669.0,20964.0,1513.0,46107.0,,,,,0.0,1.0,3.0,0.0,6.0
2014,48407,728,1578,34464,623,1317,25370,,,,,26831.0,21265.0,1422.0,46969.0,27099.0,21337.0,651.0,43503.0,0.0,1.0,3.0,0.0,6.0
2015,48407,916,2052,47412,748,1582,36186,,,,,27023.0,21448.0,1434.0,43029.0,27413.0,23011.0,1189.0,34100.0,0.0,1.0,3.0,0.0,6.0
2016,48407,1217,2616,72108,895,1927,37151,,,,,27172.0,21558.0,844.0,44878.0,27707.0,22756.0,683.0,49950.0,0.0,1.0,3.0,0.0,6.0
2017,48407,899,2049,48439,841,1794,38880,,,,,27436.0,21730.0,708.0,43421.0,28270.0,22370.0,1013.0,41342.0,0.0,1.0,3.0,0.0,6.0
2018,48407,915,2066,46893,792,1619,36374,,,,,27819.0,22125.0,765.0,44658.0,28719.0,23045.0,500.0,46078.0,0.0,1.0,3.0,0.0,6.0
2019,48407,1181,2700,86157,864,1875,41494,,,,,28180.0,22375.0,699.0,41614.0,28859.0,24146.0,527.0,38550.0,0.0,1.0,3.0,0.0,6.0
2020,48407,1202,2585,75089,906,1886,51399,,,,,28574.0,22833.0,850.0,44566.0,,,,,0.0,1.0,3.0,0.0,6.0
2011,48409,2228,4935,88777,2244,4825,98176,64726.0,48952.0,2074.0,50168.0,65648.0,49354.0,2232.0,48389.0,,,,,0.0,3.0,8.0,5.0,3.0
2012,48409,2452,5422,110175,2347,5354,124852,65600.0,50100.0,2212.0,50546.0,65352.0,49361.0,2424.0,51104.0,,,,,0.0,3.0,8.0,5.0,3.0
2013,48409,2329,5127,105776,2230,4855,108873,66137.0,50394.0,1686.0,46425.0,65210.0,49349.0,2396.0,50657.0,,,,,0.0,3.0,8.0,5.0,3.0
2014,48409,1838,3978,90152,1965,4072,94338,66915.0,50781.0,514.0,53877.0,65509.0,49694.0,1819.0,51760.0,66915.0,50781.0,514.0,53877.0,0.0,3.0,8.0,5.0,3.0
2015,48409,2188,4676,104756,2252,4679,121982,67357.0,51063.0,1476.0,54966.0,66070.0,50200.0,1574.0,52261.0,67357.0,51063.0,1476.0,54966.0,0.0,3.0,8.0,5.0,3.0
2016,48409,2619,5702,142525,2816,6073,139737,67655.0,51584.0,2307.0,53348.0,66706.0,50733.0,1647.0,52659.0,67655.0,51584.0,2307.0,53348.0,0.0,3.0,8.0,5.0,3.0
2017,48409,2228,4734,108487,2525,5342,122067,67215.0,51471.0,1803.0,51012.0,66867.0,50687.0,1482.0,53332.0,67215.0,51471.0,1803.0,51012.0,0.0,3.0,8.0,5.0,3.0
2018,48409,2263,4673,120037,2170,4471,137288,66893.0,51109.0,1577.0,55018.0,67046.0,50886.0,1466.0,55229.0,66893.0,51109.0,1577.0,55018.0,0.0,3.0,8.0,5.0,3.0
2019,48409,2470,5262,141563,2352,4941,131085,66730.0,50959.0,841.0,57899.0,67008.0,50973.0,1536.0,56556.0,66730.0,50959.0,841.0,57899.0,0.0,3.0,8.0,5.0,3.0
2020,48409,2430,5018,146640,2221,4401,133820,,,,,66969.0,51053.0,1485.0,56111.0,,,,,0.0,3.0,8.0,5.0,3.0
2011,48411,125,269,4699,121,239,3759,,,,,6028.0,4818.0,170.0,38675.0,,,,,40.0,2.0,0.0,0.0,6.0
2012,48411,102,230,5355,134,314,4730,,,,,6037.0,4861.0,146.0,37230.0,,,,,40.0,2.0,0.0,0.0,6.0
2013,48411,93,206,3782,109,226,3762,,,,,6050.0,4904.0,169.0,37743.0,,,,,40.0,2.0,0.0,0.0,6.0
2014,48411,88,189,3737,91,195,3995,,,,,5901.0,4806.0,131.0,38065.0,,,,,40.0,2.0,0.0,0.0,6.0
2015,48411,124,276,5886,103,220,4410,,,,,5893.0,4835.0,120.0,39040.0,,,,,40.0,2.0,0.0,0.0,6.0
2016,48411,179,365,8197,118,246,6370,,,,,5881.0,4839.0,94.0,40718.0,,,,,40.0,2.0,0.0,0.0,6.0
2017,48411,125,260,6532,112,210,4640,,,,,5851.0,4812.0,81.0,40301.0,,,,,40.0,2.0,0.0,0.0,6.0
2018,48411,108,228,6460,120,239,5363,,,,,5962.0,4907.0,78.0,44698.0,,,,,40.0,2.0,0.0,0.0,6.0
2019,48411,143,280,7522,120,232,5398,,,,,5991.0,4920.0,50.0,45083.0,,,,,40.0,2.0,0.0,0.0,6.0
2020,48411,181,297,7046,118,208,4551,,,,,6004.0,4979.0,55.0,45169.0,,,,,40.0,2.0,0.0,0.0,6.0
2011,48413,70,163,2722,78,165,3062,,,,,3303.0,2354.0,53.0,46058.0,,,,,0.0,1.0,0.0,0.0,6.0
2012,48413,76,155,3282,96,229,4164,,,,,3327.0,2396.0,78.0,50417.0,,,,,0.0,1.0,0.0,0.0,6.0
2013,48413,60,135,2799,74,157,4608,,,,,3316.0,2444.0,74.0,50648.0,,,,,0.0,1.0,0.0,0.0,6.0
2014,48413,70,146,3511,60,138,3197,,,,,3281.0,2402.0,46.0,44643.0,,,,,0.0,1.0,0.0,0.0,6.0
2015,48413,50,118,3167,91,192,4609,,,,,3224.0,2357.0,64.0,55543.0,,,,,0.0,1.0,0.0,0.0,6.0
2016,48413,64,146,3277,91,206,3934,,,,,3171.0,2345.0,72.0,59766.0,,,,,0.0,1.0,0.0,0.0,6.0
2017,48413,48,93,1893,76,156,3803,,,,,3122.0,2340.0,99.0,63432.0,,,,,0.0,1.0,0.0,0.0,6.0
2018,48413,54,88,2662,54,114,3328,,,,,3061.0,2270.0,142.0,55677.0,,,,,0.0,1.0,0.0,0.0,6.0
2019,48413,64,117,2995,57,111,3189,,,,,2983.0,2277.0,163.0,53229.0,,,,,0.0,1.0,0.0,0.0,6.0
2020,48413,36,82,2901,57,115,3208,,,,,2898.0,2227.0,205.0,45250.0,,,,,0.0,1.0,0.0,0.0,6.0
2011,48415,460,998,17215,392,871,18074,,,,,16717.0,13081.0,350.0,46380.0,,,,,28.571428571428573,1.0,3.0,0.0,5.0
2012,48415,480,1034,21987,450,972,19367,,,,,16855.0,13121.0,316.0,46340.0,,,,,28.571428571428573,1.0,3.0,0.0,5.0
2013,48415,438,910,17479,422,915,21745,,,,,17014.0,13191.0,311.0,47513.0,,,,,28.571428571428573,1.0,3.0,0.0,5.0
2014,48415,355,758,15102,341,683,16700,,,,,17108.0,13251.0,249.0,50829.0,,,,,28.571428571428573,1.0,3.0,0.0,5.0
2015,48415,295,677,14042,436,855,19899,,,,,17238.0,13321.0,253.0,56842.0,,,,,28.571428571428573,1.0,3.0,0.0,5.0
2016,48415,352,784,14947,547,1202,26191,,,,,17314.0,13342.0,321.0,55661.0,,,,,28.571428571428573,1.0,3.0,0.0,5.0
2017,48415,327,671,19159,375,825,22837,,,,,17346.0,13400.0,327.0,54565.0,,,,,28.571428571428573,1.0,3.0,0.0,5.0
2018,48415,309,655,17816,338,653,18230,,,,,17239.0,13258.0,292.0,55889.0,,,,,28.571428571428573,1.0,3.0,0.0,5.0
2019,48415,331,678,17133,329,678,22940,,,,,17096.0,13222.0,289.0,54326.0,,,,,28.571428571428573,1.0,3.0,0.0,5.0
2020,48415,395,737,16581,369,713,16700,,,,,16918.0,13197.0,242.0,50277.0,,,,,28.571428571428573,1.0,3.0,0.0,5.0
2011,48417,80,176,3653,101,221,3221,,,,,3233.0,2523.0,70.0,44647.0,,,,,0.0,1.0,0.0,0.0,6.0
2012,48417,66,147,3018,101,215,5456,,,,,3346.0,2679.0,65.0,46181.0,,,,,0.0,1.0,0.0,0.0,6.0
2013,48417,91,211,15313,87,185,14318,,,,,3362.0,2663.0,70.0,47277.0,,,,,0.0,1.0,0.0,0.0,6.0
2014,48417,73,143,2984,65,123,3392,,,,,3359.0,2641.0,74.0,50857.0,,,,,0.0,1.0,0.0,0.0,6.0
2015,48417,79,175,3826,91,174,2368,,,,,3352.0,2654.0,59.0,48750.0,,,,,0.0,1.0,0.0,0.0,6.0
2016,48417,92,203,3912,101,198,5195,,,,,3323.0,2592.0,77.0,50285.0,,,,,0.0,1.0,0.0,0.0,6.0
2017,48417,103,219,4643,96,227,3880,,,,,3348.0,2619.0,113.0,46685.0,,,,,0.0,1.0,0.0,0.0,6.0
2018,48417,79,176,3818,73,134,3553,,,,,3311.0,2617.0,133.0,45187.0,,,,,0.0,1.0,0.0,0.0,6.0
2019,48417,87,183,5093,80,175,4008,,,,,3296.0,2615.0,84.0,46935.0,,,,,0.0,1.0,0.0,0.0,6.0
2020,48417,101,211,5501,73,147,3868,,,,,3291.0,2607.0,137.0,48212.0,,,,,0.0,1.0,0.0,0.0,6.0
2011,48419,536,1320,19073,498,1086,17062,,,,,25513.0,19423.0,818.0,34164.0,,,,,20.0,6.0,0.0,0.0,6.0
2012,48419,509,1176,16714,581,1369,22482,,,,,25602.0,19520.0,904.0,35732.0,,,,,20.0,6.0,0.0,0.0,6.0
2013,48419,483,1083,16775,567,1305,20588,,,,,25677.0,19483.0,880.0,37081.0,,,,,20.0,6.0,0.0,0.0,6.0
2014,48419,355,752,14050,461,1003,16692,,,,,25698.0,19579.0,700.0,36250.0,26275.0,20265.0,479.0,32867.0,20.0,6.0,0.0,0.0,6.0
2015,48419,487,1108,20011,458,988,17894,,,,,25725.0,19560.0,871.0,37756.0,26363.0,19544.0,1297.0,45219.0,20.0,6.0,0.0,0.0,6.0
2016,48419,500,1130,18653,621,1362,22557,,,,,25705.0,19570.0,1007.0,36312.0,24892.0,18970.0,445.0,31743.0,20.0,6.0,0.0,0.0,6.0
2017,48419,444,945,16770,484,1056,21219,,,,,25689.0,19650.0,755.0,38121.0,25829.0,19190.0,955.0,39293.0,20.0,6.0,0.0,0.0,6.0
2018,48419,409,892,17740,467,976,17643,,,,,25478.0,19386.0,738.0,40764.0,25026.0,19261.0,519.0,41890.0,20.0,6.0,0.0,0.0,6.0
2019,48419,424,932,18106,470,1047,20253,,,,,25349.0,19445.0,802.0,42522.0,25667.0,19588.0,633.0,37105.0,20.0,6.0,0.0,0.0,6.0
2020,48419,501,1027,22505,419,888,17737,,,,,25263.0,19423.0,574.0,41170.0,,,,,20.0,6.0,0.0,0.0,6.0
2011,48421,45,110,1874,69,181,2862,,,,,3019.0,2196.0,102.0,49135.0,,,,,100.0,1.0,0.0,0.0,6.0
2012,48421,84,221,3158,60,159,3388,,,,,3040.0,2181.0,98.0,47500.0,,,,,100.0,1.0,0.0,0.0,6.0
2013,48421,73,178,3202,90,228,4217,,,,,3048.0,2242.0,104.0,48185.0,,,,,100.0,1.0,0.0,0.0,6.0
2014,48421,67,189,2907,74,162,2824,,,,,3060.0,2301.0,105.0,49219.0,,,,,100.0,1.0,0.0,0.0,6.0
2015,48421,68,186,2950,61,132,4857,,,,,3066.0,2357.0,57.0,51987.0,,,,,100.0,1.0,0.0,0.0,6.0
2016,48421,41,97,2228,60,132,2825,,,,,3069.0,2383.0,16.0,52969.0,,,,,100.0,1.0,0.0,0.0,6.0
2017,48421,57,157,3052,50,124,2337,,,,,3067.0,2459.0,24.0,54961.0,,,,,100.0,1.0,0.0,0.0,6.0
2018,48421,48,106,2079,64,151,3480,,,,,3058.0,2442.0,14.0,56576.0,,,,,100.0,1.0,0.0,0.0,6.0
2019,48421,69,165,3527,48,102,2555,,,,,3059.0,2468.0,14.0,51926.0,,,,,100.0,1.0,0.0,0.0,6.0
2020,48421,72,161,3652,50,105,2699,,,,,3046.0,2417.0,32.0,57130.0,,,,,100.0,1.0,0.0,0.0,6.0
2011,48423,5578,11208,262648,5498,10953,241023,213381.0,164770.0,9384.0,43814.0,206839.0,159490.0,7606.0,46615.0,,,,,0.0,0.0,9.0,32.0,4.0
2012,48423,5788,11599,295702,5655,11361,263762,214821.0,165470.0,6390.0,46286.0,209691.0,161873.0,8006.0,47312.0,,,,,0.0,0.0,9.0,32.0,4.0
2013,48423,6367,13054,361268,5238,10222,247372,216080.0,168447.0,8133.0,47745.0,212227.0,164255.0,8318.0,47432.0,,,,,0.0,0.0,9.0,32.0,4.0
2014,48423,4386,8481,215380,4248,8135,202236,218842.0,171075.0,7270.0,43958.0,214735.0,166594.0,7942.0,46669.0,218842.0,171075.0,7270.0,43958.0,0.0,0.0,9.0,32.0,4.0
2015,48423,5637,11438,302230,5376,10357,272928,222936.0,172866.0,4725.0,49060.0,217552.0,169042.0,7430.0,46929.0,222936.0,172866.0,4725.0,49060.0,0.0,0.0,9.0,32.0,4.0
2016,48423,7168,14680,401830,6729,13599,357060,225290.0,175650.0,7217.0,52572.0,219745.0,170835.0,6899.0,48683.0,225290.0,175650.0,7217.0,52572.0,0.0,0.0,9.0,32.0,4.0
2017,48423,5985,12081,330219,5513,10615,284065,227727.0,178028.0,5590.0,54339.0,222277.0,173356.0,6803.0,50742.0,227727.0,178028.0,5590.0,54339.0,0.0,0.0,9.0,32.0,4.0
2018,48423,5761,11521,369531,5325,10163,283665,230221.0,179671.0,6050.0,58226.0,225015.0,175423.0,6524.0,53511.0,230221.0,179671.0,6050.0,58226.0,0.0,0.0,9.0,32.0,4.0
2019,48423,6488,13307,399258,5962,11559,355282,232751.0,182406.0,5241.0,59584.0,227449.0,177448.0,5812.0,56810.0,232751.0,182406.0,5241.0,59584.0,0.0,0.0,9.0,32.0,4.0
2020,48423,7161,14000,472653,5788,10662,314201,,,,,230184.0,179874.0,6024.0,59450.0,,,,,0.0,0.0,9.0,32.0,4.0
2011,48425,287,634,12847,273,549,12003,,,,,8320.0,6435.0,109.0,48401.0,,,,,0.0,0.0,2.0,0.0,2.0
2012,48425,268,583,19351,270,594,12589,,,,,8444.0,6530.0,77.0,51618.0,,,,,0.0,0.0,2.0,0.0,2.0
2013,48425,275,597,16809,219,459,10086,,,,,8537.0,6697.0,100.0,55269.0,,,,,0.0,0.0,2.0,0.0,2.0
2014,48425,183,396,11763,191,343,7859,,,,,8575.0,6773.0,88.0,51190.0,,,,,0.0,0.0,2.0,0.0,2.0
2015,48425,267,618,15962,252,516,14319,,,,,8608.0,6860.0,82.0,51912.0,,,,,0.0,0.0,2.0,0.0,2.0
2016,48425,399,927,24967,274,556,13213,,,,,8673.0,6876.0,135.0,50562.0,,,,,0.0,0.0,2.0,0.0,2.0
2017,48425,291,639,19410,265,563,11385,,,,,8650.0,6920.0,105.0,52346.0,,,,,0.0,0.0,2.0,0.0,2.0
2018,48425,273,588,17934,221,441,12937,,,,,8743.0,6951.0,72.0,53162.0,,,,,0.0,0.0,2.0,0.0,2.0
2019,48425,334,737,27541,267,542,13540,,,,,8860.0,7081.0,158.0,60632.0,,,,,0.0,0.0,2.0,0.0,2.0
2020,48425,385,870,34999,228,437,12602,,,,,8958.0,7182.0,195.0,64394.0,,,,,0.0,0.0,2.0,0.0,2.0
2011,48427,597,1492,17132,785,1965,23571,,,,,60525.0,41910.0,2371.0,25598.0,,,,,0.0,1.0,14.0,0.0,5.0
2012,48427,632,1538,18656,746,1868,23451,,,,,60882.0,42494.0,2858.0,24653.0,,,,,0.0,1.0,14.0,0.0,5.0
2013,48427,565,1410,18076,718,1797,24898,,,,,61351.0,43003.0,3026.0,24927.0,,,,,0.0,1.0,14.0,0.0,5.0
2014,48427,538,1256,16500,702,1688,24178,,,,,62040.0,43808.0,3041.0,25906.0,62955.0,44683.0,2789.0,28243.0,0.0,1.0,14.0,0.0,5.0
2015,48427,540,1272,16861,714,1662,24713,,,,,62648.0,44161.0,3376.0,26172.0,63795.0,44885.0,5220.0,29822.0,0.0,1.0,14.0,0.0,5.0
2016,48427,509,1222,16929,756,1788,28581,,,,,63008.0,44516.0,3519.0,26682.0,64122.0,45225.0,3442.0,25225.0,0.0,1.0,14.0,0.0,5.0
2017,48427,526,1223,18773,683,1571,26252,,,,,63420.0,44771.0,3772.0,27133.0,64454.0,45418.0,4794.0,28448.0,0.0,1.0,14.0,0.0,5.0
2018,48427,503,1140,18728,673,1561,27128,,,,,63894.0,45201.0,3652.0,29294.0,64525.0,44955.0,2965.0,30739.0,0.0,1.0,14.0,0.0,5.0
2019,48427,602,1321,23934,728,1573,29664,,,,,64078.0,45233.0,3775.0,30387.0,64633.0,45577.0,3061.0,31458.0,0.0,1.0,14.0,0.0,5.0
2020,48427,558,1142,18467,694,1455,28601,,,,,64032.0,45417.0,3488.0,30931.0,,,,,0.0,1.0,14.0,0.0,5.0
2011,48429,194,406,7533,219,450,16095,,,,,9579.0,7631.0,139.0,37400.0,,,,,14.285714285714286,3.0,0.0,0.0,6.0
2012,48429,194,400,7032,212,443,11201,,,,,9561.0,7594.0,166.0,38424.0,,,,,14.285714285714286,3.0,0.0,0.0,6.0
2013,48429,200,420,11199,195,396,8334,,,,,9493.0,7513.0,193.0,41728.0,,,,,14.285714285714286,3.0,0.0,0.0,6.0
2014,48429,141,293,6995,144,304,8495,,,,,9485.0,7554.0,167.0,43082.0,,,,,14.285714285714286,3.0,0.0,0.0,6.0
2015,48429,161,351,7570,195,393,7237,,,,,9452.0,7580.0,153.0,43951.0,,,,,14.285714285714286,3.0,0.0,0.0,6.0
2016,48429,226,479,11573,212,446,9048,,,,,9787.0,7849.0,245.0,45217.0,,,,,14.285714285714286,3.0,0.0,0.0,6.0
2017,48429,167,370,8076,158,305,6954,,,,,9365.0,7542.0,182.0,45862.0,,,,,14.285714285714286,3.0,0.0,0.0,6.0
2018,48429,132,265,5927,164,307,6052,,,,,9372.0,7488.0,268.0,45336.0,,,,,14.285714285714286,3.0,0.0,0.0,6.0
2019,48429,244,520,15373,194,388,9853,,,,,9364.0,7457.0,261.0,46232.0,,,,,14.285714285714286,3.0,0.0,0.0,6.0
2020,48429,220,397,12478,178,321,7326,,,,,9358.0,7362.0,329.0,44940.0,,,,,14.285714285714286,3.0,0.0,0.0,6.0
2011,48431,41,90,3182,29,60,1232,,,,,1216.0,928.0,0.0,41944.0,,,,,0.0,1.0,0.0,0.0,6.0
2012,48431,41,95,2733,22,50,1118,,,,,1223.0,1018.0,0.0,44239.0,,,,,0.0,1.0,0.0,0.0,6.0
2013,48431,41,83,1999,37,69,1805,,,,,1358.0,1061.0,3.0,50543.0,,,,,0.0,1.0,0.0,0.0,6.0
2014,48431,32,68,1863,31,70,1474,,,,,1360.0,1028.0,2.0,50509.0,,,,,0.0,1.0,0.0,0.0,6.0
2015,48431,38,75,1936,36,70,1702,,,,,1346.0,990.0,2.0,53456.0,,,,,0.0,1.0,0.0,0.0,6.0
2016,48431,35,72,1898,49,104,2835,,,,,1233.0,934.0,8.0,50156.0,,,,,0.0,1.0,0.0,0.0,6.0
2017,48431,28,63,1130,38,80,1913,,,,,1139.0,858.0,14.0,50000.0,,,,,0.0,1.0,0.0,0.0,6.0
2018,48431,39,105,2017,41,95,2401,,,,,1141.0,892.0,9.0,59286.0,,,,,0.0,1.0,0.0,0.0,6.0
2019,48431,35,90,2255,34,79,1992,,,,,1231.0,907.0,12.0,59868.0,,,,,0.0,1.0,0.0,0.0,6.0
2020,48431,26,71,1387,24,50,1097,,,,,1274.0,904.0,6.0,53194.0,,,,,0.0,1.0,0.0,0.0,6.0
2011,48433,41,87,1344,32,79,1133,,,,,1396.0,1164.0,33.0,47083.0,,,,,0.0,1.0,0.0,0.0,6.0
2012,48433,28,57,1331,33,68,2103,,,,,1447.0,1138.0,46.0,52917.0,,,,,0.0,1.0,0.0,0.0,6.0
2013,48433,42,78,2142,34,72,1419,,,,,1363.0,1046.0,43.0,42429.0,,,,,0.0,1.0,0.0,0.0,6.0
2014,48433,22,44,1152,25,43,977,,,,,1409.0,1048.0,40.0,42321.0,,,,,0.0,1.0,0.0,0.0,6.0
2015,48433,32,77,1524,27,57,1857,,,,,1414.0,1053.0,41.0,42155.0,,,,,0.0,1.0,0.0,0.0,6.0
2016,48433,38,72,1885,36,98,1739,,,,,1233.0,935.0,37.0,47969.0,,,,,0.0,1.0,0.0,0.0,6.0
2017,48433,27,61,1292,36,65,1324,,,,,1084.0,838.0,11.0,46786.0,,,,,0.0,1.0,0.0,0.0,6.0
2018,48433,21,44,985,21,42,1568,,,,,1385.0,1099.0,14.0,48000.0,,,,,0.0,1.0,0.0,0.0,6.0
2019,48433,26,67,1423,29,70,2196,,,,,1476.0,1113.0,17.0,51250.0,,,,,0.0,1.0,0.0,0.0,6.0
2020,48433,26,50,1056,27,64,1602,,,,,1412.0,1103.0,26.0,58309.0,,,,,0.0,1.0,0.0,0.0,6.0
2011,48435,86,200,3098,131,301,6830,,,,,4198.0,3257.0,50.0,55122.0,,,,,50.0,1.0,0.0,0.0,6.0
2012,48435,125,281,6244,105,233,6595,,,,,4123.0,3057.0,29.0,62321.0,,,,,50.0,1.0,0.0,0.0,6.0
2013,48435,96,211,4148,118,266,6153,,,,,4058.0,2979.0,36.0,53806.0,,,,,50.0,1.0,0.0,0.0,6.0
2014,48435,75,152,4092,96,191,5323,,,,,3995.0,3056.0,38.0,48986.0,,,,,50.0,1.0,0.0,0.0,6.0
2015,48435,105,220,5422,114,237,6048,,,,,3966.0,2962.0,80.0,51667.0,,,,,50.0,1.0,0.0,0.0,6.0
2016,48435,82,173,4368,144,325,6467,,,,,3936.0,2956.0,124.0,54567.0,,,,,50.0,1.0,0.0,0.0,6.0
2017,48435,63,126,2930,86,184,6577,,,,,3894.0,3053.0,114.0,60996.0,,,,,50.0,1.0,0.0,0.0,6.0
2018,48435,62,131,2589,79,189,5178,,,,,3865.0,3015.0,116.0,60543.0,,,,,50.0,1.0,0.0,0.0,6.0
2019,48435,84,212,3055,78,171,4081,,,,,3824.0,2895.0,141.0,54306.0,,,,,50.0,1.0,0.0,0.0,6.0
2020,48435,70,136,3993,97,203,5154,,,,,3793.0,2782.0,115.0,61190.0,,,,,50.0,1.0,0.0,0.0,6.0
2011,48437,198,451,5447,199,457,6596,,,,,7808.0,5992.0,308.0,38988.0,,,,,0.0,2.0,1.0,0.0,6.0
2012,48437,168,408,5842,245,566,8340,,,,,7816.0,5975.0,345.0,40227.0,,,,,0.0,2.0,1.0,0.0,6.0
2013,48437,152,343,4918,177,422,5988,,,,,7807.0,5972.0,344.0,36753.0,,,,,0.0,2.0,1.0,0.0,6.0
2014,48437,118,266,3759,141,297,4680,,,,,7789.0,5988.0,213.0,37833.0,,,,,0.0,2.0,1.0,0.0,6.0
2015,48437,159,316,5240,180,363,6530,,,,,7713.0,5951.0,190.0,37040.0,,,,,0.0,2.0,1.0,0.0,6.0
2016,48437,179,441,7218,187,413,6957,,,,,7639.0,5924.0,148.0,35167.0,,,,,0.0,2.0,1.0,0.0,6.0
2017,48437,171,376,4078,159,352,8005,,,,,7541.0,5878.0,170.0,37883.0,,,,,0.0,2.0,1.0,0.0,6.0
2018,48437,127,277,4628,131,260,5688,,,,,7484.0,5854.0,186.0,38418.0,,,,,0.0,2.0,1.0,0.0,6.0
2019,48437,156,333,5302,160,343,7792,,,,,7432.0,5819.0,171.0,39771.0,,,,,0.0,2.0,1.0,0.0,6.0
2020,48437,170,288,4708,168,314,5620,,,,,7403.0,5833.0,221.0,36337.0,,,,,0.0,2.0,1.0,0.0,6.0
2011,48439,49112,96678,2431224,45073,89484,2357669,1849815.0,1388457.0,88339.0,52789.0,1780700.0,1334603.0,73432.0,56178.0,,,,,0.0,0.0,1.0,356.0,1.0
2012,48439,51396,103609,3103418,47251,94667,2701086,1880153.0,1413649.0,73999.0,56040.0,1814667.0,1361612.0,78209.0,56859.0,,,,,0.0,0.0,1.0,356.0,1.0
2013,48439,48647,97138,2628536,44703,89363,2496658,1911541.0,1446008.0,68055.0,56895.0,1848423.0,1389874.0,80742.0,56853.0,,,,,0.0,0.0,1.0,356.0,1.0
2014,48439,38643,75113,2092058,34829,67065,2035890,1945360.0,1475348.0,61933.0,58099.0,1881469.0,1418819.0,77301.0,57727.0,1945360.0,1475348.0,61933.0,58099.0,0.0,0.0,1.0,356.0,1.0
2015,48439,51989,102848,3192202,46507,91225,2928118,1982498.0,1508926.0,51364.0,60737.0,1914526.0,1447659.0,68501.0,58711.0,1982498.0,1508926.0,51364.0,60737.0,0.0,0.0,1.0,356.0,1.0
2016,48439,66562,133488,4063175,63254,127016,4053006,2016872.0,1538502.0,45961.0,61534.0,1947529.0,1476944.0,60532.0,60373.0,2016872.0,1538502.0,45961.0,61534.0,0.0,0.0,1.0,356.0,1.0
