Year,GEOID,Inflow_Household,Inflow_Individual,Inflow_AGI,Outflow_Household,Outflow_Individual,Outflow_AGI,Total Population (ACS1),Labor Force (ACS1),Unemployed (ACS1),Median Income (ACS1),Total Population (ACS5),Labor Force (ACS5),Unemployed (ACS5),Median Income (ACS5),Total Population (ACSSE),Labor Force (ACSSE),Unemployed (ACSSE),Median Income (ACSSE),FarP,RucaRural,RucaSuburban,RucaUrban,CdcRurality
2017,18127,4651,8875,275448,4332,7782,244133,168404,135332,3419,65747,167391,134263.0,4843.0,65979.0,168404,135332.0,3419.0,65747.0,0.0,2.0,5.0,26.0,2.0
2018,18127,4450,8283,278546,4161,7337,240674,169594,136235,2946,66476,168041,134986.0,3927.0,68044.0,169594,136235.0,2946.0,66476.0,0.0,2.0,5.0,26.0,2.0
2019,18127,4946,9703,326754,4451,8261,293417,170389,138215,3700,72483,168636,135759.0,3652.0,71152.0,170389,138215.0,3700.0,72483.0,0.0,2.0,5.0,26.0,2.0
2014,18141,3856,6964,163277,4010,7240,171852,267618,209647,10138,46254,266916,209364.0,13941.0,45012.0,267618,209647.0,10138.0,46254.0,0.0,1.0,5.0,69.0,3.0
2015,18141,5424,10295,257307,5623,10510,346250,268441,211370,7328,46552,267246,209921.0,11466.0,45471.0,268441,211370.0,7328.0,46552.0,0.0,1.0,5.0,69.0,3.0
2016,18141,7189,13807,387479,7703,14789,467157,269141,211632,8346,48358,267696,210281.0,10098.0,46174.0,269141,211632.0,8346.0,48358.0,0.0,1.0,5.0,69.0,3.0
2017,18141,5751,10577,294566,6161,11259,352847,270434,213691,5628,52106,268613,211358.0,8633.0,48121.0,270434,213691.0,5628.0,52106.0,0.0,1.0,5.0,69.0,3.0
2018,18141,5425,9802,298827,5832,10520,405936,270771,213187,4595,54434,269240,212043.0,7222.0,50938.0,270771,213187.0,4595.0,54434.0,0.0,1.0,5.0,69.0,3.0
2019,18141,5770,10651,303397,6396,11909,373791,271826,215283,5661,53456,270216,213272.0,6117.0,52769.0,271826,215283.0,5661.0,53456.0,0.0,1.0,5.0,69.0,3.0
2014,18157,3050,5492,117715,3299,5729,136024,183074,149548,6237,45771,178135,145215.0,6816.0,44474.0,183074,149548.0,6237.0,45771.0,0.0,0.0,3.0,34.0,4.0
2015,18157,4186,7681,188372,4877,8739,236410,185826,151355,4425,50224,180952,147529.0,6064.0,45932.0,185826,151355.0,4425.0,50224.0,0.0,0.0,3.0,34.0,4.0
2016,18157,5398,9871,259904,7051,12535,348510,188059,152892,4248,51361,183397,149387.0,5842.0,47406.0,188059,152892.0,4248.0,51361.0,0.0,0.0,3.0,34.0,4.0
2017,18157,4339,7788,211874,5063,8820,246847,190587,154489,3808,52183,186081,151543.0,5041.0,50486.0,190587,154489.0,3808.0,52183.0,0.0,0.0,3.0,34.0,4.0
2018,18157,4139,7207,203441,5056,8316,283840,193048,158193,5069,50256,189294,154524.0,4757.0,51844.0,193048,158193.0,5069.0,50256.0,0.0,0.0,3.0,34.0,4.0
2019,18157,4522,8014,230248,5525,9323,286493,195732,159564,2766,49352,191553,156423.0,4129.0,53130.0,195732,159564.0,2766.0,49352.0,0.0,0.0,3.0,34.0,4.0
2014,18163,2772,4749,109990,2951,5304,128229,182006,146437,5247,42044,180877,144971.0,6374.0,43067.0,182006,146437.0,5247.0,42044.0,0.0,0.0,2.0,47.0,3.0
2015,18163,3816,6821,180392,4114,7596,210290,181877,146318,3439,42564,181305,145391.0,5656.0,43046.0,181877,146318.0,3439.0,42564.0,0.0,0.0,2.0,47.0,3.0
2016,18163,4972,9002,242815,5724,10662,309074,181721,145968,4766,46064,181692,145802.0,5291.0,43311.0,181721,145968.0,4766.0,46064.0,0.0,0.0,2.0,47.0,3.0
2017,18163,4017,7176,184555,4226,7584,217009,181616,146788,3694,46681,181831,146253.0,4713.0,44815.0,181616,146788.0,3694.0,46681.0,0.0,0.0,2.0,47.0,3.0
2018,18163,3914,6842,179785,4077,7222,223223,180974,146144,5343,50325,181313,146139.0,4548.0,46943.0,180974,146144.0,5343.0,50325.0,0.0,0.0,2.0,47.0,3.0
2019,18163,4242,7608,201395,4212,7650,226870,181451,146197,4581,51350,181291,146105.0,4276.0,49708.0,181451,146197.0,4581.0,51350.0,0.0,0.0,2.0,47.0,3.0
2014,18167,1380,2448,47445,1648,2884,60293,108175,88513,4880,41385,108264,88164.0,4179.0,41175.0,108175,88513.0,4880.0,41385.0,0.0,0.0,3.0,25.0,4.0
2015,18167,1928,3519,73610,2340,4223,103804,107896,88609,5854,38632,108268,88246.0,4604.0,40313.0,107896,88609.0,5854.0,38632.0,0.0,0.0,3.0,25.0,4.0
2016,18167,2437,4577,106419,3098,5598,138900,107931,88343,2221,43910,108099,88178.0,4205.0,41221.0,107931,88343.0,2221.0,43910.0,0.0,0.0,3.0,25.0,4.0
2017,18167,1970,3581,80058,2400,4179,106523,107516,87998,3541,41125,107723,88039.0,4064.0,42030.0,107516,87998.0,3541.0,41125.0,0.0,0.0,3.0,25.0,4.0
2018,18167,1952,3502,88545,2204,3902,102107,107386,88250,3105,48961,107693,88237.0,4158.0,43859.0,107386,88250.0,3105.0,48961.0,0.0,0.0,3.0,25.0,4.0
2019,18167,2089,3813,93549,2420,4283,119480,107038,88053,4382,48013,107459,88063.0,3653.0,45230.0,107038,88053.0,4382.0,48013.0,0.0,0.0,3.0,25.0,4.0
2014,18177,817,1555,29801,942,1781,37556,67671,54215,2777,41204,68360,54649.0,3320.0,37932.0,67671,54215.0,2777.0,41204.0,0.0,7.0,10.0,0.0,5.0
2015,18177,1072,2056,40497,1221,2261,50529,67001,53567,1800,42160,67866,54492.0,2803.0,38494.0,67001,53567.0,1800.0,42160.0,0.0,7.0,10.0,0.0,5.0
2016,18177,1445,2786,66455,1593,3035,75491,66568,53583,1663,43401,67423,54236.0,2257.0,39691.0,66568,53583.0,1663.0,43401.0,0.0,7.0,10.0,0.0,5.0
2017,18177,1141,2171,45947,1243,2290,56284,66185,53711,1000,45017,66972,53898.0,2033.0,41813.0,66185,53711.0,1000.0,45017.0,0.0,7.0,10.0,0.0,5.0
2018,18177,1111,2082,42603,1169,2142,44906,65936,52822,1524,44928,66613,53623.0,1847.0,44228.0,65936,52822.0,1524.0,44928.0,0.0,7.0,10.0,0.0,5.0
2019,18177,1191,2379,51336,1276,2309,60207,65884,52863,1444,47944,66342,53448.0,1647.0,46516.0,65884,52863.0,1444.0,47944.0,0.0,7.0,10.0,0.0,5.0
2014,19013,1856,3089,73800,1996,3383,89306,132897,107860,3667,51685,131947,106501.0,5632.0,47002.0,132897,107860.0,3667.0,51685.0,0.0,0.0,3.0,35.0,4.0
2015,19013,2238,3843,98013,3365,5886,162816,133455,107394,2301,50169,132496,106859.0,4773.0,48369.0,133455,107394.0,2301.0,50169.0,0.0,0.0,3.0,35.0,4.0
2016,19013,3054,5408,142508,4229,7666,216931,132904,107235,3453,50470,132821,107045.0,4538.0,50348.0,132904,107235.0,3453.0,50470.0,0.0,0.0,3.0,35.0,4.0
2017,19013,2427,4233,112220,2880,4948,147202,132648,106890,3749,49779,132960,107149.0,3840.0,50916.0,132648,106890.0,3749.0,49779.0,0.0,0.0,3.0,35.0,4.0
2018,19013,2383,4093,107404,2822,4936,150163,132408,106931,3451,51920,133009,107262.0,3262.0,52688.0,132408,106931.0,3451.0,51920.0,0.0,0.0,3.0,35.0,4.0
2019,19013,2284,3988,114138,2954,5174,148968,131228,106575,3702,60506,132393,106746.0,3170.0,53539.0,131228,106575.0,3702.0,60506.0,0.0,0.0,3.0,35.0,4.0
2014,19049,2420,4372,171293,2040,3718,126929,77400,57747,1570,77412,72124,53615.0,1203.0,74876.0,77400,57747.0,1570.0,77412.0,0.0,2.0,7.0,6.0,3.0
2015,19049,4344,8235,371822,3090,5832,245646,80133,59420,649,78634,74892,55653.0,1088.0,76320.0,80133,59420.0,649.0,78634.0,0.0,2.0,7.0,6.0,3.0
2016,19049,5941,11490,441179,4782,9089,384403,84516,63265,1342,75899,78074,58139.0,941.0,78918.0,84516,63265.0,1342.0,75899.0,0.0,2.0,7.0,6.0,3.0
2017,19049,4672,8555,335788,3617,6528,278590,87235,65335,1262,88561,80864,60395.0,1072.0,82719.0,87235,65335.0,1262.0,88561.0,0.0,2.0,7.0,6.0,3.0
2018,19049,4850,8616,363743,3645,6391,271159,90180,67610,1093,83990,84002,62881.0,1127.0,84790.0,90180,67610.0,1093.0,83990.0,0.0,2.0,7.0,6.0,3.0
2019,19049,5172,9600,435880,4054,7321,327424,93453,71192,2214,94885,87099,65356.0,1333.0,88479.0,93453,71192.0,2214.0,94885.0,0.0,2.0,7.0,6.0,3.0
2014,19061,1177,2062,43113,1261,2096,55696,96370,76749,1721,56129,95166,75499.0,2468.0,53410.0,96370,76749.0,1721.0,56129.0,0.0,2.0,5.0,19.0,4.0
2015,19061,1585,2803,78056,1877,3388,88686,97125,77964,2366,58487,95906,76221.0,2237.0,54605.0,97125,77964.0,2366.0,58487.0,0.0,2.0,5.0,19.0,4.0
2016,19061,2157,4053,104822,2342,4367,128641,97003,77408,2733,60456,96359,76703.0,2091.0,56154.0,97003,77408.0,2733.0,60456.0,0.0,2.0,5.0,19.0,4.0
2017,19061,1641,2926,83123,1807,3198,150923,97041,77102,1816,61497,96571,76878.0,2038.0,59150.0,97041,77102.0,1816.0,61497.0,0.0,2.0,5.0,19.0,4.0
2018,19061,1630,2816,94571,1765,2975,96345,96854,77985,1666,60225,96802,77130.0,2140.0,61321.0,96854,77985.0,1666.0,60225.0,0.0,2.0,5.0,19.0,4.0
2019,19061,1699,2946,95036,1998,3534,123412,97311,78269,1506,62178,96982,77469.0,2036.0,63031.0,97311,78269.0,1506.0,62178.0,0.0,2.0,5.0,19.0,4.0
2014,19103,2939,4645,125736,2753,4488,131637,142287,116119,2474,60254,136802,112223.0,2847.0,54985.0,142287,116119.0,2474.0,60254.0,0.0,0.0,3.0,21.0,4.0
2015,19103,4170,7068,291965,5265,9100,294951,144251,118156,3841,55913,139436,114221.0,2843.0,55700.0,144251,118156.0,3841.0,55913.0,0.0,0.0,3.0,21.0,4.0
2016,19103,5497,9557,320437,6973,11674,397838,146547,119990,2944,58064,142006,116209.0,2667.0,56808.0,146547,119990.0,2944.0,58064.0,0.0,0.0,3.0,21.0,4.0
2017,19103,4194,6815,228449,4919,8079,289521,149210,121741,2654,61011,144425,118086.0,2765.0,59965.0,149210,121741.0,2654.0,61011.0,0.0,0.0,3.0,21.0,4.0
2018,19103,4036,6501,247450,4687,7616,267108,151260,123730,2822,63035,147001,120265.0,2862.0,61640.0,151260,123730.0,2822.0,63035.0,0.0,0.0,3.0,21.0,4.0
2019,19103,4488,7459,278504,5224,8566,323016,151140,124858,3331,66011,148577,121738.0,3027.0,62542.0,151140,124858.0,3331.0,66011.0,0.0,0.0,3.0,21.0,4.0
2014,19113,3072,5227,128808,2937,4976,148060,217751,171309,4215,62984,214927,169020.0,6117.0,59560.0,217751,171309.0,4215.0,62984.0,0.0,0.0,5.0,40.0,3.0
2015,19113,4611,8445,229911,4600,8161,272438,219916,173723,4481,57073,216640,170386.0,5725.0,59322.0,219916,173723.0,4481.0,57073.0,0.0,0.0,5.0,40.0,3.0
2016,19113,6507,11943,343271,6084,11256,358753,221661,174642,4520,64639,218076,171624.0,5111.0,60989.0,221661,174642.0,4520.0,64639.0,0.0,0.0,5.0,40.0,3.0
2017,19113,4750,8266,245263,4768,8634,346197,224115,177606,4935,63149,220008,173717.0,4627.0,62702.0,224115,177606.0,4935.0,63149.0,0.0,0.0,5.0,40.0,3.0
2018,19113,4557,7853,251934,4720,8419,338599,225909,179264,4089,64103,222121,175742.0,4285.0,64862.0,225909,179264.0,4089.0,64103.0,0.0,0.0,5.0,40.0,3.0
2019,19113,4683,8285,258501,5170,9306,315023,226706,180375,5063,63559,223861,177325.0,4546.0,64903.0,226706,180375.0,5063.0,63559.0,0.0,0.0,5.0,40.0,3.0
2014,19153,9671,17219,480673,8538,14978,461952,459862,356510,11499,60978,445136,343863.0,14869.0,59844.0,459862,356510.0,11499.0,60978.0,0.0,1.0,3.0,94.0,3.0
2015,19153,13369,24242,731355,11683,21614,771252,467711,360782,15126,60176,452369,349332.0,14792.0,60061.0,467711,360782.0,15126.0,60176.0,0.0,1.0,3.0,94.0,3.0
2016,19153,16895,30522,974866,15904,29914,1014886,474045,367900,12403,64067,459159,354927.0,13359.0,61684.0,474045,367900.0,12403.0,64067.0,0.0,1.0,3.0,94.0,3.0
2017,19153,13343,23780,758910,12375,22368,746798,481830,374505,8779,65995,467235,362001.0,12424.0,63530.0,481830,374505.0,8779.0,65995.0,0.0,1.0,3.0,94.0,3.0
2018,19153,11023,18779,653875,11008,19604,770712,487204,379522,9933,68291,474274,367768.0,11357.0,66044.0,487204,379522.0,9933.0,68291.0,0.0,1.0,3.0,94.0,3.0
2019,19153,12537,21151,749448,12209,22218,838960,490161,382008,12685,66918,479612,372445.0,11355.0,67637.0,490161,382008.0,12685.0,66918.0,0.0,1.0,3.0,94.0,3.0
2014,19155,1508,2858,56995,1536,2800,72875,93128,73645,2503,52239,93153,73361.0,2943.0,51939.0,93128,73645.0,2503.0,52239.0,0.0,2.0,5.0,23.0,3.0
2015,19155,1978,3774,87225,2193,3985,96032,93671,74063,1698,53117,93213,73416.0,2430.0,51976.0,93671,74063.0,1698.0,53117.0,0.0,2.0,5.0,23.0,3.0
2016,19155,2762,5238,119987,2874,5323,132501,93582,74454,2538,55972,93198,73625.0,2400.0,53260.0,93582,74454.0,2538.0,55972.0,0.0,2.0,5.0,23.0,3.0
2017,19155,1997,3716,92374,2130,3895,101089,93386,73613,2072,58633,93287,73577.0,2320.0,56291.0,93386,73613.0,2072.0,58633.0,0.0,2.0,5.0,23.0,3.0
2018,19155,2009,3719,91823,2035,3757,99106,93533,74371,2018,55376,93503,73899.0,2115.0,57467.0,93533,74371.0,2018.0,55376.0,0.0,2.0,5.0,23.0,3.0
2019,19155,2191,4020,104116,2280,4183,116163,93206,73958,1344,60056,93393,73929.0,1843.0,60065.0,93206,73958.0,1344.0,60056.0,0.0,2.0,5.0,23.0,3.0
2014,19163,2750,4897,117769,2997,5440,150954,171387,134632,4710,54679,168714,132233.0,5188.0,53704.0,171387,134632.0,4710.0,54679.0,0.0,0.0,5.0,42.0,3.0
2015,19163,3852,7366,200160,4163,7797,241540,172126,135338,3442,57831,169994,133403.0,4716.0,55114.0,172126,135338.0,3442.0,57831.0,0.0,0.0,5.0,42.0,3.0
2016,19163,5194,10050,317664,5441,10605,331530,172474,134950,2547,54730,171116,134352.0,4292.0,56454.0,172474,134950.0,2547.0,54730.0,0.0,0.0,5.0,42.0,3.0
2017,19163,3905,7343,217336,4132,7703,287251,172509,136729,3555,58129,171493,134770.0,3654.0,57681.0,172509,136729.0,3555.0,58129.0,0.0,0.0,5.0,42.0,3.0
2018,19163,3752,6784,222185,3920,7226,341127,173283,136226,4274,58175,172288,135438.0,3724.0,58803.0,173283,136226.0,4274.0,58175.0,0.0,0.0,5.0,42.0,3.0
2019,19163,4060,7564,246281,4296,8182,287630,172943,137279,3492,65122,172446,135857.0,3383.0,61183.0,172943,137279.0,3492.0,65122.0,0.0,0.0,5.0,42.0,3.0
2014,19169,1659,2545,72106,1840,2891,85566,94073,79631,2499,46091,91939,77402.0,2977.0,51270.0,94073,79631.0,2499.0,46091.0,0.0,0.0,6.0,14.0,4.0
2015,19169,2395,3921,112691,3044,5010,150140,96021,81860,2256,50811,93586,79053.0,2925.0,50438.0,96021,81860.0,2256.0,50811.0,0.0,0.0,6.0,14.0,4.0
2016,19169,3180,5522,159636,4626,7374,233473,97090,83232,2667,53371,94834,80325.0,2817.0,51201.0,97090,83232.0,2667.0,53371.0,0.0,0.0,6.0,14.0,4.0
2017,19169,2492,4173,123332,3146,5006,151846,97502,83441,1331,60351,95888,81461.0,2382.0,52671.0,97502,83441.0,1331.0,60351.0,0.0,0.0,6.0,14.0,4.0
2018,19169,2489,4061,124556,3160,4825,155741,98105,83876,3129,54586,96922,82546.0,2330.0,54554.0,98105,83876.0,3129.0,54586.0,0.0,0.0,6.0,14.0,4.0
2019,19169,2878,4768,154029,3460,5345,180546,97117,83326,2643,63107,96941,82659.0,2419.0,56756.0,97117,83326.0,2643.0,63107.0,0.0,0.0,6.0,14.0,4.0
2014,19193,1492,2813,55731,1716,3214,69741,102271,78742,3348,44721,102372,78328.0,3016.0,46015.0,102271,78742.0,3348.0,44721.0,0.0,2.0,2.0,22.0,4.0
2015,19193,2033,3964,84942,2244,4235,103112,102782,79712,2893,51146,102530,78489.0,2822.0,46720.0,102782,79712.0,2893.0,51146.0,0.0,2.0,2.0,22.0,4.0
2016,19193,2504,4884,105282,3037,6114,153731,102779,78665,1855,52324,102426,78533.0,2729.0,49010.0,102779,78665.0,1855.0,52324.0,0.0,2.0,2.0,22.0,4.0
2017,19193,2206,4175,79792,2159,4073,108078,102429,78168,2459,55273,102397,78511.0,2582.0,51350.0,102429,78168.0,2459.0,55273.0,0.0,2.0,2.0,22.0,4.0
2018,19193,2197,4117,91041,2273,4173,122648,102539,77995,2524,61516,102398,78528.0,2556.0,55483.0,102539,77995.0,2524.0,61516.0,0.0,2.0,2.0,22.0,4.0
2019,19193,2155,4058,91357,2525,4772,130341,103107,79062,1717,58945,102586,78592.0,2345.0,59224.0,103107,79062.0,1717.0,58945.0,0.0,2.0,2.0,22.0,4.0
2014,20015,1163,2452,62760,1299,2468,66101,66227,51108,1743,58791,65927,50475.0,2228.0,57474.0,66227,51108.0,1743.0,58791.0,0.0,1.0,10.0,2.0,3.0
2015,20015,1703,3898,106955,1756,3520,101067,66741,51838,1217,60714,66092,50746.0,1841.0,58897.0,66741,51838.0,1217.0,60714.0,0.0,1.0,10.0,2.0,3.0
2016,20015,2390,5370,140251,2426,5068,163652,67025,52516,1415,60182,66264,51250.0,1764.0,60338.0,67025,52516.0,1415.0,60182.0,0.0,1.0,10.0,2.0,3.0
2017,20015,1867,3981,101193,1791,3685,108648,66878,51603,1328,64149,66260,51212.0,1487.0,62324.0,66878,51603.0,1328.0,64149.0,0.0,1.0,10.0,2.0,3.0
2018,20015,1682,3620,107646,1716,3436,101316,66765,51856,945,64898,66468,51404.0,1378.0,63272.0,66765,51856.0,945.0,64898.0,0.0,1.0,10.0,2.0,3.0
2019,20015,1973,4237,123733,1814,3772,123143,66911,51902,1365,61951,66698,51717.0,1211.0,64782.0,66911,51902.0,1365.0,61951.0,0.0,1.0,10.0,2.0,3.0
2014,20045,2453,3910,103879,2346,3731,106251,116585,96736,4042,48565,113703,94239.0,4414.0,50732.0,116585,96736.0,4042.0,48565.0,0.0,1.0,4.0,17.0,4.0
2015,20045,3565,5958,189113,3846,6299,194683,118053,98265,2750,52964,114967,95425.0,3953.0,50939.0,118053,98265.0,2750.0,52964.0,0.0,1.0,4.0,17.0,4.0
2016,20045,4669,7960,244522,5403,9061,274392,119440,100639,2572,56345,116352,96785.0,3522.0,52698.0,119440,100639.0,2572.0,56345.0,0.0,1.0,4.0,17.0,4.0
2017,20045,3509,5747,181475,3909,6273,196567,120793,101081,2748,55646,117806,98041.0,3159.0,54370.0,120793,101081.0,2748.0,55646.0,0.0,1.0,4.0,17.0,4.0
2018,20045,3506,5813,184632,3736,5997,191189,121436,101645,3228,54668,119319,99472.0,3085.0,55832.0,121436,101645.0,3228.0,54668.0,0.0,1.0,4.0,17.0,4.0
2019,20045,3601,6268,205430,4117,6776,216310,122259,101542,3523,64233,120290,100418.0,2981.0,59435.0,122259,101542.0,3523.0,64233.0,0.0,1.0,4.0,17.0,4.0
2014,20091,11973,21056,701964,11110,19392,908433,574272,443440,11883,75679,560025,430981.0,15633.0,75017.0,574272,443440.0,11883.0,75679.0,0.0,1.0,5.0,124.0,2.0
2015,20091,16476,30122,1156377,15948,29235,1126555,580159,450976,10989,82892,566814,437103.0,14279.0,76113.0,580159,450976.0,10989.0,82892.0,0.0,1.0,5.0,124.0,2.0
2016,20091,22952,42405,1622770,21419,39813,1648345,584451,456092,10398,80553,572428,443039.0,13088.0,78186.0,584451,456092.0,10398.0,80553.0,0.0,1.0,5.0,124.0,2.0
2017,20091,18127,32215,1191520,16761,29953,1299257,591178,461557,9745,82855,578797,449145.0,11370.0,81121.0,591178,461557.0,9745.0,82855.0,0.0,1.0,5.0,124.0,2.0
2018,20091,16401,28510,1266990,15936,27911,1264021,597555,469526,8530,86746,585502,456249.0,10199.0,84915.0,597555,469526.0,8530.0,86746.0,0.0,1.0,5.0,124.0,2.0
2019,20091,17215,30164,1335056,16574,29739,1363327,602401,474834,8968,91771,591506,462774.0,9508.0,89087.0,602401,474834.0,8968.0,91771.0,0.0,1.0,5.0,124.0,2.0
2014,20103,2011,4585,112513,1694,3620,88149,78797,61886,1079,66779,77687,60604.0,2489.0,64909.0,78797,61886.0,1079.0,66779.0,0.0,2.0,14.0,0.0,2.0
2015,20103,3211,8075,199732,2890,7321,172559,79315,62614,1400,60423,78227,61229.0,2107.0,63726.0,79315,62614.0,1400.0,60423.0,0.0,2.0,14.0,0.0,2.0
2016,20103,4047,10182,255037,3896,9969,260333,80204,63136,1557,68299,78785,61888.0,1795.0,66046.0,80204,63136.0,1557.0,68299.0,0.0,2.0,14.0,0.0,2.0
2017,20103,3056,7445,192464,3008,7206,186414,81095,63776,2159,70920,79359,62465.0,1528.0,70022.0,81095,63776.0,2159.0,70920.0,0.0,2.0,14.0,0.0,2.0
2018,20103,2711,6262,171748,2894,6925,193347,81352,63585,1614,71071,80042,63093.0,1452.0,71184.0,81352,63585.0,1614.0,71071.0,0.0,2.0,14.0,0.0,2.0
2019,20103,3224,8101,218807,2945,6842,188046,81758,64445,1499,77070,80745,63772.0,1538.0,73013.0,81758,64445.0,1499.0,77070.0,0.0,2.0,14.0,0.0,2.0
2014,20161,2753,4991,99347,2728,5071,96706,75194,63240,2566,44825,74478,62039.0,1910.0,44522.0,75194,63240.0,2566.0,44825.0,0.0,1.0,2.0,11.0,4.0
2015,20161,3122,5686,129821,4594,9094,194811,75247,63335,3042,46677,75022,62686.0,2098.0,44437.0,75247,63335.0,3042.0,46677.0,0.0,1.0,2.0,11.0,4.0
2016,20161,3654,6932,163890,5350,10279,236807,73343,62436,2413,50737,75026,62915.0,2139.0,46609.0,73343,62436.0,2413.0,50737.0,0.0,1.0,2.0,11.0,4.0
2017,20161,3038,5422,131431,3693,6739,165529,74172,62696,1146,50067,75696,64005.0,2100.0,48428.0,74172,62696.0,1146.0,50067.0,0.0,1.0,2.0,11.0,4.0
2018,20161,2801,4956,136607,3557,6353,165382,73703,62424,2402,44697,75296,63798.0,2138.0,49910.0,73703,62424.0,2402.0,44697.0,0.0,1.0,2.0,11.0,4.0
2019,20161,3138,5611,149357,3483,6503,170016,74232,63397,2895,50920,75056,63661.0,2258.0,51208.0,74232,63397.0,2895.0,50920.0,0.0,1.0,2.0,11.0,4.0
2014,20173,6597,12343,286289,7416,13941,361477,508803,389230,15561,50996,503788,383473.0,20631.0,50326.0,508803,389230.0,15561.0,50996.0,0.0,0.0,5.0,119.0,3.0
2015,20173,9572,18610,462478,10227,20125,548202,511574,391158,11947,50840,506529,386080.0,17842.0,50657.0,511574,391158.0,11947.0,50840.0,0.0,0.0,5.0,119.0,3.0
2016,20173,11767,22990,605100,13624,27290,771040,511995,393401,14052,52193,508221,387978.0,15382.0,51157.0,511995,393401.0,14052.0,52193.0,0.0,0.0,5.0,119.0,3.0
2017,20173,8940,17243,440075,10251,19558,568541,513687,395120,15055,53923,510484,390829.0,14465.0,52841.0,513687,395120.0,15055.0,53923.0,0.0,0.0,5.0,119.0,3.0
2018,20173,8755,16533,447965,8482,16104,502729,513607,394965,11683,55882,512064,392826.0,13610.0,54974.0,513607,394965.0,11683.0,55882.0,0.0,0.0,5.0,119.0,3.0
2019,20173,9066,17212,501915,9609,18655,560163,516042,399729,14066,59716,513375,394766.0,13414.0,56524.0,516042,399729.0,14066.0,59716.0,0.0,0.0,5.0,119.0,3.0
2014,20177,2153,3911,77572,2629,4730,142121,178406,139963,4270,53507,178600,139439.0,6522.0,49695.0,178406,139963.0,4270.0,53507.0,0.0,0.0,3.0,40.0,4.0
2015,20177,3225,6149,149366,3719,7022,189036,178725,139797,5504,51123,178792,139769.0,6124.0,50378.0,178725,139797.0,5504.0,51123.0,0.0,0.0,3.0,40.0,4.0
2016,20177,4048,7612,189163,4740,8987,247921,178146,140539,3627,55710,178567,139932.0,5348.0,52088.0,178146,140539.0,3627.0,55710.0,0.0,0.0,3.0,40.0,4.0
2017,20177,3054,5555,135988,3469,6191,176812,178187,141047,3871,57095,178392,140187.0,4821.0,54667.0,178187,141047.0,3871.0,57095.0,0.0,0.0,3.0,40.0,4.0
2018,20177,2893,5245,131735,3310,5981,173139,177499,140069,3675,52104,178284,140395.0,3992.0,55199.0,177499,140069.0,3675.0,52104.0,0.0,0.0,3.0,40.0,4.0
2019,20177,3276,5920,152328,3473,6422,184552,176875,140812,2886,59441,177852,140248.0,3668.0,56762.0,176875,140812.0,2886.0,59441.0,0.0,0.0,3.0,40.0,4.0
2014,20209,3564,6960,117526,3878,7925,158449,161636,120308,7315,36637,159466,118882.0,9723.0,39326.0,161636,120308.0,7315.0,36637.0,0.0,3.0,1.0,66.0,2.0
2015,20209,4598,8888,169051,4862,9575,188346,163369,122486,5751,41800,160806,120166.0,8884.0,40113.0,163369,122486.0,5751.0,41800.0,0.0,3.0,1.0,66.0,2.0
2016,20209,5943,11295,243395,6529,12952,291011,163831,122434,6628,43129,161777,120722.0,7450.0,40757.0,163831,122434.0,6628.0,43129.0,0.0,3.0,1.0,66.0,2.0
2017,20209,4937,9274,196553,5306,10248,230777,165288,123642,5532,46310,163227,122062.0,6645.0,42783.0,165288,123642.0,5532.0,46310.0,0.0,3.0,1.0,66.0,2.0
2018,20209,4640,8514,195457,5273,10200,234626,165324,123484,5403,47285,164345,122894.0,6015.0,44873.0,165324,123484.0,5403.0,47285.0,0.0,3.0,1.0,66.0,2.0
2019,20209,4845,8888,202859,5584,10777,256481,165429,124406,4367,46964,164861,123648.0,5410.0,46881.0,165429,124406.0,4367.0,46964.0,0.0,3.0,1.0,66.0,2.0
2014,21015,3374,6562,158524,3334,6321,165469,126413,96122,3976,65736,123030,92145.0,4092.0,67286.0,126413,96122.0,3976.0,65736.0,0.0,1.0,3.0,18.0,2.0
2015,21015,4359,8695,233323,4546,8946,251057,127712,96701,3766,67047,124617,93587.0,3722.0,66730.0,127712,96701.0,3766.0,67047.0,0.0,1.0,3.0,18.0,2.0
2016,21015,6188,12646,380714,5789,11775,384871,128536,98529,2404,72374,125656,95134.0,3577.0,69165.0,128536,98529.0,2404.0,72374.0,0.0,1.0,3.0,18.0,2.0
2017,21015,4832,9684,263576,4641,8901,291704,130728,101019,2833,78415,127682,97459.0,3346.0,72731.0,130728,101019.0,2833.0,78415.0,0.0,1.0,3.0,18.0,2.0
2018,21015,4585,8982,267829,4376,8198,271981,131533,101655,2157,77429,129095,98981.0,3009.0,75043.0,131533,101655.0,2157.0,77429.0,0.0,1.0,3.0,18.0,2.0
2019,21015,4987,9949,320674,4771,9275,294340,133581,103800,1544,76443,130820,100352.0,2663.0,78327.0,133581,103800.0,1544.0,76443.0,0.0,1.0,3.0,18.0,2.0
2014,21029,1651,3140,64239,1591,2876,59252,77955,61341,2921,54690,76093,60203.0,3459.0,56199.0,77955,61341.0,2921.0,54690.0,0.0,1.0,4.0,13.0,2.0
2015,21029,2267,4397,104792,2142,3976,91151,78702,62795,2434,53434,76961,61038.0,3047.0,55975.0,78702,62795.0,2434.0,53434.0,0.0,1.0,4.0,13.0,2.0
